"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.497,0.485,0.506,0.345,0.417,0.62,0.648,0.473,0.486,0.512,0.3,0.637,0.5,0.384,0.266,0.819,0.653,0.121
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.251,0.284,0.224,0.408,0.268,0.171,0.152,0.25,0.291,0.224,0.156,0.275,0.22,0.071,0.109,0.13,0.191,0.797
"En blanco",0.157,0.146,0.166,0.153,0.197,0.132,0.123,0.158,0.121,0.182,0.347,0.054,0.189,0.335,0.424,0.031,0.093,0.041
"No sabe",0.095,0.085,0.104,0.094,0.118,0.077,0.077,0.119,0.102,0.082,0.197,0.034,0.091,0.21,0.201,0.02,0.063,0.041
