"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.282,0.269,0.292,0.343,0.316,0.237,0.201,0.363,0.227,0.292,0.645,0.122,0.329,0.709,0.657,0.069,0.205,0.146
"Cambiemos",0.433,0.401,0.46,0.256,0.354,0.576,0.616,0.298,0.423,0.489,0.144,0.647,0.307,0.155,0.14,0.811,0.59,0.209
"Liberales",0.155,0.187,0.128,0.241,0.19,0.081,0.076,0.141,0.202,0.125,0.103,0.156,0.221,0.062,0.103,0.07,0.078,0.525
"Izquierda",0.042,0.045,0.04,0.038,0.058,0.034,0.029,0.066,0.038,0.037,0.038,0.024,0.011,0.037,0.034,0.007,0.037,0.022
"No sabe",0.088,0.098,0.08,0.122,0.082,0.072,0.078,0.132,0.11,0.057,0.07,0.051,0.132,0.037,0.066,0.043,0.09,0.098
