"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.279,0.267,0.289,0.309,0.357,0.23,0.16,0.365,0.23,0.285,0.686,0.098,0.241,0.769,0.634,0.068,0.214,0.091
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.388,0.343,0.425,0.169,0.303,0.54,0.635,0.246,0.391,0.436,0.095,0.607,0.357,0.111,0.11,0.832,0.523,0.047
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.229,0.284,0.184,0.393,0.237,0.145,0.11,0.234,0.258,0.206,0.147,0.234,0.234,0.074,0.094,0.075,0.139,0.793
"Los candidatos a presidente y vicepresidente de la izquierda",0.042,0.038,0.045,0.051,0.046,0.039,0.025,0.062,0.046,0.031,0.028,0.016,0.035,0.024,0.084,0.013,0.031,0.006
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.042,0.041,0.042,0.056,0.041,0.03,0.039,0.061,0.047,0.031,0.035,0.033,0.097,0.014,0.067,0.008,0.074,0.055
"En blanco",0.02,0.027,0.015,0.022,0.016,0.016,0.031,0.032,0.028,0.011,0.009,0.012,0.036,0.008,0.011,0.004,0.019,0.008
