"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.286,0.255,0.311,0.318,0.354,0.237,0.189,0.328,0.246,0.3,0.642,0.109,0.317,0.687,0.641,0.063,0.231,0.136
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.438,0.412,0.46,0.184,0.367,0.587,0.673,0.288,0.452,0.483,0.128,0.654,0.452,0.116,0.083,0.83,0.619,0.242
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.176,0.194,0.161,0.36,0.161,0.103,0.083,0.192,0.214,0.143,0.136,0.18,0.177,0.132,0.168,0.065,0.073,0.54
"Los candidatos a Jefe de Gobierno de la izquierda",0.04,0.05,0.032,0.057,0.046,0.037,0.016,0.052,0.038,0.037,0.044,0.018,0.015,0.04,0.04,0.007,0.027,0.023
"En blanco",0.06,0.089,0.036,0.081,0.072,0.036,0.039,0.14,0.05,0.037,0.05,0.039,0.039,0.025,0.068,0.035,0.05,0.059
