"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.269,0.237,0.296,0.289,0.336,0.232,0.175,0.287,0.229,0.291,0.623,0.102,0.271,0.665,0.636,0.063,0.219,0.115
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.425,0.397,0.447,0.184,0.347,0.579,0.65,0.264,0.432,0.478,0.12,0.644,0.428,0.113,0.084,0.823,0.612,0.203
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.165,0.184,0.15,0.326,0.154,0.103,0.076,0.174,0.204,0.134,0.127,0.173,0.178,0.126,0.134,0.063,0.073,0.509
"La candidata a Jefe de Gobierno de la izquierda",0.034,0.04,0.028,0.032,0.044,0.037,0.014,0.038,0.031,0.033,0.037,0.013,0.015,0.034,0.04,0.007,0.027,0.008
"En blanco",0.054,0.081,0.032,0.082,0.066,0.033,0.028,0.122,0.049,0.034,0.045,0.037,0.012,0.025,0.068,0.031,0.042,0.058
"No sabe",0.053,0.061,0.047,0.087,0.053,0.016,0.057,0.115,0.055,0.03,0.048,0.031,0.096,0.037,0.038,0.013,0.027,0.107
