"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","Julio Zamora",0.762,0.75,0.673,0.754,0.275,0.4
"P06","Segundo Cernadas",0.017,0.136,0.053,0.021,0.489,0
"P06","Otro candidato",0.091,0.043,0.064,0.058,0.144,0.167
"P06","En blanco",0.041,0,0.023,0,0.026,0.263
"P06","No sabe",0.089,0.071,0.187,0.167,0.066,0.17
"P07","A los candidatos del Frente de todos",0.806,0.719,0.464,0.103,0.052,0.057
"P07","A los candidatos de Juntos por el cambio",0.073,0.173,0.138,0.539,0.631,0.339
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.081,0.086,0.221,0.144,0.129,0.099
"P07","A los candidatos de la Izquierda",0.004,0.017,0.13,0.05,0.042,0.36
"P07","A los candidatos Liberales",0.036,0.005,0.047,0.164,0.146,0.145
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.852,0.958,0.738,0.278,0.591,0
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.148,0.042,0.262,0.722,0.409,1
"P09","A los candidatos del Frente de todos",0.83,0.477,0.423,0.074,0.077,0.044
"P09","A los candidatos de Juntos por el cambio",0.069,0.016,0.294,0.433,0.622,0.106
"P09","A los candidatos del frente unidos por tigre",0.085,0.288,0.148,0.142,0.091,0.474
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.002,0.051,0.05,0.127,0.067,0
"P09","A los candidatos de la Izquierda",0.011,0.056,0.085,0.14,0.023,0.19
"P09","A los candidatos Liberales",0.003,0.112,0,0.084,0.12,0.186
"P10","Luis Samyn Duco",0.296,0.274,0.114,0,0.449,0
"P10","Gonzalo Meschengieser",0.006,0.021,0,0,0.137,0
"P10","Micaela Ferraro",0.149,0.056,0.124,0,0.017,0
"P10","Javier Forlenza",0.047,0.025,0,0,0,0
"P10","Jose Paesani",0.017,0.109,0.159,0,0.021,0
"P10","Malena Galmarini",0.29,0.385,0.466,0.343,0.329,0
"P10","Pipo Gorosito",0.195,0.13,0.137,0.657,0.047,1
