"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Julio Zamora",0.741,0.697,0.349,0.774
"P06","Segundo Cernadas",0.049,0.033,0.42,0.03
"P06","Otro candidato",0.092,0.086,0.119,0
"P06","En blanco",0.047,0.024,0.013,0.104
"P06","No sabe",0.071,0.16,0.099,0.092
"P07","A los candidatos del Frente de todos",0.763,0.407,0.092,0.475
"P07","A los candidatos de Juntos por el cambio",0.107,0.101,0.63,0.03
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.079,0.28,0.122,0
"P07","A los candidatos de la Izquierda",0.024,0.14,0.027,0.196
"P07","A los candidatos Liberales",0.027,0.072,0.129,0.299
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.744,0.434,0.551,1
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.256,0.566,0.449,0
"P09","A los candidatos del Frente de todos",0.73,0.486,0.085,0.475
"P09","A los candidatos de Juntos por el cambio",0.068,0.064,0.637,0.029
"P09","A los candidatos del frente unidos por tigre",0.121,0.252,0.086,0.392
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.029,0.07,0.057,0
"P09","A los candidatos de la Izquierda",0.019,0.114,0.038,0.104
"P09","A los candidatos Liberales",0.033,0.014,0.097,0
"P10","Luis Samyn Duco",0.291,0.041,0.38,1
"P10","Gonzalo Meschengieser",0.006,0,0.14,0
"P10","Micaela Ferraro",0.15,0.042,0.03,0
"P10","Javier Forlenza",0.028,0.016,0.052,0
"P10","Jose Paesani",0.031,0.094,0.019,0
"P10","Malena Galmarini",0.322,0.424,0.268,0
"P10","Pipo Gorosito",0.172,0.383,0.111,0
"P11","Segundo Cernadas",0.538,0.711,0.643,1
"P11","Nicolas Massot",0.462,0.289,0.357,0
"P12","Malena Galmarini por el Frente de todos",0.592,0.174,0.082,0
"P12","Gisela Zamora por Frente vecinal unidos",0.195,0.349,0.154,0.774
"P12","Segundo cernadas por Juntos por el Cambio",0.074,0.254,0.579,0.03
"P12","Rodriguez Laborde por el Frente de Randazzo",0.028,0.031,0.07,0
"P12","A los candidatos del frente de izquierda",0.048,0.14,0.027,0.104
"P12","Cervetto por los liberales",0.063,0.052,0.088,0.092
"P13","Pipo Gorosito por el Frente de todos",0.504,0.367,0.067,0
"P13","Gisela Zamora por Frente vecinal unidos",0.281,0.352,0.16,0.549
"P13","Segundo cernadas por Juntos por el cambio",0.081,0.093,0.63,0.347
"P13","Rodriguez Laborde por el Frente de Randazzo",0.014,0.053,0.036,0
"P13","A los candidatos del frente de izquierda",0.06,0.11,0.021,0.104
"P13","Cervetto por los liberales",0.06,0.025,0.086,0
"P14","Micaela Ferraro por el Frente de todos",0.538,0.159,0.04,0.226
"P14","Gisela Zamora por Frente vecinal unidos",0.265,0.444,0.16,0.341
"P14","Segundo cernadas por juntos por el cambio",0.072,0.072,0.625,0.329
"P14","Rodriguez Laborde por el Frente de Randazzo",0.019,0.085,0.067,0
"P14","A los candidatos del frente de izquierda",0.075,0.119,0.023,0.104
"P14","Cervetto por los liberales",0.031,0.121,0.085,0
"P15","Luis Samin Duco por el Frente de todos",0.504,0.233,0.038,0.525
"P15","Gisela Zamora por Frente vecinal unidos",0.273,0.462,0.134,0.249
"P15","Segundo cernadas por juntos por el cambio",0.094,0.105,0.644,0.122
"P15","Rodriguez Laborde por el Frente de Randazzo",0.027,0.053,0.07,0
"P15","A los candidatos del frente de izquierda",0.071,0.119,0.019,0.104
"P15","Cervetto por los liberales",0.031,0.028,0.095,0
"P16","Positiva",0.67,0.614,0.238,0.641
"P16","Neutra",0.209,0.173,0.354,0
"P16","Negativa",0.108,0.129,0.4,0.255
"P16","No sabe",0.013,0.084,0.008,0.104
"P18","Positiva",0.824,0.451,0.071,0.475
"P18","Neutra",0.04,0.44,0.092,0
"P18","Negativa",0.136,0.087,0.836,0.329
"P18","No sabe",0,0.022,0.001,0.196
"P19","Positiva",0.191,0.054,0.361,0.029
"P19","Neutra",0.052,0.203,0.253,0.549
"P19","Negativa",0.742,0.721,0.368,0.226
"P19","No sabe",0.015,0.022,0.018,0.196
"P20","Positiva",0.847,0.36,0.057,0.475
"P20","Neutra",0.05,0.44,0.053,0
"P20","Negativa",0.101,0.173,0.887,0.329
"P20","No sabe",0.002,0.027,0.003,0.196
"P21","Positiva",0.271,0.178,0.486,0.578
"P21","Neutra",0.05,0.359,0.256,0.092
"P21","Negativa",0.664,0.448,0.255,0.226
"P21","No sabe",0.015,0.015,0.003,0.104
"P23","Positiva",0.307,0.228,0.664,0.027
"P23","Neutra",0.158,0.356,0.156,0.331
"P23","Negativa",0.478,0.268,0.177,0.216
