"var","categoria","Si","No"
"P06","Julio Zamora",0.594,0.488
"P06","Segundo Cernadas",0.196,0.271
"P06","Otro candidato",0.079,0.144
"P06","En blanco",0.012,0.027
"P06","No sabe",0.119,0.07
"P07","A los candidatos del Frente de todos",0.397,0.36
"P07","A los candidatos de Juntos por el cambio",0.361,0.404
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.137,0.088
"P07","A los candidatos de la Izquierda",0.028,0.044
"P07","A los candidatos Liberales",0.077,0.104
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.581,0.571
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.419,0.429
"P09","A los candidatos del Frente de todos",0.37,0.352
"P09","A los candidatos de Juntos por el cambio",0.337,0.369
"P09","A los candidatos del frente unidos por tigre",0.13,0.12
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.047,0.046
"P09","A los candidatos de la Izquierda",0.048,0.034
"P09","A los candidatos Liberales",0.068,0.079
"P10","Luis Samyn Duco",0.196,0.353
"P10","Gonzalo Meschengieser",0.002,0.132
"P10","Micaela Ferraro",0.023,0.183
"P10","Javier Forlenza",0.06,0.028
"P10","Jose Paesani",0.014,0.108
"P10","Malena Galmarini",0.495,0.139
"P10","Pipo Gorosito",0.21,0.057
"P11","Segundo Cernadas",0.612,0.628
"P11","Nicolas Massot",0.388,0.372
"P12","Malena Galmarini por el Frente de todos",0.271,0.266
"P12","Gisela Zamora por Frente vecinal unidos",0.204,0.21
"P12","Segundo cernadas por Juntos por el Cambio",0.345,0.346
"P12","Rodriguez Laborde por el Frente de Randazzo",0.05,0.056
"P12","A los candidatos del frente de izquierda",0.041,0.041
"P12","Cervetto por los liberales",0.089,0.081
"P13","Pipo Gorosito por el Frente de todos",0.249,0.255
"P13","Gisela Zamora por Frente vecinal unidos",0.243,0.214
"P13","Segundo cernadas por Juntos por el cambio",0.337,0.409
"P13","Rodriguez Laborde por el Frente de Randazzo",0.033,0.026
"P13","A los candidatos del frente de izquierda",0.05,0.023
"P13","Cervetto por los liberales",0.088,0.073
"P14","Micaela Ferraro por el Frente de todos",0.236,0.242
"P14","Gisela Zamora por Frente vecinal unidos",0.259,0.211
"P14","Segundo cernadas por juntos por el cambio",0.324,0.422
"P14","Rodriguez Laborde por el Frente de Randazzo",0.054,0.028
"P14","A los candidatos del frente de izquierda",0.064,0.026
"P14","Cervetto por los liberales",0.063,0.071
"P15","Luis Samin Duco por el Frente de todos",0.222,0.223
"P15","Gisela Zamora por Frente vecinal unidos",0.236,0.23
"P15","Segundo cernadas por juntos por el cambio",0.38,0.39
"P15","Rodriguez Laborde por el Frente de Randazzo",0.051,0.033
"P15","A los candidatos del frente de izquierda",0.059,0.025
"P15","Cervetto por los liberales",0.052,0.099
"P16","Muy bueno",0.173,0.178
"P16","Bueno",0.25,0.252
"P16","Ni bueno ni malo",0.304,0.282
"P16","Malo",0.134,0.133
"P16","Muy malo",0.117,0.141
"P16","No sabe",0.022,0.014
"P18","Muy buena",0.32,0.233
"P18","Buena",0.111,0.097
"P18","Ni buena ni mala",0.092,0.116
"P18","Mala",0.184,0.11
"P18","Muy mala",0.292,0.436
"P18","No sabe",0.001,0.008
"P19","Muy buena",0.132,0.104
"P19","Buena",0.14,0.121
"P19","Ni buena ni mala",0.121,0.271
"P19","Mala",0.177,0.202
"P19","Muy mala",0.399,0.293
"P19","No sabe",0.031,0.009
"P20","Muy buena",0.341,0.238
"P20","Buena",0.071,0.105
"P20","Ni buena ni mala",0.08,0.095
"P20","Mala",0.1,0.078
"P20","Muy mala",0.404,0.475
"P20","No sabe",0.004,0.009
"P21","Muy buena",0.195,0.149
"P21","Buena",0.146,0.243
"P21","Ni buena ni mala",0.158,0.233
"P21","Mala",0.098,0.09
"P21","Muy mala",0.401,0.266
"P21","No sabe",0.002,0.019
"P22","Muy buena",0.351,0.186
"P22","Buena",0.07,0.115
"P22","Ni buena ni mala",0.082,0.092
"P22","Mala",0.072,0.156
"P22","Muy mala",0.425,0.42
"P22","No sabe",0,0.031
"P23","Muy buena",0.307,0.274
"P23","Buena",0.159,0.22
"P23","Ni buena ni mala",0.181,0.18
"P23","Mala",0.131,0.07
"P23","Muy mala",0.203,0.203
"P23","No sabe",0.019,0.053
"P24","Muy buena",0.114,0.09
"P24","Buena",0.167,0.105
"P24","Ni buena ni mala",0.241,0.193
"P24","Mala",0.092,0.163
"P24","Muy mala",0.314,0.335
"P24","No sabe",0.072,0.114
"P25","Muy buena",0.151,0.077
"P25","Buena",0.156,0.115
"P25","Ni buena ni mala",0.185,0.185
"P25","Mala",0.087,0.142
"P25","Muy mala",0.41,0.465
"P25","No sabe",0.011,0.016
"P26","Muy buena",0.198,0.179
"P26","Buena",0.255,0.222
"P26","Ni buena ni mala",0.249,0.237
"P26","Mala",0.14,0.122
"P26","Muy mala",0.143,0.178
"P26","No sabe",0.015,0.062
"P27","Muy buena",0.124,0.093
"P27","Buena",0.187,0.18
"P27","Ni buena ni mala",0.229,0.333
"P27","Mala",0.103,0.1
"P27","Muy mala",0.243,0.148
"P27","No sabe",0.114,0.146
