"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","Julio Zamora",0.851,0.804,0.717,0.383,0.308,0.692
"P06","Segundo Cernadas",0.009,0.017,0.049,0.267,0.469,0
"P06","Otro candidato",0.075,0.024,0.111,0.16,0.128,0.149
"P06","En blanco",0.006,0,0.031,0.003,0.029,0
"P06","No sabe",0.059,0.155,0.092,0.187,0.066,0.159
"P07","A los candidatos del Frente de todos",0.819,0.554,0.743,0.218,0.089,0.654
"P07","A los candidatos de Juntos por el cambio",0.098,0.222,0.118,0.512,0.613,0
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.074,0.095,0.093,0.103,0.122,0.198
"P07","A los candidatos de la Izquierda",0.006,0,0.028,0.053,0.06,0
"P07","A los candidatos Liberales",0.003,0.129,0.018,0.114,0.116,0.148
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.522,0.812,0.841,0.377,0.53,0
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.478,0.188,0.159,0.623,0.47,0
"P09","A los candidatos del Frente de todos",0.739,0.567,0.656,0.209,0.104,0.654
"P09","A los candidatos de Juntos por el cambio",0.057,0.191,0.116,0.442,0.585,0
"P09","A los candidatos del frente unidos por tigre",0.138,0.135,0.139,0.038,0.108,0.198
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.051,0.036,0.05,0.043,0.063,0
"P09","A los candidatos de la Izquierda",0.003,0.057,0.03,0.074,0.047,0
"P09","A los candidatos Liberales",0.012,0.014,0.009,0.194,0.093,0.148
"P10","Luis Samyn Duco",0.062,0.32,0.197,0.079,0.513,1
"P10","Gonzalo Meschengieser",0,0.009,0.004,0,0.316,0
"P10","Micaela Ferraro",0.024,0.013,0.182,0.753,0.06,0
"P10","Javier Forlenza",0.007,0.035,0.112,0.014,0,0
"P10","Jose Paesani",0.014,0.145,0.021,0,0.006,0
"P10","Malena Galmarini",0.845,0.354,0.213,0.048,0.013,0
"P10","Pipo Gorosito",0.048,0.124,0.271,0.106,0.092,0
"P11","Segundo Cernadas",0.708,0.369,0.836,0.626,0.644,0
"P11","Nicolas Massot",0.292,0.631,0.164,0.374,0.356,0
"P12","Malena Galmarini por el Frente de todos",0.692,0.477,0.499,0.125,0.033,0.329
"P12","Gisela Zamora por Frente vecinal unidos",0.134,0.252,0.349,0.144,0.156,0.325
"P12","Segundo cernadas por Juntos por el Cambio",0.086,0.204,0.085,0.404,0.582,0
"P12","Rodriguez Laborde por el Frente de Randazzo",0.051,0.053,0.008,0.102,0.058,0.038
"P12","A los candidatos del frente de izquierda",0.037,0,0.03,0.046,0.052,0.159
"P12","Cervetto por los liberales",0,0.014,0.029,0.179,0.119,0.149
"P13","Pipo Gorosito por el Frente de todos",0.569,0.352,0.457,0.15,0.073,0.078
"P13","Gisela Zamora por Frente vecinal unidos",0.307,0.422,0.345,0.149,0.108,0.654
"P13","Segundo cernadas por Juntos por el cambio",0.072,0.121,0.129,0.482,0.631,0
"P13","Rodriguez Laborde por el Frente de Randazzo",0.008,0.062,0.005,0.009,0.039,0.198
"P13","A los candidatos del frente de izquierda",0.037,0.022,0.046,0.047,0.037,0
"P13","Cervetto por los liberales",0.007,0.021,0.018,0.163,0.112,0.07
"P14","Micaela Ferraro por el Frente de todos",0.518,0.368,0.433,0.116,0.073,0
"P14","Gisela Zamora por Frente vecinal unidos",0.294,0.367,0.353,0.161,0.145,0.654
"P14","Segundo cernadas por juntos por el cambio",0.072,0.156,0.139,0.447,0.612,0
"P14","Rodriguez Laborde por el Frente de Randazzo",0.05,0.058,0.013,0.046,0.043,0.198
"P14","A los candidatos del frente de izquierda",0.066,0.015,0.055,0.06,0.041,0.078
"P14","Cervetto por los liberales",0,0.036,0.007,0.17,0.086,0.07
"P15","Luis Samin Duco por el Frente de todos",0.554,0.384,0.461,0.061,0.04,0
"P15","Gisela Zamora por Frente vecinal unidos",0.225,0.388,0.311,0.208,0.137,0.654
"P15","Segundo cernadas por juntos por el cambio",0.112,0.121,0.155,0.459,0.64,0
"P15","Rodriguez Laborde por el Frente de Randazzo",0.039,0.05,0.016,0.055,0.045,0.198
"P15","A los candidatos del frente de izquierda",0.066,0.021,0.048,0.058,0.037,0.078
"P15","Cervetto por los liberales",0.004,0.036,0.009,0.159,0.101,0.07
"P16","Muy bueno",0.314,0.201,0.347,0.045,0.067,0.403
"P16","Bueno",0.317,0.498,0.351,0.278,0.117,0.329
"P16","Ni bueno ni malo",0.256,0.19,0.172,0.478,0.329,0.198
"P16","Malo",0.076,0.111,0.066,0.161,0.175,0
"P16","Muy malo",0.026,0,0.014,0.038,0.293,0.07
"P16","No sabe",0.011,0,0.05,0,0.019,0
"P18","Muy buena",0.812,0.41,0.433,0.135,0.071,0
"P18","Buena",0.052,0.233,0.2,0.06,0.034,0.654
"P18","Ni buena ni mala",0.09,0.083,0.231,0.054,0.07,0.116
"P18","Mala",0.04,0.22,0.06,0.22,0.169,0
"P18","Muy mala",0.003,0.054,0.076,0.519,0.653,0.071
"P18","No sabe",0.003,0,0,0.012,0.003,0.159
"P19","Muy buena",0.062,0.066,0.079,0.058,0.209,0.329
"P19","Buena",0.012,0.117,0.046,0.247,0.173,0
"P19","Ni buena ni mala",0.053,0.143,0.135,0.311,0.215,0.434
"P19","Mala",0.278,0.127,0.235,0.181,0.164,0.078
"P19","Muy mala",0.54,0.547,0.505,0.191,0.216,0
"P19","No sabe",0.055,0,0,0.012,0.023,0.159
"P20","Muy buena",0.709,0.479,0.469,0.168,0.081,0.329
"P20","Buena",0.06,0.102,0.223,0.106,0.013,0.325
"P20","Ni buena ni mala",0.098,0.172,0.124,0.018,0.045,0.159
"P20","Mala",0.073,0.149,0.107,0.193,0.048,0
"P20","Muy mala",0.047,0.085,0.075,0.503,0.809,0.071
"P20","No sabe",0.013,0.013,0.002,0.012,0.004,0.116
"P21","Muy buena",0.121,0.133,0.09,0.09,0.265,0
"P21","Buena",0.051,0.124,0.096,0.309,0.258,0.325
"P21","Ni buena ni mala",0.096,0.054,0.272,0.265,0.216,0.23
"P21","Mala",0.139,0.196,0.128,0.087,0.053,0.078
"P21","Muy mala",0.589,0.48,0.414,0.24,0.193,0.329
"P21","No sabe",0.004,0.013,0,0.009,0.015,0.038
"P22","Muy buena",0.75,0.415,0.466,0.066,0.06,0.329
"P22","Buena",0.083,0.149,0.158,0.222,0.013,0
"P22","Ni buena ni mala",0.098,0.134,0.188,0.065,0.036,0.237
"P22","Mala",0.046,0.165,0.134,0.177,0.087,0.038
"P22","Muy mala",0.023,0.102,0.054,0.458,0.792,0.071
"P22","No sabe",0,0.035,0,0.012,0.012,0.325
"P23","Muy buena",0.228,0.164,0.066,0.327,0.442,0
"P23","Buena",0.128,0.105,0.139,0.305,0.215,0
"P23","Ni buena ni mala",0.171,0.251,0.311,0.177,0.108,0.434
"P23","Mala",0.22,0.082,0.147,0.135,0.042,0
"P23","Muy mala",0.241,0.31,0.265,0.04,0.19,0.329
"P23","No sabe",0.012,0.088,0.072,0.016,0.003,0.237
"P24","Muy buena",0.641,0.082,0.033,0,0.034,0
"P24","Buena",0.21,0.562,0.099,0.145,0.004,0
"P24","Ni buena ni mala",0.072,0.183,0.58,0.316,0.083,0.367
"P24","Mala",0.028,0.044,0.078,0.416,0.127,0
"P24","Muy mala",0,0.005,0.109,0.035,0.691,0
"P24","No sabe",0.049,0.124,0.101,0.088,0.061,0.633
"P26","Muy buena",0.43,0.151,0.233,0.162,0.085,0.655
"P26","Buena",0.258,0.53,0.426,0.181,0.063,0.079
"P26","Ni buena ni mala",0.216,0.207,0.209,0.332,0.257,0
"P26","Mala",0.035,0.047,0.09,0.24,0.17,0
"P26","Muy mala",0.048,0.01,0.031,0,0.385,0.108
"P26","No sabe",0.013,0.055,0.011,0.085,0.04,0.158
"P27","Muy buena",0.174,0.008,0,0.109,0.183,0
"P27","Buena",0.089,0.19,0.031,0.193,0.267,0.321
"P27","Ni buena ni mala",0.107,0.264,0.367,0.408,0.258,0.159
"P27","Mala",0.069,0.14,0.258,0.071,0.037,0
"P27","Muy mala",0.463,0.203,0.208,0.05,0.157,0.441
"P27","No sabe",0.098,0.195,0.136,0.169,0.098,0.079
"P28","Si",0.672,0.585,0.511,0.389,0.479,0.402
"P28","No",0.328,0.415,0.489,0.611,0.521,0.598
