"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Julio Zamora",0.834,0.434,0.238,0.253
"P06","Segundo Cernadas",0.053,0.237,0.533,0.029
"P06","Otro candidato",0.042,0.172,0.15,0.09
"P06","En blanco",0.012,0.016,0.034,0
"P06","No sabe",0.059,0.141,0.045,0.628
"P07","A los candidatos del Frente de todos",0.618,0.367,0.118,0.07
"P07","A los candidatos de Juntos por el cambio",0.196,0.438,0.595,0.433
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.128,0.089,0.067,0.307
"P07","A los candidatos de la Izquierda",0.02,0.032,0.067,0.033
"P07","A los candidatos Liberales",0.038,0.074,0.153,0.157
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.675,0.503,0.534,0.682
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.325,0.497,0.466,0.318
"P09","A los candidatos del Frente de todos",0.592,0.323,0.126,0.095
"P09","A los candidatos de Juntos por el cambio",0.132,0.446,0.569,0.491
"P09","A los candidatos del frente unidos por tigre",0.152,0.091,0.07,0.201
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.054,0.021,0.064,0.148
"P09","A los candidatos de la Izquierda",0.028,0.063,0.051,0
"P09","A los candidatos Liberales",0.042,0.056,0.12,0.065
"P10","Luis Samyn Duco",0.32,0.043,0.332,0.301
"P10","Gonzalo Meschengieser",0.083,0,0,0
"P10","Micaela Ferraro",0.025,0.522,0.397,0.203
"P10","Javier Forlenza",0.042,0.016,0.09,0
"P10","Jose Paesani",0.056,0.024,0.013,0
"P10","Malena Galmarini",0.332,0.216,0.102,0.496
"P10","Pipo Gorosito",0.142,0.179,0.066,0
"P11","Segundo Cernadas",0.664,0.567,0.628,1
"P11","Nicolas Massot",0.336,0.433,0.372,0
"P12","Malena Galmarini por el Frente de todos",0.41,0.271,0.108,0.12
"P12","Gisela Zamora por Frente vecinal unidos",0.357,0.099,0.091,0.118
"P12","Segundo cernadas por Juntos por el Cambio",0.136,0.446,0.54,0.525
"P12","Rodriguez Laborde por el Frente de Randazzo",0.031,0.034,0.087,0.114
"P12","A los candidatos del frente de izquierda",0.016,0.047,0.065,0.05
"P12","Cervetto por los liberales",0.05,0.103,0.109,0.073
"P13","Pipo Gorosito por el Frente de todos",0.372,0.264,0.1,0.07
"P13","Gisela Zamora por Frente vecinal unidos",0.408,0.126,0.084,0.152
"P13","Segundo cernadas por Juntos por el cambio",0.148,0.422,0.622,0.561
"P13","Rodriguez Laborde por el Frente de Randazzo",0.018,0.035,0.026,0.164
"P13","A los candidatos del frente de izquierda",0.023,0.044,0.055,0
"P13","Cervetto por los liberales",0.031,0.109,0.113,0.053
"P14","Micaela Ferraro por el Frente de todos",0.352,0.272,0.078,0.07
"P14","Gisela Zamora por Frente vecinal unidos",0.416,0.151,0.099,0.068
"P14","Segundo cernadas por juntos por el cambio",0.133,0.395,0.63,0.659
"P14","Rodriguez Laborde por el Frente de Randazzo",0.028,0.063,0.03,0.164
"P14","A los candidatos del frente de izquierda",0.035,0.056,0.058,0
"P14","Cervetto por los liberales",0.036,0.063,0.105,0.039
"P15","Luis Samin Duco por el Frente de todos",0.365,0.205,0.067,0.188
"P15","Gisela Zamora por Frente vecinal unidos",0.388,0.184,0.074,0.048
"P15","Segundo cernadas por juntos por el cambio",0.155,0.454,0.622,0.561
"P15","Rodriguez Laborde por el Frente de Randazzo",0.024,0.057,0.041,0.164
"P15","A los candidatos del frente de izquierda",0.04,0.042,0.055,0
"P15","Cervetto por los liberales",0.028,0.058,0.141,0.039
"P16","Positiva",0.801,0.203,0.123,0.261
"P16","Neutra",0.122,0.66,0.206,0.396
"P16","Negativa",0.054,0.133,0.646,0.326
"P16","No sabe",0.023,0.004,0.025,0.017
"P18","Positiva",0.584,0.427,0.11,0.154
"P18","Neutra",0.16,0.051,0.08,0
"P18","Negativa",0.256,0.521,0.805,0.762
"P18","No sabe",0,0.001,0.005,0.084
"P19","Positiva",0.206,0.295,0.291,0.348
