"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.791,0.4,0.118,0.386
"P11","A Santilli y Manes por Juntos",0.106,0.358,0.581,0.23
"P11","A Del Caño por el Frente de Izquierda",0,0.066,0.061,0.005
"P11","A Espert por Avanza libertad",0.033,0.075,0.082,0.092
"P11","A Randazo por “Vamos con vos""",0.02,0.021,0.016,0.005
"P11","A Hotton por “+Valores”",0.035,0,0.037,0.006
"P11","Votaría en blanco o anularía",0.015,0.08,0.105,0.276
