"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Muy buena",0.497,0.208,0.122,0.045,0.015,0
"P07","Buena",0.11,0.39,0.152,0.052,0.024,0.163
"P07","Ni buena ni mala",0.191,0.138,0.231,0.179,0.077,0.471
"P07","Mala",0.068,0.249,0.213,0.368,0.118,0.114
"P07","Muy mala",0.063,0.015,0.244,0.274,0.761,0.159
"P07","No sabe",0.071,0,0.038,0.082,0.005,0.093
"P08","Muy buena",0.149,0.046,0.038,0.06,0.102,0
"P08","Buena",0.113,0.169,0.083,0.121,0.096,0.016
"P08","Ni buena ni mala",0.282,0.326,0.47,0.375,0.319,0.249
"P08","Mala",0.145,0.207,0.076,0.136,0.084,0.286
"P08","Muy mala",0.045,0.043,0.116,0.103,0.338,0.083
"P08","No sabe",0.266,0.209,0.217,0.205,0.061,0.366
"P09","Muy buena",0.379,0.291,0.046,0.046,0.004,0
"P09","Buena",0.133,0.21,0.114,0.084,0.033,0.103
"P09","Ni buena ni mala",0.268,0.261,0.385,0.237,0.084,0.439
"P09","Mala",0.098,0.039,0.176,0.304,0.087,0.084
"P09","Muy mala",0.04,0.178,0.186,0.216,0.775,0.144
"P09","No sabe",0.082,0.021,0.093,0.113,0.017,0.23
"P10","Muy buena",0.129,0.114,0.017,0.016,0.074,0
"P10","Buena",0.127,0.072,0.076,0.099,0.053,0.018
"P10","Ni buena ni mala",0.351,0.327,0.393,0.382,0.282,0.252
"P10","Mala",0.14,0.114,0.151,0.118,0.096,0.009
"P10","Muy mala",0.074,0.191,0.114,0.124,0.309,0.339
"P10","No sabe",0.179,0.182,0.249,0.261,0.186,0.382
"P11","Muy buena",0.204,0.12,0.07,0.035,0.134,0.234
"P11","Buena",0.127,0.274,0.136,0.05,0.089,0.042
"P11","Ni buena ni mala",0.299,0.127,0.321,0.232,0.137,0.059
"P11","Mala",0.089,0.187,0.216,0.28,0.107,0.232
"P11","Muy mala",0.118,0.284,0.23,0.222,0.528,0.291
"P11","No sabe",0.163,0.008,0.027,0.181,0.005,0.142
"P12","Muy buena",0.118,0.096,0.053,0.06,0.077,0.083
"P12","Buena",0.098,0.068,0.109,0.088,0.083,0.038
"P12","Ni buena ni mala",0.335,0.384,0.365,0.282,0.252,0.068
"P12","Mala",0.128,0.068,0.063,0.155,0.083,0.019
"P12","Muy mala",0.029,0.205,0.133,0.161,0.282,0.126
"P12","No sabe",0.292,0.179,0.277,0.254,0.223,0.666
"P13","Muy buena",0.085,0.015,0.021,0.059,0.02,0.043
"P13","Buena",0.119,0.064,0.021,0.022,0.044,0
"P13","Ni buena ni mala",0.358,0.32,0.471,0.29,0.284,0.031
"P13","Mala",0.079,0.118,0.058,0.206,0.117,0.066
"P13","Muy mala",0.099,0.133,0.081,0.035,0.254,0
"P13","No sabe",0.26,0.35,0.348,0.388,0.281,0.86
"P14","Muy buena",0.076,0.003,0.014,0.069,0.066,0
"P14","Buena",0.088,0.071,0.002,0.059,0.019,0.009
"P14","Ni buena ni mala",0.38,0.371,0.458,0.24,0.236,0.071
"P14","Mala",0.099,0.087,0.064,0.19,0.108,0
"P14","Muy mala",0.081,0.087,0.058,0.089,0.234,0.082
"P14","No sabe",0.276,0.381,0.404,0.353,0.337,0.838
"P15","La seguridad",0.146,0.012,0.042,0.088,0.085,0
"P15","El tránsito",0.122,0.042,0.04,0.034,0.099,0.009
"P15","El arreglo de las calles",0.288,0.23,0.237,0.141,0.053,0.179
"P15","El estado de las escuelas y la educación",0.051,0.146,0.061,0.043,0.016,0.022
"P15","El sistema de salud",0.031,0.072,0.015,0.031,0.09,0
