"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Del Frente de Todos y el peronismo",0.35,0.339,0.307,0.259
"P06","De Juntos por el cambio",0.316,0.333,0.252,0.22
"P06","De los Liberales libertarios",0.206,0.192,0.232,0.254
"P06","De la Izquierda",0.037,0.029,0.037,0.048
"P06","No sabe",0.091,0.107,0.172,0.219
"P07","A Sergio Massa",0.33,0.208,0.27,0.276
"P07","A Daniel Scioli",0.129,0.119,0.084,0.091
"P07","A algún candidato del peronismo",0.1,0.098,0.145,0.138
"P07","A algún candidato del kirchnerismo",0.441,0.575,0.501,0.495
"P08","A Sergio Massa",0.256,0.135,0.193,0.143
"P08","A Daniel Scioli",0.057,0.073,0.033,0.14
"P08","A algún candidato del peronismo",0.056,0.064,0.139,0.039
"P08","A Cristina Fernández de Kirchner",0.631,0.728,0.635,0.678
"P09","A Horacio Rodriguez Larreta",0.197,0.199,0.248,0.051
"P09","A Patricia Bullrich",0.655,0.664,0.634,0.777
"P09","A Facundo Manes",0.065,0.086,0.096,0.041
"P09","A Gerardo Morales",0.083,0.051,0.022,0.131
"P10","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.282,0.285,0.242,0.214
"P10","Patricia Bullrich a presidenta y Diego Santilli a Gobernador por Juntos por el Cambio",0.229,0.224,0.161,0.162
"P10","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.078,0.109,0.1,0.073
"P10","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.247,0.213,0.284,0.305
"P10","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.026,0.036,0.041,0.044
"P10","En blanco",0.035,0.03,0.048,0.064
"P10","No sabe",0.103,0.103,0.124,0.138
"P11","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.228,0.194,0.278,0.296
"P11","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.29,0.286,0.245,0.213
"P11","Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.196,0.194,0.14,0.162
"P11","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.11,0.131,0.113,0.089
"P11","Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.028,0.034,0.038,0.027
"P11","Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.022,0.025,0.022,0.038
"P11","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.038,0.051,0.063,0.044
"P11","En blanco",0.014,0.017,0.026,0.034
"P11","No sabe",0.074,0.068,0.075,0.097
