"var","categoria","Si","No"
"P04","Siempre",0.306,0.174
"P04","Casi siempre",0.464,0.4
"P04","Casi nunca",0.192,0.337
"P04","Nunca, pero esta es una excepción",0.038,0.089
"P06","Del Frente de Todos y el peronismo",0.366,0.266
"P06","De Juntos por el cambio",0.301,0.32
"P06","De los Liberales libertarios",0.243,0.294
"P06","De la Izquierda",0.025,0.037
"P06","No sabe",0.065,0.083
"P07","A Sergio Massa",0.279,0.181
"P07","A Daniel Scioli",0.083,0.122
"P07","A algún candidato del peronismo",0.078,0.052
"P07","A algún candidato del kirchnerismo",0.56,0.645
"P08","A Sergio Massa",0.199,0.098
"P08","A Daniel Scioli",0.063,0.055
"P08","A algún candidato del peronismo",0.082,0.044
"P08","A Cristina Fernández de Kirchner",0.656,0.803
"P09","A Horacio Rodriguez Larreta",0.156,0.17
"P09","A Patricia Bullrich",0.708,0.709
"P09","A Facundo Manes",0.085,0.067
"P09","A Gerardo Morales",0.051,0.054
"P10","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.326,0.234
"P10","Patricia Bullrich a presidenta y Diego Santilli a Gobernador por Juntos por el Cambio",0.232,0.268
"P10","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.095,0.098
"P10","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.236,0.278
"P10","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.03,0.026
"P10","En blanco",0.016,0.023
"P10","No sabe",0.065,0.073
"P11","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.218,0.267
"P11","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.315,0.235
"P11","Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.219,0.217
"P11","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.107,0.122
"P11","Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.024,0.038
"P11","Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.018,0.031
"P11","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.04,0.033
"P11","En blanco",0.009,0.016
"P11","No sabe",0.05,0.041
"P12","Agustín Rossi  a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.286,0.22
"P12","Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.206,0.227
"P12","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.117,0.133
"P12","Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.03,0.036
"P12","Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.017,0.026
"P12","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.231,0.255
"P12","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.032,0.026
"P12","En blanco",0.023,0.023
"P12","No sabe",0.058,0.054
"P16","Daniel Scioli a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.252,0.231
"P16","Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.226,0.229
"P16","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.124,0.141
"P16","Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.093,0.083
"P16","Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.026,0.039
"P16","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.161,0.18
"P16","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.032,0.029
"P16","En blanco",0.025,0.021
"P16","No sabe",0.061,0.047
"P17","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.341,0.243
"P17","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.23,0.251
"P17","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.095,0.102
"P17","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.231,0.286
"P17","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.034,0.025
"P17","En blanco",0.019,0.025
"P17","No sabe",0.05,0.068
"P18","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.227,0.255
"P18","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.322,0.231
"P18","Patricia Bullrich a presidenta y José Luis Espert a gobernador por Juntos por el Cambio",0.227,0.279
"P18","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.114,0.105
"P18","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.026,0.022
"P18","En blanco",0.025,0.036
"P18","No sabe",0.059,0.072
"P19","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.299,0.223
"P19","Patricia Bullrich a presidenta y José Luis Espert a gobernador por Juntos por el Cambio",0.251,0.263
"P19","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.112,0.12
