"var","categoria","Si","No"
"P19","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.216,0.27
"P19","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.03,0.026
"P19","En blanco",0.023,0.034
"P19","No sabe",0.069,0.064
"P20","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.342,0.238
"P20","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.292,0.313
"P20","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.236,0.315
"P20","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.031,0.033
"P20","En blanco",0.021,0.029
"P20","No sabe",0.078,0.072
"P23","Daniel Scioli a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.304,0.228
"P23","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.287,0.336
"P23","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.269,0.294
"P23","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.032,0.033
"P23","En blanco",0.027,0.039
"P23","No sabe",0.081,0.07
"P24","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.334,0.248
"P24","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.221,0.244
"P24","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.289,0.323
"P24","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.031,0.031
"P24","En blanco",0.034,0.051
"P24","No sabe",0.091,0.103
"P27","Daniel Scioli a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.292,0.267
"P27","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.263,0.251
"P27","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.281,0.306
"P27","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.036,0.024
"P27","En blanco",0.047,0.06
"P27","No sabe",0.081,0.092
"P28","Agustín Rossi a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.315,0.222
"P28","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.3,0.341
"P28","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.235,0.281
"P28","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.035,0.029
"P28","En blanco",0.04,0.045
"P28","No sabe",0.075,0.082
"P29","Agustín Rossi a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.29,0.245
"P29","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.262,0.252
"P29","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.289,0.33
"P29","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.03,0.031
"P29","En blanco",0.041,0.05
"P29","No sabe",0.088,0.092
"P30","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.333,0.247
"P30","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.293,0.307
"P30","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.248,0.302
"P30","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.036,0.037
"P30","En blanco",0.037,0.038
"P30","No sabe",0.053,0.069
"P33","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.345,0.252
"P33","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.238,0.261
"P33","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.28,0.332
"P33","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.03,0.028
"P33","En blanco",0.036,0.057
"P33","No sabe",0.071,0.07
"P34","Sergio Massa por el Frente de Todos",0.344,0.268
"P34","Patricia Bullrich por Juntos por el Cambio",0.462,0.486
"P34","En blanco",0.102,0.139
"P34","No sabe",0.092,0.107
"P35","Sergio Massa por el Frente de Todos",0.35,0.268
"P35","Javier Milei por la Libertad Avanza",0.431,0.455
"P35","En blanco",0.11,0.138
"P35","No sabe",0.109,0.139
"P36","Horacio Rodriguez Larreta por Juntos por el Cambio",0.291,0.288
"P36","Javier Milei por la Libertad Avanza",0.334,0.368
"P36","En blanco",0.248,0.213
"P36","No sabe",0.127,0.131
"P37","Javier Milei por la Libertad Avanza",0.258,0.266
"P37","Patricia Bullrich por Juntos por el Cambio",0.34,0.403
"P37","En blanco",0.293,0.23
"P37","No sabe",0.109,0.101
"P38","Sergio Massa por el Frente de Todos",0.353,0.273
"P38","Horacio Rodriguez Larreta por Juntos por el Cambio",0.332,0.375
"P38","En blanco",0.219,0.215
"P38","No sabe",0.096,0.137
"P39","Agustín Rossi por el Frente de Todos",0.328,0.261
"P39","Patricia Bullrich por Juntos por el Cambio",0.434,0.481
"P39","En blanco",0.143,0.154
"P39","No sabe",0.095,0.104
"P40","Daniel Scioli por el Frente de Todos",0.349,0.269
"P40","Patricia Bullrich por Juntos por el Cambio",0.478,0.516
"P40","En blanco",0.108,0.139
"P40","No sabe",0.065,0.076
"P41","Lo votaría",0.276,0.24
"P41","Puede que lo vote",0.187,0.15
"P41","Nunca lo votaría",0.482,0.539
"P41","No sabe",0.055,0.071
"P42","Lo votaría",0.324,0.333
"P42","Puede que lo vote",0.167,0.203
"P42","Nunca lo votaría",0.477,0.426
"P42","No sabe",0.032,0.038
"P43","Lo votaría",0.294,0.301
"P43","Puede que lo vote",0.178,0.194
"P43","Nunca lo votaría",0.494,0.47
"P43","No sabe",0.034,0.035
"P44","Lo votaría",0.187,0.219
"P44","Puede que lo vote",0.212,0.197
"P44","Nunca lo votaría",0.562,0.531
"P44","No sabe",0.039,0.053
"P45","Lo votaría",0.209,0.178
"P45","Puede que lo vote",0.158,0.149
"P45","Nunca lo votaría",0.598,0.623
"P45","No sabe",0.035,0.05
"P46","Lo votaría",0.213,0.147
"P46","Puede que lo vote",0.141,0.13
"P46","Nunca lo votaría",0.599,0.673
"P46","No sabe",0.047,0.05
"P47","Lo votaría",0.12,0.081
"P47","Puede que lo vote",0.243,0.24
"P47","Nunca lo votaría",0.553,0.592
"P47","No sabe",0.084,0.087
"P48","Lo votaría",0.335,0.195
"P48","Puede que lo vote",0.067,0.121
"P48","Nunca lo votaría",0.571,0.649
"P48","No sabe",0.027,0.035
