"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Javier Milei por la Libertad Avanza",0.258,0.313,0.204,0.438,0.289,0.201,0.115,0.269,0.283,0.208,0.245,0.285,0.202,0.238,0.29
"Patricia Bullrich por Juntos por el Cambio",0.372,0.36,0.383,0.344,0.322,0.395,0.471,0.387,0.34,0.401,0.354,0.408,0.194,0.637,0.352
"En blanco",0.262,0.242,0.281,0.189,0.275,0.29,0.257,0.228,0.255,0.313,0.291,0.201,0.465,0.064,0.206
"No sabe",0.108,0.085,0.132,0.029,0.114,0.114,0.157,0.116,0.122,0.078,0.11,0.106,0.139,0.061,0.152
