"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.342,0.338,0.345,0.344,0.352,0.34,0.311,0.333,0.354,0.331,0.61,0.107,0
"A Santilli y Manes por Juntos",0.405,0.409,0.401,0.321,0.38,0.476,0.55,0.361,0.417,0.458,0.175,0.778,0.711
"A Del Caño por el Frente de Izquierda",0.034,0.02,0.047,0.01,0.022,0.075,0.053,0.045,0.025,0.034,0.047,0.012,0.022
"A Espert por Avanza libertad",0.077,0.082,0.073,0.178,0.042,0.028,0.037,0.032,0.101,0.104,0.009,0.075,0
"A Randazo por “Vamos con vos""",0.011,0.016,0.006,0,0.029,0,0,0.014,0.01,0.008,0.023,0,0
"A Hotton por “+Valores”",0.027,0.024,0.03,0.027,0.046,0.009,0,0.036,0.026,0.013,0.024,0.004,0
"Votaría en blanco o anularía",0.104,0.111,0.098,0.12,0.129,0.072,0.049,0.179,0.067,0.052,0.112,0.024,0.267
