"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.328,0.334,0.322,0.329,0.342,0.329,0.285,0.317,0.338,0.324,0.589,0.102,0
"A Santilli y Manes por Juntos",0.398,0.405,0.392,0.34,0.36,0.461,0.536,0.342,0.424,0.448,0.167,0.786,0.69
"A Del Caño por el Frente de Izquierda",0.038,0.02,0.055,0.01,0.037,0.072,0.049,0.058,0.024,0.033,0.058,0.012,0.022
"A Espert por Avanza libertad",0.073,0.078,0.068,0.17,0.039,0.027,0.034,0.03,0.097,0.102,0.009,0.072,0
"A Randazo por “Vamos con vos""",0.015,0.016,0.015,0,0.034,0.011,0,0.013,0.02,0.008,0.031,0,0
"A Hotton por “+Valores”",0.026,0.023,0.028,0.026,0.043,0.009,0,0.033,0.025,0.012,0.023,0.004,0
"Votaría en blanco o anularía",0.122,0.124,0.12,0.125,0.145,0.091,0.096,0.207,0.072,0.073,0.123,0.024,0.288
