"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.359,0.377,0.342,0.377,0.363,0.354,0.322,0.377,0.363,0.322,0.668,0.104,0
"A Santilli y Manes por Juntos",0.431,0.432,0.431,0.367,0.402,0.492,0.534,0.396,0.442,0.465,0.169,0.784,0.756
"A Del Caño por el Frente de Izquierda",0.039,0.023,0.053,0.013,0.026,0.081,0.055,0.054,0.028,0.035,0.056,0.012,0.024
"A Espert por Avanza libertad",0.088,0.093,0.083,0.222,0.047,0.031,0.038,0.039,0.116,0.108,0.011,0.078,0
"A Randazo por “Vamos con vos""",0.007,0.007,0.007,0,0.018,0,0,0,0.012,0.008,0.014,0,0
"A Hotton por “+Valores”",0.022,0.009,0.034,0,0.052,0.01,0,0.043,0.01,0.013,0.029,0.004,0
"Votaría en blanco o anularía",0.054,0.059,0.05,0.021,0.092,0.032,0.051,0.091,0.029,0.049,0.053,0.018,0.22
