"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.474,0.495,0.45,0.263
"P04","Realizo changas o trabajos de vez en cuando",0.197,0.217,0.185,0.414
"P04","No tengo trabajo",0.104,0.138,0.192,0.213
"P04","Soy jubilado o pensionado",0.225,0.15,0.173,0.11
"P05","Derecha",0.137,0.089,0.29,0.38
"P05","Centro derecha",0.085,0.067,0.215,0.008
"P05","Centro izquierda",0.321,0.325,0.13,0.061
"P05","Izquierda",0.147,0.166,0.059,0.066
"P05","No sabe",0.31,0.353,0.306,0.485
"P06","Alta",0.538,0.533,0.257,0.307
"P06","Media",0.293,0.322,0.283,0.356
"P06","Baja",0.169,0.145,0.46,0.337
"P07","Estoy de acuerdo",0.566,0.546,0.314,0.154
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.247,0.297,0.471,0.477
"P07","No estoy de acuerdo",0.117,0.114,0.162,0.104
"P07","No sabe",0.07,0.043,0.053,0.265
"P08","Del Frente de Todos y el peronismo",0.72,0.593,0.13,0.24
"P08","De Cambiemos",0.11,0.099,0.479,0.207
"P08","De los Liberales libertarios",0.024,0.056,0.223,0.023
"P08","De la Izquierda",0.058,0.061,0.033,0.014
"P08","No sabe",0.088,0.191,0.135,0.516
"P10","A Alberto Fernández",0.162,0.15,0.114,0.779
"P10","A Sergio Massa",0.246,0.039,0.101,0
"P10","A algún candidato del peronismo",0.161,0.123,0.396,0.165
"P10","A algún candidato del kirchnerismo",0.431,0.688,0.389,0.056
"P11","A Alberto Fernández",0.081,0.059,0.049,0.499
"P11","A Sergio Massa",0.14,0.024,0.052,0
"P11","A algún candidato del peronismo",0.099,0.11,0.416,0.445
"P11","A Cristina Fernández de Kirchner",0.68,0.807,0.483,0.056
"P12","A Horacio Rodriguez Larreta",0.415,0.27,0.212,0.046
"P12","A Mauricio Macri",0.264,0.353,0.34,0.125
"P12","A Patricia Bullrich",0.092,0.17,0.292,0.355
"P12","A Facundo Manes",0.142,0.089,0.071,0.428
"P12","A Gerardo Morales",0.087,0.118,0.085,0.046
"P13","Seguro lo votaria",0.115,0.313,0.183,0.171
"P13","Quizás lo votaría",0.275,0.311,0.264,0.428
"P13","Nunca lo votaría",0.61,0.376,0.553,0.401
"P14","Lo votaría",0.066,0.03,0.312,0.048
"P14","Puede que lo vote",0.05,0.075,0.266,0.237
"P14","Nunca lo votaría",0.871,0.845,0.364,0.431
"P14","No sabe",0.013,0.05,0.058,0.284
"P15","Lo votaría",0.308,0.045,0.037,0.08
"P15","Puede que lo vote",0.476,0.413,0.044,0.231
"P15","Nunca lo votaría",0.15,0.349,0.887,0.34
"P15","No sabe",0.066,0.193,0.032,0.349
"P16","Lo votaría",0.263,0.177,0.04,0.12
"P16","Puede que lo vote",0.38,0.354,0.067,0.134
"P16","Nunca lo votaría",0.248,0.334,0.866,0.355
"P16","No sabe",0.109,0.135,0.027,0.391
"P17","La votaría",0.624,0.568,0.089,0.089
"P17","Puede que la vote",0.123,0.119,0.032,0.167
"P17","Nunca la votaría",0.225,0.264,0.86,0.386
"P17","No sabe",0.028,0.049,0.019,0.358
"P18","Lo votaría",0.102,0.065,0.256,0.061
"P18","Puede que lo vote",0.104,0.153,0.318,0.205
"P18","Nunca lo votaría",0.75,0.655,0.372,0.307
"P18","No sabe",0.044,0.127,0.054,0.427
"P19","Lo votaría",0.085,0.068,0.137,0
