"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.112,0.051,0.17,0.174,0.123,0.068,0.065,0.148,0.121,0.051,0.117,0.102,0.097,0.166,0.764
"A Sergio Massa",0.092,0.103,0.081,0.145,0.063,0.083,0.104,0.104,0.081,0.096,0.08,0.117,0.103,0.244,0.093
"A algún candidato del peronismo",0.172,0.202,0.144,0.186,0.227,0.091,0.134,0.247,0.127,0.152,0.168,0.182,0.133,0.483,0.143
"A Cristina Fernández de Kirchner",0.624,0.644,0.605,0.495,0.587,0.758,0.697,0.501,0.671,0.701,0.635,0.599,0.667,0.107,0
