"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.362,0.339,0.383,0.304,0.369,0.378,0.392,0.376,0.36,0.348,0.362,0.361,0.731,0.058,0.119
"Mauricio Macri presidente – María Eugenia Vidal vice",0.392,0.404,0.382,0.399,0.371,0.429,0.384,0.366,0.396,0.418,0.395,0.388,0.11,0.723,0.351
"No sabe",0.246,0.257,0.235,0.297,0.26,0.193,0.224,0.258,0.244,0.234,0.243,0.251,0.159,0.219,0.53
