"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.328,0.346,0.312,0.363,0.314,0.329,0.3,0.374,0.294,0.321,0.581,0.068,0.105
"Diego Santilli",0.238,0.231,0.244,0.126,0.216,0.305,0.395,0.214,0.247,0.257,0.065,0.573,0.195
"Facundo Manes",0.1,0.092,0.107,0.067,0.116,0.11,0.101,0.099,0.075,0.146,0.044,0.182,0.192
"Florencio Randazzo",0.049,0.047,0.05,0.035,0.067,0.052,0.023,0.052,0.054,0.035,0.052,0.026,0.217
"A la izquierda",0.027,0.024,0.028,0.044,0.023,0.022,0.012,0.015,0.03,0.037,0.021,0.003,0.041
"Jose Luis Espert",0.073,0.103,0.046,0.127,0.074,0.046,0.016,0.051,0.082,0.093,0.04,0.076,0.078
"Otros candidatos",0.087,0.068,0.106,0.128,0.089,0.052,0.062,0.076,0.117,0.05,0.098,0.032,0.112
"Votaría en blanco o anularía",0.098,0.089,0.107,0.11,0.101,0.084,0.091,0.119,0.101,0.061,0.099,0.04,0.06
