"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.331,0.348,0.315,0.379,0.321,0.315,0.293,0.381,0.298,0.315,0.578,0.067,0.108
"Diego Santilli",0.261,0.261,0.26,0.148,0.229,0.339,0.426,0.227,0.277,0.281,0.063,0.57,0.185
"Facundo Manes",0.107,0.098,0.116,0.071,0.128,0.116,0.105,0.106,0.082,0.154,0.044,0.182,0.198
"Florencio Randazzo",0.051,0.049,0.054,0.04,0.068,0.054,0.028,0.054,0.055,0.041,0.053,0.027,0.206
"A la izquierda",0.019,0.02,0.018,0.031,0.018,0.014,0.013,0.011,0.021,0.031,0.021,0.003,0.042
"Jose Luis Espert",0.066,0.091,0.042,0.116,0.065,0.04,0.013,0.043,0.071,0.089,0.042,0.079,0.082
"Otros candidatos",0.081,0.061,0.1,0.121,0.082,0.054,0.047,0.068,0.115,0.039,0.1,0.032,0.117
"Votaría en blanco o anularía",0.084,0.072,0.095,0.094,0.089,0.068,0.075,0.11,0.081,0.05,0.099,0.04,0.062
