"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.504,0.405,0.347,0.174
"P05","Bastante",0.237,0.308,0.307,0.206
"P05","Poco",0.198,0.145,0.206,0.256
"P05","Nada",0.041,0.091,0.115,0.263
"P05","No sabe",0.02,0.051,0.025,0.101
"P06","Siempre",0.291,0.196,0.187,0.136
"P06","Casi siempre",0.25,0.35,0.299,0.221
"P06","Casi nunca",0.318,0.244,0.309,0.345
"P06","Nunca, pero esta es una excepción",0.141,0.21,0.205,0.298
"P08","Unión por la Patria",0.605,0.551,0.142,0.275
"P08","Juntos por el Cambio",0.145,0.101,0.361,0.068
"P08","De los Liberales libertarios",0.078,0.074,0.287,0.071
"P08","De la Izquierda",0.029,0.02,0.014,0
"P08","Hacemos por nuestro país",0,0,0.045,0.038
"P08","Otro",0.083,0.095,0.045,0.006
"P08","En blanco",0.03,0.022,0.06,0.018
"P08","No sabe",0.03,0.137,0.046,0.524
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.502,0.462,0.127,0.34
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.057,0.159,0.069,0.082
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.236,0.143,0.022,0.011
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.067,0.003,0.027,0
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Gisele Agosttineli a intendente por Juntos por el Cambio",0.089,0.059,0.237,0.082
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Anibal Assef a intendente por Juntos por el Cambio",0,0.037,0.141,0.015
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora  y Andrea Vera a intendente por la Libertad Avanza",0.045,0.043,0.275,0.161
"P11","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.004,0.003,0.014,0.018
"P11","Otros",0,0.02,0.039,0.011
"P11","No sabe",0,0.071,0.049,0.28
"P14","Sí",0.557,0.563,0.518,0.404
"P14","No",0.443,0.437,0.482,0.596
"P15","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.474,0.319,0.172,0.205
"P15","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.341,0.215,0.052,0.013
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.041,0.026,0.281,0.062
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.066,0,0.148,0.072
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.07,0.085,0.246,0.213
"P15","Alguno de los candidatos a presidente y gobernador de la Izquierda",0,0.044,0.008,0.015
"P15","Otros",0.003,0.032,0.027,0.036
"P15","No sabe",0.005,0.279,0.066,0.384
"P18","Mariel Fernández a intendente por Unión por la Patria",0.785,0.595,0.203,0.388
"P18","Damián Contreras a intendente por Unión por la Patria",0.024,0.194,0.138,0.021
"P18","Giselle Agosttineli a intendente por Juntos por el Cambio",0.098,0,0.123,0.009
"P18","Aníbal Assef a intendente por Juntos por el Cambio",0.043,0.096,0.191,0.006
"P18","Andrea Vera a intendente por la Libertad Avanza",0.034,0.028,0.153,0.164
"P18","Alguno de los candidatos a intendente de la Izquierda",0,0.034,0.025,0
"P18","Otros",0.005,0.005,0.056,0.046
"P18","No sabe",0.011,0.048,0.111,0.366
"P21","Totalmente seguro.",0.636,0.418,0.683,0.276
"P21","Bastante seguro",0.237,0.245,0.167,0.125
"P21","Algo seguro",0.074,0.194,0.068,0.228
"P21","Para nada seguro",0.053,0.143,0.082,0.371
