"var","categoria","Si","No"
"P05","Mucho",0.445,0.314
"P05","Bastante",0.297,0.274
"P05","Poco",0.18,0.224
"P05","Nada",0.061,0.148
"P05","No sabe",0.017,0.04
"P06","Siempre",0.277,0.134
"P06","Casi siempre",0.385,0.255
"P06","Casi nunca",0.207,0.362
"P06","Nunca, pero esta es una excepción",0.131,0.249
"P08","Unión por la Patria",0.32,0.267
"P08","Juntos por el Cambio",0.234,0.297
"P08","De los Liberales libertarios",0.206,0.204
"P08","De la Izquierda",0.018,0.013
"P08","Hacemos por nuestro país",0.062,0.016
"P08","Otro",0.062,0.018
"P08","En blanco",0.03,0.058
"P08","No sabe",0.068,0.127
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.246,0.258
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.11,0.064
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.069,0.064
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.021,0.031
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Gisele Agosttineli a intendente por Juntos por el Cambio",0.174,0.182
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Anibal Assef a intendente por Juntos por el Cambio",0.081,0.095
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora  y Andrea Vera a intendente por la Libertad Avanza",0.218,0.188
"P11","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.018,0.008
"P11","Otros",0.032,0.028
"P11","No sabe",0.031,0.082
"P14","Sí",0.563,0.508
"P14","No",0.437,0.492
"P15","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.258,0.25
"P15","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.126,0.121
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.168,0.209
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.08,0.131
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.271,0.124
"P15","Alguno de los candidatos a presidente y gobernador de la Izquierda",0,0.015
"P15","Otros",0.024,0.021
"P15","No sabe",0.073,0.129
"P18","Mariel Fernández a intendente por Unión por la Patria",0.389,0.355
"P18","Damián Contreras a intendente por Unión por la Patria",0.112,0.118
"P18","Giselle Agosttineli a intendente por Juntos por el Cambio",0.05,0.134
"P18","Aníbal Assef a intendente por Juntos por el Cambio",0.118,0.15
"P18","Andrea Vera a intendente por la Libertad Avanza",0.202,0.06
"P18","Alguno de los candidatos a intendente de la Izquierda",0.007,0.032
"P18","Otros",0.016,0.06
"P18","No sabe",0.106,0.091
"P21","Totalmente seguro.",0.649,0.574
"P21","Bastante seguro",0.152,0.212
"P21","Algo seguro",0.113,0.084
"P21","Para nada seguro",0.086,0.13
"P22","Tiene Decidido que va a ir a votar.",0.887,0.868
"P22","Tiene dudas sobre si va a ir a  votar",0.084,0.079
"P22","Tiene Decidido que no va a ir a votar",0.029,0.053
"P23","Lo votaría",0.369,0.322
"P23","Puede que lo vote",0.073,0.102
"P23","Nunca lo votaría",0.497,0.488
"P23","No sabe",0.061,0.088
"P24","Lo votaría",0.154,0.123
"P24","Puede que lo vote",0.11,0.123
"P24","Nunca lo votaría",0.663,0.648
"P24","No sabe",0.073,0.106
"P25","Lo votaría",0.19,0.137
"P25","Puede que lo vote",0.096,0.099
"P25","Nunca lo votaría",0.616,0.631
"P25","No sabe",0.098,0.133
