"var","categoria","Si","No"
"P26","Lo votaría",0.102,0.079
"P26","Puede que lo vote",0.095,0.076
"P26","Nunca lo votaría",0.733,0.71
"P26","No sabe",0.07,0.135
"P26","Lo votaría",0.102,0.079
"P26","Puede que lo vote",0.095,0.076
"P26","Nunca lo votaría",0.733,0.71
"P26","No sabe",0.07,0.135
"P27","Lo votaría",0.165,0.176
"P27","Puede que lo vote",0.122,0.144
"P27","Nunca lo votaría",0.613,0.56
"P27","No sabe",0.1,0.12
"P28","Lo votaría",0.101,0.131
"P28","Puede que lo vote",0.182,0.168
"P28","Nunca lo votaría",0.638,0.588
"P28","No sabe",0.079,0.113
"P29","Lo votaría",0.24,0.171
"P29","Puede que lo vote",0.102,0.114
"P29","Nunca lo votaría",0.594,0.618
"P29","No sabe",0.064,0.097
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.3,0.288
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.107,0.101
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.165,0.183
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.082,0.113
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.267,0.178
"PRESIDENTE","Alguno de los candidatos a presidente y gobernador de la Izquierda",0,0.009
"PRESIDENTE","Otros",0.034,0.015
"PRESIDENTE","No sabe",0.045,0.113
"INTENDENTE","Mariel Fernández a intendente por Unión por la Patria",0.358,0.335
"INTENDENTE","Damián Contreras a intendente por Unión por la Patria",0.113,0.106
"INTENDENTE","Giselle Agosttineli a intendente por Juntos por el Cambio",0.101,0.142
"INTENDENTE","Aníbal Assef a intendente por Juntos por el Cambio",0.104,0.125
"INTENDENTE","Andrea Vera a intendente por la Libertad Avanza",0.226,0.144
"INTENDENTE","Alguno de los candidatos a intendente de la Izquierda",0.004,0.017
"INTENDENTE","Otros",0.028,0.033
"INTENDENTE","No sabe",0.066,0.098
