"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.798,0.377,0.057,0.371
"P07","De Cambiemos",0.064,0.188,0.503,0.237
"P07","De los Liberales libertarios",0.014,0.063,0.267,0.126
"P07","De la Izquierda",0.033,0.039,0.026,0.011
"P07","Otros",0.042,0.129,0.065,0.093
"P07","No sabe",0.049,0.204,0.082,0.162
"P08","A Alberto Fernández",0.128,0.279,0.197,0
"P08","A Sergio Massa",0.18,0.185,0.155,0.368
"P08","A algún candidato del peronismo",0.182,0.351,0.602,0.632
"P08","A algún candidato del kirchnerismo",0.51,0.185,0.046,0
"P09","A Alberto Fernández",0.099,0.201,0.154,0
"P09","A Sergio Massa",0.109,0.185,0.155,0.368
"P09","A algún candidato del peronismo",0.122,0.342,0.609,0.632
"P09","A Cristina Fernández de Kirchner",0.67,0.272,0.082,0
"P10","A Horacio Rodriguez Larreta",0.353,0.35,0.214,0.435
"P10","A Mauricio Macri",0.238,0.158,0.338,0.126
"P10","A Patricia Bullrich",0.109,0.146,0.384,0.31
"P10","A Facundo Manes",0.154,0.148,0.043,0.129
"P10","A Gerardo Morales",0.146,0.198,0.021,0
"P11","A Juntos por el Cambio",0.075,0.135,0.429,0.367
"P11","Al Frente de Todos",0.429,0.17,0.054,0.139
"P11","A Hacemos por Córdoba",0.313,0.299,0.224,0.256
"P11","A los liberales libertarios de Milei",0.04,0.111,0.158,0.062
"P11","A Encuentro Vecinal Córdoba",0.014,0.043,0.034,0
"P11","Al Frente de Izquierda",0.067,0.079,0.026,0.02
"P11","No sabe",0.062,0.163,0.075,0.156
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.356,0.628,0.686,0.282
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.378,0.143,0.264,0.338
"P12","No sabe",0.266,0.229,0.05,0.38
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.06,0.165,0.493,0.205
"P13","A Martín Llaryora por Hacemos por Córdoba",0.444,0.452,0.228,0.437
"P13","Al candidato del Frente de Todos",0.393,0.084,0.017,0
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.002,0.053,0.131,0.073
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.005,0.021,0.034,0
"P13","Al candidato del Frente de Izquierda",0.039,0.068,0.016,0.011
"P13","Votaría en blanco",0.024,0.017,0.032,0.133
"P13","No sabe",0.033,0.14,0.049,0.141
"P15","A Luis Juez por Juntos por el Cambio",0.067,0.202,0.454,0.375
"P15","A Martín Llaryora por Hacemos por Córdoba",0.432,0.451,0.279,0.361
"P15","Al candidato del Frente de Todos",0.387,0.073,0.012,0
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.005,0.061,0.138,0.084
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.005,0.011,0.038,0
"P15","Al candidato del Frente de Izquierda",0.046,0.078,0.017,0.011
"P15","Votaría en blanco",0.017,0.018,0.021,0.028
"P15","No sabe",0.041,0.106,0.041,0.141
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.087,0.199,0.516,0.277
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.379,0.41,0.218,0.545
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.381,0.11,0.01,0
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.013,0.055,0.132,0.049
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.01,0.032,0.031,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.059,0.056,0.016,0.011
"P17","Votaría en blanco",0.022,0.024,0.021,0.028
"P17","No sabe",0.049,0.114,0.056,0.09
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.05,0.168,0.505,0.331
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.417,0.415,0.214,0.486
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.403,0.117,0.007,0
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.007,0.067,0.137,0.049
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.008,0.036,0.032,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.061,0.051,0.02,0.011
"P18","Votaría en blanco",0.013,0.027,0.032,0.073
"P18","No sabe",0.041,0.119,0.053,0.05
