"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.076,0.247,0.429,0.23
"P07","De Cambiemos",0.577,0.393,0.196,0.262
"P07","De los Liberales libertarios",0.219,0.162,0.209,0.171
"P07","De la Izquierda",0.022,0.027,0.033,0.028
"P07","Otros",0.046,0.077,0.059,0.134
"P07","No sabe",0.06,0.094,0.074,0.175
"P08","A Alberto Fernández",0.157,0.279,0.09,0.079
"P08","A Sergio Massa",0.289,0.184,0.146,0.183
"P08","A algún candidato del peronismo",0.443,0.281,0.223,0.43
"P08","A algún candidato del kirchnerismo",0.111,0.256,0.541,0.308
"P09","A Alberto Fernández",0.181,0.224,0.048,0.029
"P09","A Sergio Massa",0.046,0.159,0.112,0.134
"P09","A algún candidato del peronismo",0.573,0.218,0.165,0.389
"P09","A Cristina Fernández de Kirchner",0.2,0.399,0.675,0.448
"P10","A Horacio Rodriguez Larreta",0.243,0.175,0.286,0.321
"P10","A Mauricio Macri",0.255,0.363,0.272,0.457
"P10","A Patricia Bullrich",0.41,0.384,0.34,0.154
"P10","A Facundo Manes",0.056,0.052,0.06,0.068
"P10","A Gerardo Morales",0.036,0.026,0.042,0
"P11","A Juntos por el Cambio",0.515,0.322,0.18,0.175
"P11","Al Frente de Todos",0.09,0.118,0.26,0.086
"P11","A Hacemos por Córdoba",0.199,0.304,0.232,0.272
"P11","A los liberales libertarios de Milei",0.099,0.107,0.163,0.176
"P11","A Encuentro Vecinal Córdoba",0.029,0.03,0.024,0.069
"P11","Al Frente de Izquierda",0.015,0.044,0.058,0.031
"P11","No sabe",0.053,0.075,0.083,0.191
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.715,0.625,0.582,0.56
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.244,0.279,0.295,0.36
"P12","No sabe",0.041,0.096,0.123,0.08
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.614,0.356,0.185,0.217
"P13","A Martín Llaryora por Hacemos por Córdoba",0.193,0.344,0.306,0.452
"P13","Al candidato del Frente de Todos",0.023,0.091,0.226,0.036
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.063,0.088,0.121,0.136
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.031,0.024,0.024,0.029
"P13","Al candidato del Frente de Izquierda",0.019,0.02,0.039,0.025
"P13","Votaría en blanco",0.016,0.023,0.046,0.015
"P13","No sabe",0.041,0.054,0.053,0.09
"P15","A Luis Juez por Juntos por el Cambio",0.558,0.32,0.203,0.279
"P15","A Martín Llaryora por Hacemos por Córdoba",0.234,0.388,0.318,0.434
"P15","Al candidato del Frente de Todos",0.017,0.083,0.217,0.047
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.066,0.103,0.127,0.104
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.046,0.031,0.016,0
"P15","Al candidato del Frente de Izquierda",0.018,0.025,0.045,0.021
"P15","Votaría en blanco",0.021,0.007,0.027,0.017
"P15","No sabe",0.04,0.043,0.047,0.098
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.63,0.379,0.223,0.221
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.184,0.333,0.249,0.445
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.015,0.068,0.24,0.04
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.072,0.094,0.122,0.092
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.025,0.035,0.019,0.029
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.018,0.018,0.051,0.019
"P17","Votaría en blanco",0.006,0.02,0.035,0.021
"P17","No sabe",0.05,0.053,0.061,0.133
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.619,0.352,0.195,0.257
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.177,0.343,0.265,0.443
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.019,0.082,0.236,0.04
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.074,0.094,0.126,0.127
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.024,0.036,0.026,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.019,0.024,0.051,0.019
"P18","Votaría en blanco",0.016,0.02,0.042,0.029
"P18","No sabe",0.052,0.049,0.059,0.085
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.629,0.352,0.213,0.304
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.173,0.344,0.283,0.38
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.017,0.071,0.227,0.051
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.076,0.109,0.126,0.123
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.022,0.04,0.014,0
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.021,0.011,0.051,0.019
"P19","Votaría en blanco",0.017,0.026,0.039,0.042
"P19","No sabe",0.045,0.047,0.047,0.081
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.614,0.359,0.21,0.215
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.177,0.352,0.273,0.444
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.017,0.055,0.219,0.04
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.082,0.104,0.135,0.143
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.028,0.034,0.016,0.002
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.015,0.014,0.044,0.016
"P20","Votaría en blanco",0.02,0.024,0.049,0.042
"P20","No sabe",0.047,0.058,0.054,0.098
"P21","Lo votaría",0.5,0.306,0.208,0.171
"P21","Puede que lo vote",0.299,0.307,0.127,0.338
"P21","Nunca lo votaría",0.198,0.387,0.664,0.465
"P21","No sabe",0.003,0,0.001,0.026
"P22","Lo votaría",0.244,0.36,0.257,0.407
"P22","Puede que lo vote",0.209,0.226,0.197,0.203
"P22","Nunca lo votaría",0.544,0.414,0.545,0.364
"P22","No sabe",0.003,0,0.001,0.026
"P23","Lo votaría",0.451,0.305,0.175,0.331
"P23","Puede que lo vote",0.243,0.217,0.138,0.14
"P23","Nunca lo votaría",0.303,0.478,0.686,0.486
"P23","No sabe",0.003,0,0.001,0.043
"P24","Lo votaría",0.101,0.118,0.152,0.088
"P24","Puede que lo vote",0.14,0.182,0.185,0.236
"P24","Nunca lo votaría",0.756,0.7,0.662,0.625
"P24","No sabe",0.003,0,0.001,0.051
"P25","Positiva",0.654,0.429,0.242,0.31
"P25","Neutra",0.257,0.415,0.281,0.277
"P25","Negativa",0.073,0.136,0.455,0.155
"P25","No sabe",0.016,0.02,0.022,0.258
"P26","Positiva",0.667,0.443,0.217,0.33
"P26","Neutra",0.153,0.248,0.152,0.185
"P26","Negativa",0.164,0.295,0.628,0.361
"P26","No sabe",0.016,0.014,0.003,0.124
"P27","Positiva",0.358,0.451,0.392,0.482
"P27","Neutra",0.32,0.297,0.202,0.256
"P27","Negativa",0.304,0.248,0.392,0.138
"P27","No sabe",0.018,0.004,0.014,0.124
"P28","Positiva",0.334,0.254,0.196,0.144
"P28","Neutra",0.39,0.46,0.306,0.221
"P28","Negativa",0.147,0.172,0.387,0.07
"P28","No sabe",0.129,0.114,0.111,0.565
"P29","Positiva",0.101,0.174,0.241,0.142
"P29","Neutra",0.085,0.2,0.171,0.237
"P29","Negativa",0.786,0.598,0.562,0.397
"P29","No sabe",0.028,0.028,0.026,0.224
"P30","Positiva",0.059,0.216,0.412,0.189
"P30","Neutra",0.043,0.097,0.065,0.105
"P30","Negativa",0.887,0.682,0.515,0.595
"P30","No sabe",0.011,0.005,0.008,0.111
"P31","Positiva",0.534,0.382,0.231,0.216
"P31","Neutra",0.155,0.2,0.093,0.158
"P31","Negativa",0.304,0.413,0.672,0.531
"P31","No sabe",0.007,0.005,0.004,0.095
"P32","Positiva",0.583,0.319,0.141,0.178
"P32","Neutra",0.243,0.369,0.151,0.218
"P32","Negativa",0.168,0.297,0.704,0.319
"P32","No sabe",0.006,0.015,0.004,0.285
"P33","Positiva",0.148,0.212,0.273,0.186
"P33","Neutra",0.114,0.243,0.172,0.12
"P33","Negativa",0.723,0.534,0.552,0.487
"P33","No sabe",0.015,0.011,0.003,0.207
"P34","Positiva",0.659,0.42,0.28,0.254
"P34","Neutra",0.116,0.23,0.092,0.179
"P34","Negativa",0.215,0.345,0.627,0.391
"P34","No sabe",0.01,0.005,0.001,0.176
"P35","Positiva",0.492,0.511,0.29,0.483
"P35","Neutra",0.246,0.223,0.178,0.22
"P35","Negativa",0.247,0.26,0.53,0.159
"P35","No sabe",0.015,0.006,0.002,0.138
"P36","Positiva",0.447,0.275,0.251,0.264
"P36","Neutra",0.277,0.414,0.086,0.171
"P36","Negativa",0.261,0.3,0.661,0.217
"P36","No sabe",0.015,0.011,0.002,0.348
"P38","Positiva",0.488,0.112,0.043,0.007
"P38","Neutra",0.295,0.615,0.149,0.019
"P38","Negativa",0.122,0.189,0.74,0.063
"P38","No sabe",0.095,0.084,0.068,0.911
"P39","Positiva",0.435,0.212,0.1,0.059
"P39","Neutra",0.349,0.517,0.279,0.08
"P39","Negativa",0.142,0.171,0.552,0.079
"P39","No sabe",0.074,0.1,0.069,0.782
