"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.653,0.386,0.336,0.324
"P06","Bastante",0.223,0.415,0.302,0.202
"P06","Poco",0.077,0.173,0.276,0.256
"P06","Nada",0.041,0.022,0.055,0.15
"P06","No sabe",0.006,0.004,0.031,0.068
"P08","Tiene Decidido que va a ir a votar",0.939,0.902,0.84,0.851
"P08","Tiene dudas sobre si va a ir a  votar",0.04,0.088,0.064,0.09
"P08","Tiene Decidido que no va a ir a votar",0.021,0.01,0.096,0.059
"P11","Unión por la Patria",0.431,0.343,0.272,0.253
"P11","Juntos por el Cambio",0.232,0.287,0.177,0.143
"P11","Liberales",0.229,0.221,0.314,0.303
"P11","Izquierda",0.015,0.025,0.053,0.06
"P11","Otro",0.033,0.048,0.079,0.06
"P11","No sabe",0.06,0.076,0.105,0.181
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.448,0.364,0.298,0.309
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.247,0.297,0.189,0.138
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.238,0.257,0.372,0.346
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.016,0.024,0.028,0.057
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.007,0.011,0.02,0.026
"P20","Otros",0.013,0.012,0.043,0.044
"P20","En blanco",0.011,0.006,0.011,0.014
"P20","No sabe",0.02,0.029,0.039,0.066
"P23","Totalmente seguro",0.772,0.701,0.694,0.711
"P23","Bastante seguro",0.115,0.163,0.122,0.083
"P23","Algo seguro",0.066,0.084,0.109,0.089
"P23","Para nada seguro",0.047,0.052,0.075,0.117
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.368,0.294,0.237,0.243
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.226,0.291,0.272,0.189
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.201,0.194,0.27,0.295
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.044,0.065,0.034,0.047
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.04,0.039,0.045
"P30","Otros",0.033,0.035,0.061,0.04
"P30","En blanco",0.069,0.043,0.053,0.087
"P30","No sabe",0.035,0.038,0.034,0.054
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.471,0.418,0.337,0.336
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.34,0.414,0.455,0.288
"P31","En blanco",0.104,0.08,0.094,0.198
"P31","No sabe",0.085,0.088,0.114,0.178
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.285,0.364,0.28,0.24
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.269,0.275,0.393,0.323
