"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P32","En blanco",0.288,0.229,0.241,0.218
"P32","No sabe",0.158,0.132,0.086,0.219
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.474,0.401,0.348,0.271
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.363,0.402,0.471,0.428
"P33","En blanco",0.075,0.103,0.086,0.114
"P33","No sabe",0.088,0.094,0.095,0.187
"P40","Lo votaría",0.459,0.398,0.324,0.338
"P40","Puede que lo vote",0.063,0.086,0.165,0.064
"P40","Nunca lo votaría",0.456,0.477,0.487,0.464
"P40","No sabe",0.022,0.039,0.024,0.134
"P41","Lo votaría",0.308,0.342,0.235,0.247
"P41","Puede que lo vote",0.103,0.177,0.28,0.138
"P41","Nunca lo votaría",0.536,0.444,0.421,0.48
"P41","No sabe",0.053,0.037,0.064,0.135
"P42","Lo votaría",0.285,0.283,0.348,0.361
"P42","Puede que lo vote",0.122,0.182,0.196,0.058
"P42","Nunca lo votaría",0.556,0.494,0.397,0.46
"P42","No sabe",0.037,0.041,0.059,0.121
"P43","Lo votaría",0.112,0.062,0.124,0.187
"P43","Puede que lo vote",0.184,0.203,0.214,0.094
"P43","Nunca lo votaría",0.634,0.643,0.597,0.588
"P43","No sabe",0.07,0.092,0.065,0.131
"P44","Lo votaría",0.067,0.055,0.058,0.127
"P44","Puede que lo vote",0.176,0.209,0.256,0.168
"P44","Nunca lo votaría",0.673,0.657,0.62,0.552
"P44","No sabe",0.084,0.079,0.066,0.153
"P47","Si",0.466,0.478,0.51,0.423
"P47","No",0.534,0.522,0.49,0.577
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.28,0.267,0.213,0.229
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.391,0.373,0.318,0.249
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.292,0.255,0.303,0.355
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.021,0.049,0.049
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.006,0.036,0.086,0.107
"P48","Otros",0.015,0.023,0.013,0.011
"P48","En blanco",0.005,0.025,0.018,0
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.303,0.303,0.374,0.318
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.525,0.411,0.309,0.309
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.117,0.176,0.192,0.188
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.025,0.032,0.053,0.102
"P49","Otros",0.023,0.014,0.016,0.068
"P49","En blanco",0.007,0.064,0.056,0.015
"P50","Al candidato a intendente de Union por la Patria",0.298,0.285,0.352,0.227
"P50","Al candidato a intendente por Juntos por el Cambio",0.523,0.401,0.364,0.54
"P50","Al candidato a intendente por la Libertad Avanza",0.116,0.161,0.148,0.1
"P50","Al candidato a intendente por el Frente de Izquierda",0.007,0.051,0.045,0.061
"P50","Otros",0.045,0.058,0.023,0.016
"P50","En blanco",0.011,0.044,0.068,0.056
"P51","Totalmente seguro",0.772,0.646,0.637,0.459
"P51","Bastante seguro",0.136,0.238,0.102,0.124
"P51","Algo seguro",0.052,0.063,0.168,0.173
"P51","Para nada seguro",0.04,0.053,0.093,0.244
"P52","Si",0.571,0.468,0.345,0.34
"P52","No",0.429,0.532,0.655,0.66
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.436,0.365,0.292,0.309
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.243,0.291,0.203,0.14
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.258,0.261,0.378,0.36
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.026,0.03,0.05
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.006,0.017,0.028,0.037
"PRESIDENTE","Otros",0.011,0.015,0.027,0.039
"PRESIDENTE","En blanco",0.012,0.013,0.012,0.015
"PRESIDENTE","No sabe",0.022,0.012,0.03,0.05
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.449,0.366,0.326,0.339
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.285,0.318,0.198,0.154
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.2,0.24,0.356,0.321
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.024,0.032,0.049
"GOBERNADOR","Otros",0.019,0.012,0.029,0.054
"GOBERNADOR","En blanco",0.014,0.024,0.025,0.016
"GOBERNADOR","No sabe",0.015,0.016,0.034,0.067
"CORTA_PRESIDENTE","Si",0.087,0.165,0.18,0.223
"CORTA_PRESIDENTE","No",0.913,0.835,0.82,0.777
"CORTA_GOBERNADOR","Si",0.176,0.212,0.269,0.229
"CORTA_GOBERNADOR","No",0.824,0.788,0.731,0.771
