"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Unión por la Patria",0.338,0.316,0.358,0.261,0.35,0.385,0.334,0.338,0.317,0.369,0.666,0.097,0.169,0.808,0.604,0.017,0.099,0.057,0.361,0.289
"Juntos por el Cambio",0.227,0.21,0.243,0.099,0.198,0.272,0.382,0.203,0.234,0.246,0.076,0.433,0.207,0.066,0.174,0.668,0.496,0.038,0.211,0.261
"Liberales",0.257,0.323,0.195,0.42,0.269,0.18,0.142,0.249,0.269,0.247,0.131,0.352,0.31,0.056,0.107,0.233,0.183,0.721,0.261,0.249
"Izquierda",0.034,0.033,0.034,0.054,0.027,0.03,0.031,0.031,0.028,0.046,0.021,0.013,0.089,0.008,0.026,0.008,0.095,0.015,0.029,0.042
"Otro",0.053,0.053,0.054,0.069,0.065,0.043,0.024,0.053,0.069,0.028,0.035,0.053,0.104,0.017,0.027,0.021,0.026,0.121,0.047,0.067
"No sabe",0.091,0.065,0.116,0.097,0.091,0.09,0.087,0.126,0.083,0.064,0.071,0.052,0.121,0.045,0.062,0.053,0.101,0.048,0.091,0.092
