"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Al candidato a intendente de Union por la Patria",0.3,0.335,0.268,0.332,0.359,0.302,0.158,0.255,0.348,0.278,0.565,0.103,0.144,0.635,0.602,0.072,0.041,0.192,0.311,0.275
"Al candidato a intendente por Juntos por el Cambio",0.435,0.369,0.493,0.421,0.358,0.357,0.696,0.385,0.447,0.462,0.157,0.685,0.585,0.209,0.099,0.829,0.749,0.335,0.412,0.485
"Al candidato a intendente por la Libertad Avanza",0.141,0.182,0.105,0.119,0.183,0.144,0.082,0.174,0.12,0.14,0.144,0.145,0.17,0.002,0.173,0.068,0.136,0.438,0.155,0.111
"Al candidato a intendente por el Frente de Izquierda",0.039,0.034,0.042,0.026,0.043,0.042,0.038,0.045,0.02,0.057,0.04,0.006,0.046,0.015,0.082,0.002,0.005,0.004,0.045,0.024
"Otros",0.043,0.034,0.052,0,0.034,0.107,0.015,0.063,0.025,0.049,0.071,0.024,0.055,0.05,0.02,0.024,0.064,0.026,0.045,0.039
"En blanco",0.042,0.046,0.04,0.102,0.023,0.048,0.011,0.078,0.04,0.014,0.023,0.037,0,0.089,0.024,0.005,0.005,0.005,0.032,0.066
