"var","categoria","Si","No"
"P06","Mucho",0.517,0.47
"P06","Bastante",0.322,0.303
"P06","Poco",0.136,0.174
"P06","Nada",0.014,0.043
"P06","No sabe",0.011,0.01
"P07","Siempre",0.345,0.218
"P07","Casi siempre",0.42,0.403
"P07","Casi nunca",0.169,0.27
"P07","Nunca, pero esta es una excepción",0.066,0.109
"P08","Tiene Decidido que va a ir a votar",0.916,0.877
"P08","Tiene dudas sobre si va a ir a  votar",0.065,0.079
"P08","Tiene Decidido que no va a ir a votar",0.019,0.044
"P11","Unión por la Patria",0.429,0.316
"P11","Juntos por el Cambio",0.25,0.26
"P11","Liberales",0.222,0.273
"P11","Izquierda",0.02,0.029
"P11","Otro",0.032,0.038
"P11","No sabe",0.047,0.084
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.44,0.333
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.274,0.271
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.218,0.307
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.013,0.025
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.018,0.001
"P20","Otros",0.012,0.026
"P20","En blanco",0.003,0.008
"P20","No sabe",0.022,0.029
"P23","Totalmente seguro",0.753,0.723
"P23","Bastante seguro",0.141,0.149
"P23","Algo seguro",0.065,0.088
"P23","Para nada seguro",0.041,0.04
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.329,0.262
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.273,0.252
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.165,0.274
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.07,0.05
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.04,0.038
"P30","Otros",0.031,0.057
"P30","En blanco",0.049,0.041
"P30","No sabe",0.043,0.026
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.457,0.352
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.37,0.448
"P31","En blanco",0.096,0.097
"P31","No sabe",0.077,0.103
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.334,0.325
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.253,0.342
"P32","En blanco",0.266,0.227
"P32","No sabe",0.147,0.106
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.441,0.341
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.381,0.444
"P33","En blanco",0.086,0.114
"P33","No sabe",0.092,0.101
"P40","Lo votaría",0.464,0.334
"P40","Puede que lo vote",0.078,0.108
"P40","Nunca lo votaría",0.407,0.535
"P40","No sabe",0.051,0.023
"P41","Lo votaría",0.291,0.346
"P41","Puede que lo vote",0.159,0.171
"P41","Nunca lo votaría",0.505,0.443
"P41","No sabe",0.045,0.04
"P42","Lo votaría",0.25,0.346
"P42","Puede que lo vote",0.148,0.168
"P42","Nunca lo votaría",0.545,0.455
"P42","No sabe",0.057,0.031
"P43","Lo votaría",0.106,0.086
"P43","Puede que lo vote",0.231,0.189
"P43","Nunca lo votaría",0.593,0.658
"P43","No sabe",0.07,0.067
"P44","Lo votaría",0.086,0.046
"P44","Puede que lo vote",0.218,0.211
"P44","Nunca lo votaría",0.608,0.68
"P44","No sabe",0.088,0.063
"P47","Si",0.495,0.39
"P47","No",0.505,0.61
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.31,0.205
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.341,0.398
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.224,0.325
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.019
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.077,0.024
"P48","Otros",0.01,0.019
"P48","En blanco",0.021,0.01
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.365,0.279
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.382,0.454
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.153,0.167
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.026,0.052
"P49","Otros",0.017,0.017
"P49","En blanco",0.057,0.031
"P50","Al candidato a intendente de Union por la Patria",0.342,0.253
"P50","Al candidato a intendente por Juntos por el Cambio",0.377,0.5
"P50","Al candidato a intendente por la Libertad Avanza",0.142,0.143
"P50","Al candidato a intendente por el Frente de Izquierda",0.037,0.031
"P50","Otros",0.044,0.045
"P50","En blanco",0.058,0.028
"P51","Totalmente seguro",0.709,0.612
"P51","Bastante seguro",0.142,0.201
"P51","Algo seguro",0.114,0.077
"P51","Para nada seguro",0.035,0.11
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.423,0.322
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.28,0.281
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.318
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.014,0.017
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.031,0.009
"PRESIDENTE","Otros",0.008,0.019
"PRESIDENTE","En blanco",0.01,0.011
"PRESIDENTE","No sabe",0.006,0.023
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.455,0.35
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.301,0.307
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.182,0.261
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.016,0.026
"GOBERNADOR","Otros",0.011,0.021
"GOBERNADOR","En blanco",0.028,0.019
"GOBERNADOR","No sabe",0.007,0.016
"CORTA_PRESIDENTE","Si",0.133,0.096
"CORTA_PRESIDENTE","No",0.867,0.904
"CORTA_GOBERNADOR","Si",0.171,0.15
"CORTA_GOBERNADOR","No",0.829,0.85
