"var","categoria","Si","No"
"P06","Mucho",0.387,0.502
"P06","Bastante",0.339,0.313
"P06","Poco",0.221,0.147
"P06","Nada",0.043,0.025
"P06","No sabe",0.01,0.013
"P07","Siempre",0.147,0.279
"P07","Casi siempre",0.454,0.418
"P07","Casi nunca",0.265,0.219
"P07","Nunca, pero esta es una excepción",0.134,0.084
"P08","Tiene Decidido que va a ir a votar",0.871,0.91
"P08","Tiene dudas sobre si va a ir a  votar",0.109,0.064
"P08","Tiene Decidido que no va a ir a votar",0.02,0.026
"P11","Unión por la Patria",0.205,0.394
"P11","Juntos por el Cambio",0.219,0.261
"P11","Liberales",0.252,0.244
"P11","Izquierda",0.091,0.016
"P11","Otro",0.046,0.029
"P11","No sabe",0.187,0.056
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.217,0.4
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.249,0.273
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.226,0.278
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.073,0.011
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.042,0.005
"P20","Otros",0.062,0.014
"P20","En blanco",0.006,0.006
"P20","No sabe",0.125,0.013
"P23","Totalmente seguro",0.482,0.766
"P23","Bastante seguro",0.196,0.138
"P23","Algo seguro",0.178,0.067
"P23","Para nada seguro",0.144,0.029
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.173,0.31
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.249,0.27
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.18,0.227
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.075,0.051
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.124,0.027
"P30","Otros",0.049,0.042
"P30","En blanco",0.049,0.046
"P30","No sabe",0.101,0.027
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.249,0.427
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.477,0.404
"P31","En blanco",0.086,0.092
"P31","No sabe",0.188,0.077
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.371,0.331
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.277,0.294
"P32","En blanco",0.152,0.26
"P32","No sabe",0.2,0.115
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.253,0.413
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.472,0.406
"P33","En blanco",0.076,0.097
"P33","No sabe",0.199,0.084
"P40","Lo votaría",0.273,0.402
"P40","Puede que lo vote",0.152,0.082
"P40","Nunca lo votaría",0.46,0.489
"P40","No sabe",0.115,0.027
"P41","Lo votaría",0.303,0.318
"P41","Puede que lo vote",0.311,0.147
"P41","Nunca lo votaría",0.279,0.493
"P41","No sabe",0.107,0.042
"P42","Lo votaría",0.31,0.307
"P42","Puede que lo vote",0.211,0.152
"P42","Nunca lo votaría",0.348,0.507
"P42","No sabe",0.131,0.034
"P43","Lo votaría",0.192,0.081
"P43","Puede que lo vote",0.18,0.198
"P43","Nunca lo votaría",0.45,0.658
"P43","No sabe",0.178,0.063
"P44","Lo votaría",0.131,0.054
"P44","Puede que lo vote",0.214,0.21
"P44","Nunca lo votaría",0.491,0.67
"P44","No sabe",0.164,0.066
"P47","Si",1,0.382
"P47","No",0,0.618
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.144,0.294
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.296,0.375
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.273,0.289
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.069,0.012
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.144,0.011
"P48","Otros",0.025,0.015
"P48","En blanco",0.049,0.004
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.346,0.311
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.34,0.435
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.115,0.184
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.092,0.022
"P49","Otros",0.011,0.025
"P49","En blanco",0.096,0.023
"P50","Al candidato a intendente de Union por la Patria",0.32,0.292
"P50","Al candidato a intendente por Juntos por el Cambio",0.34,0.471
"P50","Al candidato a intendente por la Libertad Avanza",0.116,0.151
"P50","Al candidato a intendente por el Frente de Izquierda",0.035,0.04
"P50","Otros",0.091,0.025
"P50","En blanco",0.098,0.021
"P51","Totalmente seguro",0.486,0.731
"P51","Bastante seguro",0.156,0.174
"P51","Algo seguro",0.177,0.062
"P51","Para nada seguro",0.181,0.033
"P52","Si",0.544,0.452
"P52","No",0.456,0.548
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.147,0.399
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.298,0.272
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.258,0.28
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.074,0.011
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.142,0.005
"PRESIDENTE","Otros",0.028,0.014
"PRESIDENTE","En blanco",0.053,0.006
"PRESIDENTE","No sabe",0,0.013
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.293,0.401
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.351,0.294
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.151,0.243
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.071,0.014
"GOBERNADOR","Otros",0.017,0.02
"GOBERNADOR","En blanco",0.071,0.015
"GOBERNADOR","No sabe",0.046,0.013
"CORTA_GOBERNADOR","Si",0.775,0.116
"CORTA_GOBERNADOR","No",0.225,0.884
