"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Mucho",0.621,0.459,0.487,0.338
"P06","Bastante",0.243,0.328,0.321,0.289
"P06","Poco",0.092,0.148,0.167,0.288
"P06","Nada",0.009,0.057,0.02,0.041
"P06","No sabe",0.035,0.008,0.005,0.044
"P07","Siempre",0.291,0.252,0.265,0.218
"P07","Casi siempre",0.259,0.446,0.431,0.462
"P07","Casi nunca",0.28,0.256,0.218,0.176
"P07","Nunca, pero esta es una excepción",0.17,0.046,0.086,0.144
"P08","Tiene Decidido que va a ir a votar",0.809,0.943,0.913,0.834
"P08","Tiene dudas sobre si va a ir a  votar",0.15,0.036,0.06,0.112
"P08","Tiene Decidido que no va a ir a votar",0.041,0.021,0.027,0.054
"P11","Unión por la Patria",0.474,0.613,0.283,0.338
"P11","Juntos por el Cambio",0.101,0.115,0.325,0.162
"P11","Liberales",0.215,0.149,0.293,0.139
"P11","Izquierda",0.147,0.041,0.004,0.025
"P11","Otro",0.01,0.013,0.042,0.042
"P11","No sabe",0.053,0.069,0.053,0.294
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.499,0.636,0.277,0.375
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.112,0.071,0.361,0.152
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.245,0.156,0.326,0.145
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.133,0.025,0.003,0.047
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.002,0.026,0.007,0.007
"P20","Otros",0.002,0.037,0.006,0.115
"P20","En blanco",0,0.018,0.004,0.003
"P20","No sabe",0.007,0.031,0.016,0.156
"P23","Totalmente seguro",0.701,0.736,0.741,0.477
"P23","Bastante seguro",0.151,0.144,0.146,0.21
"P23","Algo seguro",0.088,0.071,0.082,0.116
"P23","Para nada seguro",0.06,0.049,0.031,0.197
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.291,0.461,0.238,0.291
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.113,0.16,0.331,0.205
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.273,0.119,0.259,0.05
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.174,0.106,0.02,0.049
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.049,0.041,0.031,0.119
"P30","Otros",0.013,0.064,0.041,0.035
"P30","En blanco",0.031,0.034,0.055,0.057
"P30","No sabe",0.056,0.015,0.025,0.194
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.552,0.68,0.298,0.356
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.278,0.233,0.509,0.256
"P31","En blanco",0.143,0.027,0.108,0.081
"P31","No sabe",0.027,0.06,0.085,0.307
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.323,0.182,0.39,0.256
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.279,0.22,0.346,0.096
"P32","En blanco",0.295,0.427,0.184,0.228
"P32","No sabe",0.103,0.171,0.08,0.42
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.618,0.655,0.282,0.343
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.301,0.255,0.499,0.309
"P33","En blanco",0.049,0.044,0.123,0.015
"P33","No sabe",0.032,0.046,0.096,0.333
"P40","Lo votaría",0.502,0.647,0.291,0.355
"P40","Puede que lo vote",0.125,0.141,0.072,0.126
"P40","Nunca lo votaría",0.328,0.192,0.623,0.235
"P40","No sabe",0.045,0.02,0.014,0.284
"P41","Lo votaría",0.236,0.15,0.393,0.115
"P41","Puede que lo vote",0.189,0.223,0.16,0.145
"P41","Nunca lo votaría",0.545,0.61,0.422,0.38
"P41","No sabe",0.03,0.017,0.025,0.36
"P42","Lo votaría",0.367,0.122,0.375,0.107
"P42","Puede que lo vote",0.091,0.185,0.165,0.13
"P42","Nunca lo votaría",0.539,0.663,0.434,0.41
"P42","No sabe",0.003,0.03,0.026,0.353
"P44","Lo votaría",0.343,0.06,0.024,0.049
"P44","Puede que lo vote",0.223,0.439,0.137,0.182
"P44","Nunca lo votaría",0.41,0.45,0.799,0.182
"P44","No sabe",0.024,0.051,0.04,0.587
"P47","Si",0.577,0.42,0.457,0.646
"P47","No",0.423,0.58,0.543,0.354
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.433,0.422,0.154,0.321
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.176,0.133,0.489,0.171
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.204,0.275,0.318,0.198
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.11,0.032,0.008,0.03
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.071,0.113,0.014,0.087
"P48","Otros",0,0.02,0.008,0.099
"P48","En blanco",0.006,0.005,0.009,0.094
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.633,0.567,0.174,0.296
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.076,0.228,0.565,0.268
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.071,0.16,0.211,0.025
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.198,0.009,0.006,0.105
"P49","Otros",0,0.036,0.018,0.037
"P49","En blanco",0.022,0,0.026,0.269
"P50","Al candidato a intendente de Union por la Patria",0.541,0.513,0.181,0.253
"P50","Al candidato a intendente por Juntos por el Cambio",0.239,0.248,0.589,0.123
"P50","Al candidato a intendente por la Libertad Avanza",0.077,0.122,0.181,0.019
"P50","Al candidato a intendente por el Frente de Izquierda",0.14,0.029,0.011,0.092
"P50","Otros",0.003,0.067,0.02,0.199
"P50","En blanco",0,0.021,0.018,0.314
"P51","Totalmente seguro",0.732,0.627,0.704,0.369
"P51","Bastante seguro",0.106,0.112,0.179,0.327
"P51","Algo seguro",0.03,0.169,0.091,0.042
"P51","Para nada seguro",0.132,0.092,0.026,0.262
"P52","Si",0.514,0.512,0.436,0.474
"P52","No",0.486,0.488,0.564,0.526
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.475,0.602,0.281,0.406
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.13,0.089,0.358,0.175
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.268,0.165,0.333,0.128
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.082,0.032,0.005,0.064
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.04,0.05,0.006,0.04
"PRESIDENTE","Otros",0.002,0.025,0.005,0.087
"PRESIDENTE","En blanco",0.003,0.018,0.005,0.057
"PRESIDENTE","No sabe",0,0.019,0.007,0.043
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.572,0.658,0.281,0.359
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.09,0.128,0.393,0.196
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.206,0.121,0.288,0.087
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.12,0.024,0.004,0.077
"GOBERNADOR","Otros",0.001,0.031,0.011,0.068
"GOBERNADOR","En blanco",0.011,0.015,0.014,0.118
"GOBERNADOR","No sabe",0,0.023,0.009,0.095
"CORTA_PRESIDENTE","Si",0.302,0.141,0.11,0.338
"CORTA_PRESIDENTE","No",0.698,0.859,0.89,0.662
"CORTA_GOBERNADOR","Si",0.277,0.178,0.192,0.438
"CORTA_GOBERNADOR","No",0.723,0.822,0.808,0.562
