"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.321,0.382,0.265,0.283,0.377,0.326,0.246,0.325,0.34,0.295,0.655,0.082,0.097,0.75,0.715,0.039,0.056,0.124,0.328,0.305
"Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.409,0.321,0.489,0.3,0.354,0.435,0.565,0.445,0.39,0.403,0.195,0.66,0.282,0.105,0.186,0.813,0.492,0.359,0.419,0.387
"Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.165,0.215,0.12,0.224,0.185,0.132,0.126,0.105,0.176,0.201,0.08,0.199,0.329,0.033,0.019,0.128,0.352,0.444,0.157,0.184
"Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.041,0.019,0.061,0.071,0.025,0.042,0.042,0.058,0.02,0.052,0.038,0,0.17,0.027,0.033,0,0,0.031,0.041,0.04
"Otros",0.021,0.008,0.033,0.027,0.017,0.03,0.01,0,0.024,0.034,0.02,0.01,0.11,0.021,0.033,0.012,0.033,0.017,0.015,0.033
"En blanco",0.043,0.055,0.032,0.095,0.042,0.035,0.011,0.067,0.05,0.015,0.012,0.049,0.012,0.064,0.014,0.008,0.067,0.025,0.04,0.051
