"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.397,0.373,0.419,0.284,0.429,0.436,0.397,0.375,0.371,0.459,0.693,0.123,0.264,0.822,0.686,0.053,0.129,0.065,0.417,0.355
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.41,0.452,0.369,0.542,0.416,0.354,0.33,0.411,0.43,0.379,0.217,0.607,0.649,0.106,0.188,0.57,0.522,0.872,0.401,0.427
"En blanco",0.092,0.1,0.085,0.083,0.071,0.106,0.13,0.088,0.09,0.1,0.057,0.127,0.051,0.032,0.072,0.205,0.15,0.023,0.086,0.106
"No sabe",0.101,0.075,0.127,0.091,0.084,0.104,0.143,0.126,0.109,0.062,0.033,0.143,0.036,0.04,0.054,0.172,0.199,0.04,0.096,0.112
