"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.517,0.386,0.329,0.197
"P06","Bastante",0.297,0.369,0.408,0.297
"P06","Poco",0.141,0.231,0.196,0.289
"P06","Nada",0.031,0.007,0.038,0.204
"P06","No sabe",0.014,0.007,0.029,0.013
"P07","Siempre",0.282,0.23,0.2,0.196
"P07","Casi siempre",0.367,0.467,0.368,0.307
"P07","Casi nunca",0.246,0.236,0.322,0.302
"P07","Nunca, pero esta es una excepción",0.105,0.067,0.11,0.195
"P08","Tiene Decidido que va a ir a votar",0.939,0.903,0.824,0.728
"P08","Tiene dudas sobre si va a ir a  votar",0.046,0.076,0.114,0.141
"P08","Tiene Decidido que no va a ir a votar",0.015,0.021,0.062,0.131
"P11","Unión por la Patria",0.377,0.326,0.325,0.182
"P11","Juntos por el Cambio",0.214,0.32,0.214,0.175
"P11","Liberales",0.298,0.212,0.18,0.06
"P11","Izquierda",0.021,0.027,0.082,0.057
"P11","Otro",0.044,0.068,0.053,0.088
"P11","No sabe",0.046,0.047,0.146,0.438
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.38,0.326,0.389,0.252
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.226,0.322,0.249,0.144
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.331,0.307,0.193,0.046
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.019,0.018,0.041,0.124
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.008,0.003,0.04,0.057
"P20","Otros",0.018,0.017,0.005,0.089
"P20","En blanco",0.005,0,0.017,0.053
"P20","No sabe",0.013,0.007,0.066,0.235
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.303,0.314,0.293,0.144
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.264,0.309,0.237,0.107
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.242,0.181,0.195,0.16
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.048,0.036,0.056,0.097
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.056,0.058,0.013
"P30","Otros",0.038,0.022,0.05,0.114
"P30","En blanco",0.051,0.035,0.044,0.198
"P30","No sabe",0.022,0.047,0.067,0.167
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.433,0.38,0.437,0.223
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.398,0.413,0.377,0.245
"P31","En blanco",0.1,0.094,0.069,0.127
"P31","No sabe",0.069,0.113,0.117,0.405
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.313,0.372,0.293,0.202
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.31,0.361,0.233,0.166
"P32","En blanco",0.259,0.143,0.332,0.283
"P32","No sabe",0.118,0.124,0.142,0.349
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.423,0.361,0.41,0.233
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.422,0.469,0.334,0.239
"P33","En blanco",0.088,0.07,0.103,0.152
"P33","No sabe",0.067,0.1,0.153,0.376
"P40","Lo votaría",0.403,0.398,0.416,0.202
"P40","Puede que lo vote",0.067,0.132,0.135,0.311
"P40","Nunca lo votaría",0.505,0.434,0.393,0.278
"P40","No sabe",0.025,0.036,0.056,0.209
"P41","Lo votaría",0.325,0.275,0.262,0.086
"P41","Puede que lo vote",0.141,0.28,0.269,0.235
"P41","Nunca lo votaría",0.496,0.381,0.386,0.428
"P41","No sabe",0.038,0.064,0.083,0.251
"P42","Lo votaría",0.323,0.298,0.305,0.095
"P42","Puede que lo vote",0.139,0.189,0.196,0.278
"P42","Nunca lo votaría",0.51,0.456,0.413,0.333
"P42","No sabe",0.028,0.057,0.086,0.294
"P43","Lo votaría",0.099,0.1,0.106,0.119
"P43","Puede que lo vote",0.196,0.182,0.162,0.183
"P43","Nunca lo votaría",0.649,0.602,0.616,0.377
"P43","No sabe",0.056,0.116,0.116,0.321
"P44","Lo votaría",0.055,0.077,0.112,0.102
"P44","Puede que lo vote",0.21,0.194,0.214,0.194
"P44","Nunca lo votaría",0.679,0.593,0.561,0.402
"P44","No sabe",0.056,0.136,0.113,0.302
"P47","Si",0.403,0.649,0.652,0.76
"P47","No",0.597,0.351,0.348,0.24
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.264,0.271,0.242,0.147
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.37,0.377,0.348,0.179
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.317,0.196,0.332,0.178
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.009,0.037,0.038,0.131
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.029,0.109,0.016,0.072
"P48","Otros",0.003,0.005,0.024,0.161
"P48","En blanco",0.008,0.005,0,0.132
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.309,0.379,0.345,0.221
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.449,0.395,0.391,0.107
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.171,0.15,0.195,0.11
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.034,0.041,0.028,0.129
"P49","Otros",0.008,0.007,0.023,0.176
"P49","En blanco",0.029,0.028,0.018,0.257
"P50","Al candidato a intendente de Union por la Patria",0.246,0.489,0.365,0.11
"P50","Al candidato a intendente por Juntos por el Cambio",0.478,0.299,0.511,0.323
"P50","Al candidato a intendente por la Libertad Avanza",0.181,0.076,0.049,0.131
"P50","Al candidato a intendente por el Frente de Izquierda",0.035,0.052,0.032,0.04
"P50","Otros",0.031,0.074,0.039,0.064
"P50","En blanco",0.029,0.01,0.004,0.332
"P51","Totalmente seguro",0.84,0.481,0.34,0.124
"P51","Bastante seguro",0.094,0.334,0.354,0.053
"P51","Algo seguro",0.031,0.129,0.295,0.226
"P51","Para nada seguro",0.035,0.056,0.011,0.597
"P52","Si",0.472,0.448,0.389,0.463
"P52","No",0.528,0.552,0.611,0.537
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.384,0.287,0.405,0.254
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.226,0.334,0.236,0.174
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.333,0.296,0.234,0.086
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.025,0.046,0.128
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.013,0.04,0.017,0.042
"PRESIDENTE","Otros",0.012,0.016,0.016,0.086
"PRESIDENTE","En blanco",0.006,0.002,0.015,0.104
"PRESIDENTE","No sabe",0.011,0,0.031,0.126
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.391,0.338,0.398,0.275
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.252,0.34,0.263,0.154
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.3,0.265,0.209,0.073
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.02,0.025,0.039,0.11
"GOBERNADOR","Otros",0.013,0.016,0.015,0.118
"GOBERNADOR","En blanco",0.012,0.011,0.022,0.124
"GOBERNADOR","No sabe",0.012,0.005,0.054,0.146
"CORTA_PRESIDENTE","Si",0.102,0.205,0.324,0.473
"CORTA_PRESIDENTE","No",0.898,0.795,0.676,0.527
"CORTA_GOBERNADOR","Si",0.159,0.289,0.401,0.562
"CORTA_GOBERNADOR","No",0.841,0.711,0.599,0.438
