"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.406,0.384,0.427,0.324,0.424,0.461,0.388,0.391,0.397,0.437,0.721,0.13,0.257,0.83,0.711,0.034,0.129,0.082,0.429,0.36
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.391,0.374,0.408,0.359,0.369,0.387,0.481,0.359,0.391,0.428,0.147,0.681,0.469,0.088,0.1,0.897,0.734,0.505,0.369,0.435
"En blanco",0.101,0.14,0.064,0.177,0.109,0.061,0.05,0.096,0.111,0.092,0.079,0.07,0.251,0.033,0.123,0.035,0.059,0.242,0.1,0.103
"No sabe",0.102,0.102,0.101,0.14,0.098,0.091,0.081,0.154,0.101,0.043,0.053,0.119,0.023,0.049,0.066,0.034,0.078,0.171,0.102,0.102
