"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.086,0.131,0.022,0
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.069,0.056,0.04,0.014
"P30","Otros",0.028,0.073,0.01,0.21
"P30","En blanco",0.018,0.025,0.064,0.084
"P30","No sabe",0.022,0.017,0.039,0.239
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.314,0.294,0.357,0.158
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.566,0.564,0.391,0.375
"P31","En blanco",0.071,0.032,0.146,0.005
"P31","No sabe",0.049,0.11,0.106,0.462
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.426,0.374,0.375,0.385
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.3,0.366,0.245,0.076
"P32","En blanco",0.176,0.11,0.238,0.041
"P32","No sabe",0.098,0.15,0.142,0.498
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.356,0.179,0.309,0.191
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.493,0.624,0.328,0.294
"P33","En blanco",0.064,0.104,0.2,0.094
"P33","No sabe",0.087,0.093,0.163,0.421
"P40","Lo votaría",0.315,0.292,0.312,0.16
"P40","Puede que lo vote",0.053,0.131,0.36,0.261
"P40","Nunca lo votaría",0.594,0.53,0.263,0.337
"P40","No sabe",0.038,0.047,0.065,0.242
"P41","Lo votaría",0.459,0.448,0.16,0.164
"P41","Puede que lo vote",0.168,0.218,0.545,0.279
"P41","Nunca lo votaría",0.343,0.319,0.232,0.281
"P41","No sabe",0.03,0.015,0.063,0.276
"P42","Lo votaría",0.341,0.412,0.192,0.15
"P42","Puede que lo vote",0.197,0.257,0.39,0.21
"P42","Nunca lo votaría",0.427,0.319,0.27,0.304
"P42","No sabe",0.035,0.012,0.148,0.336
"P43","Lo votaría",0.144,0.081,0.041,0.233
"P43","Puede que lo vote",0.187,0.131,0.354,0.245
"P43","Nunca lo votaría",0.619,0.615,0.565,0.207
"P43","No sabe",0.05,0.173,0.04,0.315
"P44","Lo votaría",0.109,0.156,0.022,0.141
"P44","Puede que lo vote",0.218,0.241,0.336,0.398
"P44","Nunca lo votaría",0.604,0.464,0.549,0.188
"P44","No sabe",0.069,0.139,0.093,0.273
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.304,0.198,0.249,0.059
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.404,0.384,0.238,0.1
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.266,0.288,0.274,0.306
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.01,0.019,0.066,0.095
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.011,0.1,0.113,0.203
"P48","Otros",0.004,0.006,0.041,0.08
"P48","En blanco",0.001,0.005,0.019,0.157
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.332,0.242,0.497,0.214
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.442,0.507,0.161,0.225
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.172,0.149,0.235,0.039
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.055,0.064,0.208
"P49","Otros",0.002,0.041,0.025,0.072
"P49","En blanco",0.034,0.006,0.018,0.242
"P50","Al candidato a intendente de Union por la Patria",0.295,0.309,0.404,0.188
"P50","Al candidato a intendente por Juntos por el Cambio",0.464,0.416,0.33,0.38
"P50","Al candidato a intendente por la Libertad Avanza",0.165,0.102,0.067,0.072
"P50","Al candidato a intendente por el Frente de Izquierda",0.019,0.074,0.082,0.083
"P50","Otros",0.028,0.094,0.074,0.03
"P50","En blanco",0.029,0.005,0.043,0.247
"P52","Si",0.556,0.434,0.616,0.258
"P52","No",0.444,0.566,0.384,0.742
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.304,0.198,0.249,0.059
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.404,0.384,0.238,0.1
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.266,0.288,0.274,0.306
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.01,0.019,0.066,0.095
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.011,0.1,0.113,0.203
"PRESIDENTE","Otros",0.004,0.006,0.041,0.08
"PRESIDENTE","En blanco",0.001,0.005,0.019,0.157
"PRESIDENTE","No sabe",0,0,0,0
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.332,0.242,0.497,0.214
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.442,0.507,0.161,0.225
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.172,0.149,0.235,0.039
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.055,0.064,0.208
"GOBERNADOR","Otros",0.002,0.041,0.025,0.072
"GOBERNADOR","En blanco",0.034,0.006,0.018,0.242
"GOBERNADOR","No sabe",0,0,0,0
"CORTA_PRESIDENTE","Si",0.205,0.259,0.526,0.68
"CORTA_PRESIDENTE","No",0.795,0.741,0.474,0.32
"CORTA_GOBERNADOR","Si",0.269,0.475,0.689,0.756
"CORTA_GOBERNADOR","No",0.731,0.525,0.311,0.244
