"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.51,0.386,0.311,0.381
"P06","Bastante",0.376,0.377,0.382,0.543
"P06","Poco",0.105,0.22,0.254,0.059
"P06","Nada",0.008,0.017,0.03,0.017
"P06","No sabe",0.001,0,0.023,0
"P07","Siempre",0.305,0.211,0.145,0.142
"P07","Casi siempre",0.408,0.587,0.28,0.298
"P07","Casi nunca",0.233,0.145,0.432,0.304
"P07","Nunca, pero esta es una excepción",0.054,0.057,0.143,0.256
"P08","Tiene Decidido que va a ir a votar",0.916,0.825,0.804,0.738
"P08","Tiene dudas sobre si va a ir a  votar",0.051,0.142,0.094,0.19
"P08","Tiene Decidido que no va a ir a votar",0.033,0.033,0.102,0.072
"P11","Unión por la Patria",0.323,0.203,0.252,0.091
"P11","Juntos por el Cambio",0.316,0.375,0.086,0.106
"P11","Liberales",0.286,0.237,0.32,0.166
"P11","Izquierda",0.021,0.081,0.148,0.149
"P11","Otro",0.027,0.027,0.044,0.028
"P11","No sabe",0.027,0.077,0.15,0.46
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.328,0.277,0.221,0.099
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.357,0.381,0.336,0.07
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.275,0.272,0.221,0.165
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.016,0.03,0.027,0.155
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.001,0.015,0.109,0.094
"P20","Otros",0.018,0,0.016,0.21
"P20","En blanco",0.001,0.006,0,0.006
"P20","No sabe",0.004,0.019,0.07,0.201
"P23","Totalmente seguro",0.782,0.342,0.206,0.292
"P23","Bastante seguro",0.148,0.401,0.28,0.154
"P23","Algo seguro",0.058,0.236,0.354,0.017
"P23","Para nada seguro",0.012,0.021,0.16,0.537
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.232,0.199,0.268,0.125
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.335,0.334,0.239,0.068
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.21,0.165,0.318,0.26
