"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.857,0.462,0.118,0.572
"P09","Diego Santilli",0.031,0.139,0.381,0.115
"P09","Facundo Manes",0.014,0.074,0.131,0.036
"P09","Florencio Randazzo",0.023,0.055,0.038,0.042
"P09","A los candidatos de la izquierda",0.017,0.082,0.019,0
"P09","Jose Luis Espert",0.01,0.062,0.153,0
"P09","Otros candidatos",0.036,0.054,0.082,0.176
"P09","Votaría en blanco o anularía",0.012,0.072,0.078,0.059
