"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.244,0.23,0.258,0.198,0.272,0.24,0.238,0.285,0.217,0.239,0.223,0.226,0.236,0.271,0.548,0.055,0.173
"Mauricio Macri por Juntos por el Cambio",0.282,0.255,0.307,0.201,0.236,0.328,0.408,0.266,0.275,0.305,0.31,0.225,0.186,0.295,0.06,0.559,0.184
"Javier Milei por los liberales libertarios",0.213,0.296,0.133,0.343,0.228,0.171,0.096,0.199,0.24,0.192,0.202,0.304,0.198,0.186,0.08,0.24,0.246
"Nicolás del Caño por la izquierda",0.029,0.025,0.032,0.024,0.041,0.024,0.013,0.027,0.028,0.032,0.027,0.013,0.082,0.03,0.039,0.008,0.057
"Otro candidato",0.126,0.111,0.142,0.107,0.139,0.124,0.122,0.121,0.121,0.138,0.129,0.112,0.198,0.12,0.157,0.083,0.175
"Aún no lo tengo decidido",0.106,0.083,0.128,0.127,0.084,0.113,0.123,0.102,0.119,0.094,0.109,0.12,0.1,0.098,0.116,0.055,0.165
