"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Patricia Bullrich por Juntos por el Cambio",0.48,0.494,0.468,0.456,0.413,0.522,0.586,0.463,0.464,0.515,0.513,0.474,0.385,0.466,0.168,0.755,0.4
"Wado de Pedro por el Frente de Todos",0.279,0.276,0.282,0.22,0.339,0.261,0.231,0.252,0.272,0.313,0.277,0.235,0.359,0.289,0.583,0.099,0.158
"No sabe",0.241,0.23,0.25,0.324,0.248,0.217,0.183,0.285,0.264,0.172,0.21,0.291,0.256,0.245,0.249,0.146,0.442
