"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.414,0.474,0.452,0.317
"P04","Realizo changas o trabajos de vez en cuando",0.205,0.217,0.214,0.302
"P04","No tengo trabajo",0.15,0.136,0.171,0.218
"P04","Soy jubilado o pensionado",0.231,0.173,0.163,0.163
"P05","1",0.414,0.344,0.23,0.349
"P05","2",0.086,0.075,0.066,0.077
"P05","3",0.079,0.082,0.037,0.037
"P05","4",0.088,0.101,0.059,0.05
"P05","5",0.176,0.221,0.187,0.24
"P05","6",0.028,0.036,0.055,0.039
"P05","7",0.024,0.047,0.096,0.036
"P05","8",0.026,0.022,0.058,0.027
"P05","9",0.079,0.072,0.212,0.145
"P06","1",0.147,0.166,0.344,0.327
"P06","2",0.031,0.039,0.062,0.02
"P06","3",0.025,0.025,0.063,0.045
"P06","4",0.028,0.031,0.047,0.028
"P06","5",0.185,0.176,0.192,0.245
"P06","6",0.048,0.081,0.048,0.027
"P06","7",0.094,0.098,0.036,0.049
"P06","8",0.107,0.097,0.037,0.05
"P06","9",0.335,0.287,0.171,0.209
"P07","1",0.227,0.241,0.496,0.284
"P07","2",0.03,0.04,0.039,0.022
"P07","3",0.024,0.029,0.034,0.011
"P07","4",0.019,0.019,0.015,0.01
"P07","5",0.107,0.123,0.08,0.158
"P07","6",0.023,0.057,0.023,0.017
"P07","7",0.047,0.047,0.02,0.026
"P07","8",0.046,0.064,0.024,0.032
"P07","9",0.477,0.38,0.269,0.44
"P09","Del Frente de Todos y el peronismo",0.063,0.071,0.528,0.139
"P09","De Juntos por el cambio",0.686,0.433,0.111,0.157
"P09","De los Liberales libertarios",0.184,0.341,0.123,0.117
"P09","De la Izquierda",0.009,0.022,0.055,0.021
"P09","No sabe",0.058,0.133,0.183,0.566
"P10","A Alberto Fernández",0.312,0.342,0.202,0.451
"P10","A Sergio Massa",0.037,0.269,0.231,0.189
"P10","A algún candidato del peronismo",0.57,0.184,0.131,0.153
"P10","A algún candidato del kirchnerismo",0.081,0.205,0.436,0.207
"P11","A Alberto Fernández",0.214,0.377,0.166,0.412
"P11","A Sergio Massa",0.161,0.131,0.137,0.143
"P11","A algún candidato del peronismo",0.459,0.18,0.104,0.153
"P11","A Cristina Fernández de Kirchner",0.166,0.312,0.593,0.292
"P12","A Horacio Rodriguez Larreta",0.136,0.367,0.406,0.305
"P12","A Mauricio Macri",0.327,0.296,0.238,0.394
"P12","A Patricia Bullrich",0.514,0.159,0.081,0.057
"P12","A Facundo Manes",0.015,0.102,0.16,0.116
"P12","A Gerardo Morales",0.008,0.076,0.115,0.128
"P13","Seguro lo votaria",0.207,0.168,0.192,0.247
"P13","Quizás lo votaría",0.367,0.407,0.258,0.368
"P13","Nunca lo votaría",0.426,0.425,0.55,0.385
"P14","Lo votaría",0.528,0.232,0.054,0.097
"P14","Puede que lo vote",0.292,0.421,0.078,0.146
"P14","Nunca lo votaría",0.135,0.25,0.805,0.349
"P14","No sabe",0.045,0.097,0.063,0.408
"P15","Lo votaría",0.076,0.05,0.186,0.093
"P15","Puede que lo vote",0.07,0.138,0.281,0.095
"P15","Nunca lo votaría",0.824,0.761,0.459,0.338
"P15","No sabe",0.03,0.051,0.074,0.474
"P16","Lo votaría",0.043,0.066,0.205,0.158
"P16","Puede que lo vote",0.027,0.066,0.266,0.105
"P16","Nunca lo votaría",0.921,0.841,0.439,0.399
"P16","No sabe",0.009,0.027,0.09,0.338
"P17","La votaría",0.041,0.077,0.486,0.179
"P17","Puede que la vote",0.02,0.024,0.107,0.065
"P17","Nunca la votaría",0.934,0.881,0.372,0.449
"P17","No sabe",0.005,0.018,0.035,0.307
"P18","Lo votaría",0.242,0.155,0.071,0.099
"P18","Puede que lo vote",0.436,0.388,0.103,0.115
"P18","Nunca lo votaría",0.272,0.375,0.778,0.251
"P18","No sabe",0.05,0.082,0.048,0.535
"P19","Lo votaría",0.135,0.092,0.042,0.036
"P19","Puede que lo vote",0.32,0.353,0.124,0.094
"P19","Nunca lo votaría",0.474,0.408,0.717,0.13
"P19","No sabe",0.071,0.147,0.117,0.74
"P21","Lo votaría",0.355,0.306,0.122,0.128
"P21","Puede que lo vote",0.288,0.355,0.074,0.137
"P21","Nunca lo votaría",0.31,0.292,0.776,0.209
"P21","No sabe",0.047,0.047,0.028,0.526
"P22","La votaría",0.279,0.174,0.027,0.093
"P22","Puede que la vote",0.346,0.359,0.087,0.138
"P22","Nunca la votaría",0.276,0.357,0.822,0.189
"P22","No sabe",0.099,0.11,0.064,0.58
"P23","Lo votaría",0.052,0.053,0.18,0.064
"P23","Puede que lo vote",0.074,0.1,0.184,0.048
"P23","Nunca lo votaría",0.818,0.696,0.542,0.261
"P23","No sabe",0.056,0.151,0.094,0.627
"P24","Lo votaría",0.087,0.084,0.032,0.056
"P24","Puede que lo vote",0.284,0.229,0.08,0.049
"P24","Nunca lo votaría",0.537,0.514,0.76,0.222
"P24","No sabe",0.092,0.173,0.128,0.673
"P25","Mauricio Macri por Juntos por el Cambio",0.277,0.18,0.037,0.071
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.069,0.169,0.051,0.103
"P25","Patricia Bullrich por Juntos por el Cambio",0.457,0.104,0.024,0.03
"P25","Facundo Manes por Juntos por el Cambio",0.023,0.076,0.035,0.047
"P25","Alberto Fernández por el Frente de Todos",0.02,0.039,0.121,0.102
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.012,0.02,0.443,0.151
"P25","Javier Milei por los liberales libertarios",0.103,0.304,0.12,0.149
"P25","Nicolás del Caño por la izquierda",0.001,0.005,0.025,0.003
"P25","Otros candidatos",0.012,0.026,0.06,0.089
"P25","Aún no lo tengo decidido",0.026,0.077,0.084,0.255
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.118,0.225,0.062,0.151
"P26","Patricia Bullrich por Juntos por el Cambio",0.615,0.217,0.029,0.046
"P26","Facundo Manes por Juntos por el Cambio",0.099,0.096,0.045,0.046
