"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P04","Tengo trabajo estable",0.266,0.523,0.437,0.525
"P04","Realizo changas o trabajos de vez en cuando",0.398,0.145,0.21,0.142
"P04","No tengo trabajo",0.205,0.116,0.189,0.118
"P04","Soy jubilado o pensionado",0.131,0.216,0.164,0.215
"P05","1",0.36,0.269,0.21,0.147
"P05","2",0.065,0.092,0.04,0.072
"P05","3",0.034,0.031,0.024,0.018
"P05","4",0.035,0.059,0.084,0.034
"P05","5",0.069,0.149,0.229,0.129
"P05","6",0.013,0.063,0.051,0.084
"P05","7",0.077,0.099,0.1,0.166
"P05","8",0.062,0.051,0.049,0.102
"P05","9",0.285,0.187,0.213,0.248
"P06","1",0.507,0.335,0.299,0.462
"P06","2",0.042,0.078,0.038,0.102
"P06","3",0.056,0.08,0.074,0.083
"P06","4",0.032,0.065,0.054,0.066
"P06","5",0.121,0.169,0.247,0.124
"P06","6",0.022,0.032,0.032,0.052
"P06","7",0.029,0.029,0.075,0.019
"P06","8",0.016,0.04,0.023,0.02
"P06","9",0.175,0.172,0.158,0.072
"P07","1",0.47,0.481,0.483,0.693
"P07","2",0.028,0.071,0.02,0.063
"P07","3",0.012,0.044,0.047,0.043
"P07","4",0.012,0.02,0.019,0.01
"P07","5",0.059,0.095,0.084,0.057
"P07","6",0.012,0.024,0.013,0.012
"P07","7",0.007,0.009,0.042,0.005
"P07","8",0.017,0.013,0.031,0.003
"P07","9",0.383,0.243,0.261,0.114
"P11","A Alberto Fernández",0.69,0.071,0.055,0.031
"P11","A Sergio Massa",0.074,0.51,0.039,0.013
"P11","A algún candidato del peronismo",0.046,0.057,0.605,0.03
"P11","A Cristina Fernández de Kirchner",0.19,0.362,0.301,0.926
"P14","Lo votaría",0.132,0.029,0.111,0.016
"P14","Puede que lo vote",0.117,0.07,0.127,0.011
"P14","Nunca lo votaría",0.713,0.813,0.737,0.915
"P14","No sabe",0.038,0.088,0.025,0.058
"P15","Lo votaría",0.24,0.597,0.229,0.124
"P15","Puede que lo vote",0.356,0.211,0.348,0.448
"P15","Nunca lo votaría",0.334,0.164,0.364,0.292
"P15","No sabe",0.07,0.028,0.059,0.136
"P16","Lo votaría",0.755,0.271,0.175,0.184
"P16","Puede que lo vote",0.158,0.475,0.358,0.435
"P16","Nunca lo votaría",0.06,0.178,0.384,0.237
"P16","No sabe",0.027,0.076,0.083,0.144
"P17","La votaría",0.755,0.601,0.549,0.87
"P17","Puede que la vote",0.146,0.173,0.124,0.072
"P17","Nunca la votaría",0.053,0.179,0.272,0.043
"P17","No sabe",0.046,0.047,0.055,0.015
"P18","Lo votaría",0.131,0.084,0.085,0.071
"P18","Puede que lo vote",0.097,0.083,0.18,0.015
"P18","Nunca lo votaría",0.693,0.769,0.677,0.881
"P18","No sabe",0.079,0.064,0.058,0.033
"P19","Lo votaría",0.053,0.037,0.086,0.011
"P19","Puede que lo vote",0.152,0.191,0.201,0.086
"P19","Nunca lo votaría",0.606,0.637,0.601,0.794
"P19","No sabe",0.189,0.135,0.112,0.109
"P20","La votaría",0.075,0.009,0.194,0.011
"P20","Puede que la vote",0.074,0.059,0.057,0.025
"P20","Nunca la votaría",0.773,0.898,0.711,0.944
"P20","No sabe",0.078,0.034,0.038,0.02
"P21","Lo votaría",0.077,0.009,0.149,0.016
"P21","Puede que lo vote",0.126,0.052,0.105,0.022
"P21","Nunca lo votaría",0.722,0.895,0.703,0.952
"P21","No sabe",0.075,0.044,0.043,0.01
"P22","La votaría",0.075,0.012,0.084,0.012
"P22","Puede que la vote",0.104,0.064,0.121,0.011
"P22","Nunca la votaría",0.7,0.877,0.745,0.939
"P22","No sabe",0.121,0.047,0.05,0.038
"P23","Lo votaría",0.164,0.265,0.222,0.443
"P23","Puede que lo vote",0.136,0.317,0.237,0.263
"P23","Nunca lo votaría",0.592,0.343,0.488,0.215
"P23","No sabe",0.108,0.075,0.053,0.079
"P24","Lo votaría",0.059,0.05,0.059,0.059
"P24","Puede que lo vote",0.078,0.157,0.163,0.055
"P24","Nunca lo votaría",0.713,0.67,0.678,0.793
"P24","No sabe",0.15,0.123,0.1,0.093
"P25","Mauricio Macri por Juntos por el Cambio",0.045,0.011,0.068,0.022
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.024,0.011,0.086,0.004
"P25","Patricia Bullrich por Juntos por el Cambio",0.029,0.004,0.084,0.004
"P25","Facundo Manes por Juntos por el Cambio",0.003,0.019,0.031,0.013
"P25","Alberto Fernández por el Frente de Todos",0.511,0.117,0.12,0.011
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.341,0.655,0.431,0.903
"P25","Javier Milei por los liberales libertarios",0.01,0.016,0.016,0.004
"P25","Nicolás del Caño por la izquierda",0.011,0.003,0.008,0.005
"P25","Otros candidatos",0.014,0.097,0.079,0.019
"P25","Aún no lo tengo decidido",0.012,0.067,0.077,0.015
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.036,0.031,0.099,0.001
"P26","Patricia Bullrich por Juntos por el Cambio",0.04,0.009,0.11,0.01
"P26","Facundo Manes por Juntos por el Cambio",0.02,0.019,0.056,0.023
"P26","Wado de Pedro por el Frente de Todos",0.228,0.156,0.227,0.566
"P26","Sergio Massa por el Frente de Todos",0.361,0.71,0.26,0.239
"P26","Javier Milei por los liberales libertarios",0.079,0.024,0.034,0.017
"P26","Nicolás del Caño por la izquierda",0.026,0.003,0.01,0.017
"P26","Otros candidatos",0.038,0.018,0.099,0.035
"P26","Aún no lo tengo decidido",0.172,0.03,0.105,0.092
"P27","Cristina Fernández de Kirchner por el Frente de Todos",0.693,0.758,0.523,0.944
"P27","Mauricio Macri por Juntos por el Cambio",0.073,0.011,0.194,0.006
"P27","Javier Milei por los liberales libertarios",0.037,0.018,0.038,0.019
"P27","Nicolás del Caño por la izquierda",0.021,0.022,0.032,0.002
"P27","Otro candidato",0.05,0.124,0.14,0.007
"P27","Aún no lo tengo decidido",0.126,0.067,0.073,0.022
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.124,0.23,0.059
"P29","Wado de Pedro por el Frente de Todos",0.4,0.597,0.372,0.759
"P29","Javier Milei por los liberales libertarios",0.054,0.023,0.101,0.028
"P29","Nicolás del Caño por la izquierda",0.006,0.024,0.018,0.007
"P29","Otro candidato",0.19,0.131,0.186,0.056
"P29","Aún no lo tengo decidido",0.249,0.101,0.093,0.091
"P31","Sergio Massa por el Frente de Todos",0.533,0.856,0.405,0.559
"P31","Patricia Bullrich por Juntos por el Cambio",0.072,0.042,0.224,0.039
"P31","Javier Milei por los liberales libertarios",0.028,0.015,0.068,0.019
"P31","Nicolás del Caño por la izquierda",0.026,0.008,0.009,0.045
"P31","Otro candidato",0.121,0.046,0.236,0.185
"P31","Aún no lo tengo decidido",0.22,0.033,0.058,0.153
"P33","Sergio Massa por el Frente de Todos",0.543,0.79,0.424,0.549
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.091,0.136,0.177,0.048
"P33","Javier Milei por los liberales libertarios",0.056,0.017,0.073,0.019
"P33","Nicolás del Caño por la izquierda",0.008,0.007,0.009,0.041
"P33","Otro candidato",0.117,0.038,0.211,0.195
"P33","Aún no lo tengo decidido",0.185,0.012,0.106,0.148
"P35","Cristina Fernández de Kirchner por el Frente de Todos",0.741,0.778,0.497,0.905
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.055,0.073,0.204,0.027
"P35","Javier Milei por los liberales libertarios",0.045,0.02,0.073,0.011
"P35","Nicolás del Caño por la izquierda",0.003,0.004,0.02,0.007
"P35","Otro candidato",0.026,0.097,0.149,0.022
"P35","Aún no lo tengo decidido",0.13,0.028,0.057,0.028
"P36","Sergio Massa por el Frente de Todos",0.612,0.884,0.46,0.629
"P36","Mauricio Macri por Juntos por el Cambio",0.083,0.03,0.167,0.015
"P36","Javier Milei por los liberales libertarios",0.022,0.032,0.072,0.011
"P36","Nicolás del Caño por la izquierda",0.011,0.006,0.043,0.023
"P36","Otro candidato",0.116,0.035,0.199,0.192
"P36","Aún no lo tengo decidido",0.156,0.013,0.059,0.13
"P37","Wado de Pedro por el Frente de Todos",0.502,0.746,0.506,0.779
"P37","Mauricio Macri por Juntos por el Cambio",0.063,0.017,0.176,0.009
"P37","Javier Milei por los liberales libertarios",0.059,0.033,0.041,0.022
"P37","Nicolás del Caño por la izquierda",0.025,0.008,0.033,0.016
"P37","Otro candidato",0.157,0.098,0.155,0.082
"P37","Aún no lo tengo decidido",0.194,0.098,0.089,0.092
"P38","Wado de Pedro por el Frente de Todos",0.483,0.752,0.501,0.805
"P38","Patricia Bullrich por Juntos por el Cambio",0.074,0.01,0.184,0.008
"P38","Javier Milei por los liberales libertarios",0.024,0.032,0.028,0.014
"P38","Nicolás del Caño por la izquierda",0,0.012,0.02,0.017
"P38","Otro candidato",0.195,0.094,0.188,0.087
"P38","Aún no lo tengo decidido",0.224,0.1,0.079,0.069
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.748,0.804,0.534,0.926
"P39","Patricia Bullrich por Juntos por el Cambio",0.086,0.004,0.206,0.013
"P39","Javier Milei por los liberales libertarios",0.002,0.024,0.058,0.013
"P39","Nicolás del Caño por la izquierda",0,0.01,0.048,0.004
"P39","Otro candidato",0.047,0.093,0.081,0.024
"P39","Aún no lo tengo decidido",0.117,0.065,0.073,0.02
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.866,0.731,0.569,0.877
"P40","Mauricio Macri por Juntos por el Cambio",0.077,0.19,0.357,0.104
"P40","No sabe",0.057,0.079,0.074,0.019
"P41","Wado de Pedro por el Frente de Todos",0.648,0.772,0.534,0.837
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.077,0.056,0.265,0.028
"P41","No sabe",0.275,0.172,0.201,0.135
"P42","Sergio Massa por el Frente de Todos",0.728,0.901,0.486,0.725
"P42","Patricia Bullrich por Juntos por el Cambio",0.042,0.036,0.308,0.019
"P42","No sabe",0.23,0.063,0.206,0.256
"P43","Sergio Massa por el Frente de Todos",0.722,0.941,0.516,0.766
"P43","Mauricio Macri por Juntos por el Cambio",0.047,0.022,0.32,0.026
"P43","No sabe",0.231,0.037,0.164,0.208
"P44","Sergio Massa por el Frente de Todos",0.769,0.929,0.452,0.779
"P44","Javier Milei por los liberales libertarios",0.031,0.05,0.286,0.013
"P44","No sabe",0.2,0.021,0.262,0.208
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.482,0.461,0.281,0.357
"P45","Javier Milei por los liberales libertarios",0.084,0.056,0.209,0.046
"P45","No sabe",0.434,0.483,0.51,0.597
"P46","Patricia Bullrich por Juntos por el Cambio",0.2,0.069,0.282,0.051
"P46","Wado de Pedro por el Frente de Todos",0.481,0.645,0.443,0.809
"P46","No sabe",0.319,0.286,0.275,0.14
"P47","Patricia Bullrich por Juntos por el Cambio",0.115,0.073,0.361,0.027
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.834,0.858,0.496,0.947
"P47","No sabe",0.051,0.069,0.143,0.026
"P48","Muy buena",0.37,0.144,0.14,0.083
"P48","Buena",0.288,0.434,0.242,0.471
"P48","Ni buena ni mala",0.241,0.296,0.21,0.319
"P48","Mala",0.038,0.078,0.155,0.099
"P48","Muy mala",0.063,0.048,0.215,0.02
"P48","No sabe",0,0,0.038,0.008
"P49","Muy buena",0.434,0.155,0.069,0.083
"P49","Buena",0.283,0.337,0.205,0.393
"P49","Ni buena ni mala",0.177,0.333,0.219,0.387
"P49","Mala",0.075,0.1,0.141,0.102
"P49","Muy mala",0.031,0.075,0.332,0.033
"P49","No sabe",0,0,0.034,0.002
"P50","Muy buena",0.61,0.558,0.38,0.811
"P50","Buena",0.244,0.193,0.112,0.109
"P50","Ni buena ni mala",0.091,0.135,0.126,0.054
"P50","Mala",0.025,0.054,0.024,0.018
"P50","Muy mala",0.03,0.048,0.358,0.008
"P50","No sabe",0,0.012,0,0
