"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P51","Muy buena",0.078,0.11,0.097,0.137
"P51","Buena",0.094,0.055,0.093,0.027
"P51","Ni buena ni mala",0.104,0.041,0.151,0.01
"P51","Mala",0.226,0.161,0.222,0.086
"P51","Muy mala",0.453,0.628,0.437,0.738
"P51","No sabe",0.045,0.005,0,0.002
"P52","Muy buena",0.061,0.036,0.072,0.023
"P52","Buena",0.065,0.032,0.195,0.015
"P52","Ni buena ni mala",0.206,0.109,0.212,0.06
"P52","Mala",0.124,0.264,0.221,0.175
"P52","Muy mala",0.447,0.537,0.3,0.716
"P52","No sabe",0.097,0.022,0,0.011
"P53","Muy buena",0.192,0.418,0.113,0.08
"P53","Buena",0.393,0.297,0.273,0.342
"P53","Ni buena ni mala",0.183,0.109,0.292,0.37
"P53","Mala",0.051,0.058,0.086,0.112
"P53","Muy mala",0.126,0.105,0.233,0.091
"P53","No sabe",0.055,0.013,0.003,0.005
"P54","Muy buena",0.068,0.107,0.182,0.023
"P54","Buena",0.122,0.035,0.101,0.033
"P54","Ni buena ni mala",0.161,0.067,0.118,0.07
"P54","Mala",0.203,0.128,0.11,0.1
"P54","Muy mala",0.411,0.659,0.482,0.771
"P54","No sabe",0.035,0.004,0.007,0.003
"P55","Muy buena",0.057,0.026,0.123,0.018
"P55","Buena",0.103,0.014,0.103,0.006
"P55","Ni buena ni mala",0.158,0.069,0.154,0.057
"P55","Mala",0.136,0.179,0.219,0.1
"P55","Muy mala",0.456,0.706,0.394,0.811
"P55","No sabe",0.09,0.006,0.007,0.008
"P56","Muy buena",0.052,0.009,0.128,0.014
"P56","Buena",0.048,0.01,0.105,0.005
"P56","Ni buena ni mala",0.229,0.053,0.115,0.029
"P56","Mala",0.157,0.246,0.259,0.127
"P56","Muy mala",0.468,0.654,0.384,0.81
"P56","No sabe",0.046,0.028,0.009,0.015
"P57","Muy buena",0.196,0.306,0.26,0.47
"P57","Buena",0.323,0.222,0.21,0.277
"P57","Ni buena ni mala",0.215,0.204,0.22,0.115
"P57","Mala",0.04,0.103,0.206,0.022
"P57","Muy mala",0.096,0.103,0.09,0.096
"P57","No sabe",0.13,0.062,0.014,0.02
"P58","Muy buena",0.1,0.072,0.066,0.108
"P58","Buena",0.109,0.178,0.198,0.081
"P58","Ni buena ni mala",0.348,0.355,0.355,0.341
"P58","Mala",0.129,0.162,0.229,0.218
"P58","Muy mala",0.126,0.152,0.105,0.228
"P58","No sabe",0.188,0.081,0.047,0.024
"P59","Muy buena",0.026,0.005,0.085,0.022
"P59","Buena",0.019,0.081,0.145,0.009
"P59","Ni buena ni mala",0.3,0.275,0.183,0.146
"P59","Mala",0.17,0.178,0.173,0.161
"P59","Muy mala",0.325,0.374,0.356,0.622
"P59","No sabe",0.16,0.087,0.058,0.04
"P60","Siempre",0.301,0.31,0.315,0.295
"P60","Casi siempre",0.321,0.357,0.403,0.416
"P60","Casi nunca",0.24,0.254,0.205,0.233
"P60","Nunca, pero esta es una excepción",0.138,0.079,0.077,0.056
"P61","Si",0.523,0.609,0.65,0.644
"P61","No",0.477,0.391,0.35,0.356
