"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P14","Puede que lo vote",0.35,0.149,0.33,0.294,0.377
"P14","Nunca lo votaría",0.256,0.068,0.137,0.541,0.387
"P14","No sabe",0.049,0.019,0.062,0.021,0.046
"P15","Lo votaría",0.099,0.084,0.068,0.165,0.101
"P15","Puede que lo vote",0.081,0.099,0.074,0.143,0.156
"P15","Nunca lo votaría",0.778,0.789,0.841,0.622,0.676
"P15","No sabe",0.042,0.028,0.017,0.07,0.067
"P16","Lo votaría",0.088,0.049,0.021,0.078,0.23
"P16","Puede que lo vote",0.055,0.056,0.017,0.137,0.036
"P16","Nunca lo votaría",0.854,0.879,0.949,0.758,0.718
"P16","No sabe",0.003,0.016,0.013,0.027,0.016
"P17","La votaría",0.084,0.025,0.027,0.231,0.215
"P17","Puede que la vote",0.02,0.049,0.002,0.065,0.02
"P17","Nunca la votaría",0.886,0.909,0.966,0.69,0.761
"P17","No sabe",0.01,0.017,0.005,0.014,0.004
"P18","Lo votaría",0.498,0.199,0.166,0.304,0.143
"P18","Puede que lo vote",0.231,0.473,0.515,0.288,0.43
"P18","Nunca lo votaría",0.24,0.269,0.272,0.316,0.381
"P18","No sabe",0.031,0.059,0.047,0.092,0.046
"P19","Lo votaría",0.144,0.075,0.056,0.52,0.203
"P19","Puede que lo vote",0.35,0.272,0.353,0.193,0.294
"P19","Nunca lo votaría",0.371,0.539,0.526,0.235,0.351
"P19","No sabe",0.135,0.114,0.065,0.052,0.152
"P20","La votaría",0.288,0.564,0.826,0.117,0.091
"P20","Puede que la vote",0.383,0.25,0.125,0.4,0.401
"P20","Nunca la votaría",0.276,0.131,0.042,0.408,0.396
"P20","No sabe",0.053,0.055,0.007,0.075,0.112
"P21","Lo votaría",0.192,0.131,0.217,0.071,0.085
"P21","Puede que lo vote",0.295,0.318,0.356,0.189,0.229
"P21","Nunca lo votaría",0.446,0.482,0.352,0.606,0.676
"P21","No sabe",0.067,0.069,0.075,0.134,0.01
"P22","La votaría",0.318,0.251,0.229,0.148,0.304
"P22","Puede que la vote",0.331,0.376,0.442,0.276,0.158
"P22","Nunca la votaría",0.255,0.27,0.257,0.482,0.495
"P22","No sabe",0.096,0.103,0.072,0.094,0.043
"P23","Lo votaría",0.071,0.038,0.011,0.133,0.041
"P23","Puede que lo vote",0.072,0.073,0.093,0.131,0.067
"P23","Nunca lo votaría",0.738,0.803,0.847,0.655,0.77
"P23","No sabe",0.119,0.086,0.049,0.081,0.122
"P24","Lo votaría",0.081,0.062,0.032,0.216,0.526
"P24","Puede que lo vote",0.259,0.284,0.283,0.381,0.115
"P24","Nunca lo votaría",0.503,0.532,0.589,0.352,0.252
"P24","No sabe",0.157,0.122,0.096,0.051,0.107
"P25","Mauricio Macri por Juntos por el Cambio",0.188,0.759,0.091,0.031,0.159
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.521,0.049,0.027,0.023,0.085
"P25","Patricia Bullrich por Juntos por el Cambio",0.095,0.098,0.753,0.061,0.05
"P25","Facundo Manes por Juntos por el Cambio",0.014,0.017,0.014,0.542,0.178
"P25","Alberto Fernández por el Frente de Todos",0.063,0.036,0.012,0.02,0.078
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.021,0.004,0.002,0.167,0.155
"P25","Javier Milei por los liberales libertarios",0.056,0.013,0.058,0.003,0.042
"P25","Nicolás del Caño por la izquierda",0,0,0.002,0,0.019
"P25","Otros candidatos",0.02,0.009,0.009,0.104,0.135
"P25","Aún no lo tengo decidido",0.022,0.015,0.032,0.049,0.099
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.508,0.29,0.051,0.062,0.224
"P26","Patricia Bullrich por Juntos por el Cambio",0.248,0.56,0.717,0.039,0.123
"P26","Facundo Manes por Juntos por el Cambio",0.048,0.044,0.145,0.537,0.235
"P26","Wado de Pedro por el Frente de Todos",0.032,0.012,0.001,0.137,0.096
"P26","Sergio Massa por el Frente de Todos",0.042,0.007,0.003,0.081,0.109
"P26","Javier Milei por los liberales libertarios",0.058,0.018,0.035,0.06,0.104
"P26","Nicolás del Caño por la izquierda",0.004,0.004,0.018,0,0
"P26","Otros candidatos",0.013,0.006,0.007,0.015,0.072
"P26","Aún no lo tengo decidido",0.047,0.059,0.023,0.069,0.037
"P27","Cristina Fernández de Kirchner por el Frente de Todos",0.083,0.019,0.018,0.178,0.163
"P27","Mauricio Macri por Juntos por el Cambio",0.524,0.887,0.614,0.232,0.329
"P27","Javier Milei por los liberales libertarios",0.122,0.032,0.155,0.156,0.074
"P27","Nicolás del Caño por la izquierda",0.004,0.001,0.004,0.041,0.01
"P27","Otro candidato",0.161,0.025,0.134,0.322,0.284
"P27","Aún no lo tengo decidido",0.106,0.036,0.075,0.071,0.14
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.629,0.585,0.506,0.29,0.374
"P29","Wado de Pedro por el Frente de Todos",0.091,0.103,0.062,0.239,0.202
"P29","Javier Milei por los liberales libertarios",0.116,0.113,0.184,0.099,0.074
"P29","Nicolás del Caño por la izquierda",0.014,0.001,0.003,0,0.019
"P29","Otro candidato",0.075,0.106,0.148,0.322,0.231
"P29","Aún no lo tengo decidido",0.075,0.092,0.097,0.05,0.1
"P31","Sergio Massa por el Frente de Todos",0.108,0.039,0.038,0.182,0.113
"P31","Patricia Bullrich por Juntos por el Cambio",0.557,0.778,0.817,0.306,0.465
"P31","Javier Milei por los liberales libertarios",0.145,0.072,0.085,0.087,0.103
"P31","Nicolás del Caño por la izquierda",0.012,0.007,0.004,0,0
"P31","Otro candidato",0.102,0.041,0.026,0.304,0.264
"P31","Aún no lo tengo decidido",0.076,0.063,0.03,0.121,0.055
"P33","Sergio Massa por el Frente de Todos",0.091,0.07,0.061,0.155,0.168
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.654,0.637,0.565,0.311,0.466
"P33","Javier Milei por los liberales libertarios",0.083,0.097,0.188,0.056,0.033
"P33","Nicolás del Caño por la izquierda",0.004,0.011,0,0.02,0
"P33","Otro candidato",0.083,0.118,0.11,0.302,0.275
"P33","Aún no lo tengo decidido",0.085,0.067,0.076,0.156,0.058
"P35","Cristina Fernández de Kirchner por el Frente de Todos",0.114,0.065,0.06,0.151,0.111
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.692,0.65,0.531,0.374,0.569
"P35","Javier Milei por los liberales libertarios",0.084,0.112,0.232,0.139,0.039
"P35","Nicolás del Caño por la izquierda",0.001,0.01,0.001,0.058,0
"P35","Otro candidato",0.069,0.092,0.114,0.2,0.234
"P35","Aún no lo tengo decidido",0.04,0.071,0.062,0.078,0.047
"P36","Sergio Massa por el Frente de Todos",0.078,0.054,0.029,0.189,0.093
"P36","Mauricio Macri por Juntos por el Cambio",0.568,0.856,0.62,0.26,0.514
"P36","Javier Milei por los liberales libertarios",0.135,0.032,0.18,0.102,0.037
"P36","Nicolás del Caño por la izquierda",0.011,0.009,0.005,0,0
"P36","Otro candidato",0.148,0.029,0.111,0.275,0.24
"P36","Aún no lo tengo decidido",0.06,0.02,0.055,0.174,0.116
"P37","Wado de Pedro por el Frente de Todos",0.073,0.013,0.019,0.195,0.123
"P37","Mauricio Macri por Juntos por el Cambio",0.556,0.89,0.682,0.24,0.48
"P37","Javier Milei por los liberales libertarios",0.154,0.027,0.153,0.118,0.043
"P37","Nicolás del Caño por la izquierda",0.021,0.012,0.003,0.011,0
"P37","Otro candidato",0.132,0.034,0.095,0.341,0.319
"P37","Aún no lo tengo decidido",0.064,0.024,0.048,0.095,0.035
"P38","Wado de Pedro por el Frente de Todos",0.067,0.025,0.012,0.115,0.131
"P38","Patricia Bullrich por Juntos por el Cambio",0.615,0.81,0.849,0.318,0.325
"P38","Javier Milei por los liberales libertarios",0.098,0.051,0.085,0.112,0.123
"P38","Nicolás del Caño por la izquierda",0.014,0.011,0.002,0.012,0.009
"P38","Otro candidato",0.134,0.041,0.027,0.321,0.305
"P38","Aún no lo tengo decidido",0.072,0.062,0.025,0.122,0.107
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.071,0.018,0.002,0.188,0.199
"P39","Patricia Bullrich por Juntos por el Cambio",0.6,0.806,0.896,0.332,0.359
"P39","Javier Milei por los liberales libertarios",0.117,0.05,0.069,0.048,0.133
"P39","Nicolás del Caño por la izquierda",0.023,0.011,0,0.007,0
"P39","Otro candidato",0.123,0.06,0.015,0.311,0.202
"P39","Aún no lo tengo decidido",0.066,0.055,0.018,0.114,0.107
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.145,0.081,0.103,0.268,0.265
"P40","Mauricio Macri por Juntos por el Cambio",0.656,0.868,0.771,0.464,0.561
"P40","No sabe",0.199,0.051,0.126,0.268,0.174
"P41","Wado de Pedro por el Frente de Todos",0.051,0.011,0.024,0.206,0.141
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.832,0.82,0.776,0.655,0.568
"P41","No sabe",0.117,0.169,0.2,0.139,0.291
"P42","Sergio Massa por el Frente de Todos",0.082,0.003,0.009,0.141,0.216
"P42","Patricia Bullrich por Juntos por el Cambio",0.769,0.903,0.928,0.62,0.532
"P42","No sabe",0.149,0.094,0.063,0.239,0.252
"P43","Sergio Massa por el Frente de Todos",0.091,0.002,0.011,0.293,0.098
"P43","Mauricio Macri por Juntos por el Cambio",0.737,0.961,0.879,0.56,0.681
"P43","No sabe",0.172,0.037,0.11,0.147,0.221
"P44","Sergio Massa por el Frente de Todos",0.08,0.013,0.011,0.235,0.147
"P44","Javier Milei por los liberales libertarios",0.527,0.517,0.618,0.301,0.426
"P44","No sabe",0.393,0.47,0.371,0.464,0.427
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.444,0.302,0.325,0.401,0.342
"P45","Javier Milei por los liberales libertarios",0.275,0.371,0.413,0.297,0.327
"P45","No sabe",0.281,0.327,0.262,0.302,0.331
"P46","Patricia Bullrich por Juntos por el Cambio",0.753,0.857,0.883,0.6,0.558
"P46","Wado de Pedro por el Frente de Todos",0.076,0.038,0.067,0.156,0.123
"P46","No sabe",0.171,0.105,0.05,0.244,0.319
"P47","Patricia Bullrich por Juntos por el Cambio",0.759,0.949,0.973,0.644,0.743
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.062,0.007,0.007,0.135,0.112
"P47","No sabe",0.179,0.044,0.02,0.221,0.145
"P48","Muy buena",0.11,0.109,0.113,0.038,0.181
"P48","Buena",0.068,0.013,0.01,0.098,0
"P48","Ni buena ni mala",0.068,0.035,0.018,0.12,0
"P48","Mala",0.105,0.061,0.043,0.144,0.21
"P48","Muy mala",0.646,0.781,0.813,0.6,0.609
"P48","No sabe",0.003,0.001,0.003,0,0
"P49","Muy buena",0.013,0.028,0,0.03,0.023
"P49","Buena",0.016,0.016,0.003,0.024,0
"P49","Ni buena ni mala",0.057,0.022,0.019,0.196,0.122
"P49","Mala",0.148,0.156,0.095,0.174,0.048
"P49","Muy mala",0.746,0.777,0.879,0.576,0.807
"P49","No sabe",0.02,0.001,0.004,0,0
"P50","Muy buena",0.03,0.019,0.001,0.202,0.122
"P50","Buena",0.013,0.014,0.004,0.021,0
"P50","Ni buena ni mala",0.039,0.008,0.012,0.051,0.024
"P50","Mala",0.084,0.071,0.033,0.035,0
"P50","Muy mala",0.828,0.887,0.948,0.691,0.854
"P50","No sabe",0.006,0.001,0.002,0,0
"P51","Muy buena",0.203,0.578,0.263,0.132,0.148
"P51","Buena",0.323,0.218,0.401,0.276,0.331
"P51","Ni buena ni mala",0.203,0.042,0.188,0.209,0.208
"P51","Mala",0.086,0.027,0.039,0.128,0.039
"P51","Muy mala",0.185,0.133,0.109,0.255,0.274
"P51","No sabe",0,0.002,0,0,0
"P52","Muy buena",0.527,0.325,0.178,0.172,0.174
"P52","Buena",0.29,0.35,0.385,0.39,0.301
"P52","Ni buena ni mala",0.13,0.244,0.313,0.22,0.398
"P52","Mala",0.01,0.048,0.085,0.042,0.007
"P52","Muy mala",0.031,0.031,0.033,0.164,0.12
"P52","No sabe",0.012,0.002,0.006,0.012,0
"P53","Muy buena",0.115,0.036,0.027,0.006,0.123
"P53","Buena",0.076,0.076,0.047,0.13,0.036
"P53","Ni buena ni mala",0.138,0.11,0.068,0.228,0.152
"P53","Mala",0.184,0.156,0.147,0.093,0.138
"P53","Muy mala",0.484,0.616,0.709,0.543,0.551
"P53","No sabe",0.003,0.006,0.002,0,0
"P54","Muy buena",0.264,0.569,0.621,0.12,0.179
"P54","Buena",0.346,0.26,0.202,0.357,0.306
"P54","Ni buena ni mala",0.145,0.078,0.028,0.227,0.306
"P54","Mala",0.072,0.027,0.027,0.058,0.048
"P54","Muy mala",0.122,0.062,0.121,0.238,0.161
"P54","No sabe",0.051,0.004,0.001,0,0
"P55","Muy buena",0.162,0.147,0.164,0.108,0.11
"P55","Buena",0.238,0.211,0.29,0.108,0.041
"P55","Ni buena ni mala",0.326,0.419,0.346,0.245,0.477
"P55","Mala",0.122,0.106,0.126,0.173,0.135
"P55","Muy mala",0.139,0.081,0.059,0.33,0.237
"P55","No sabe",0.013,0.036,0.015,0.036,0
"P56","Muy buena",0.42,0.4,0.261,0.356,0.431
"P56","Buena",0.353,0.311,0.4,0.239,0.135
"P56","Ni buena ni mala",0.141,0.204,0.244,0.139,0.263
"P56","Mala",0.046,0.04,0.071,0.046,0.03
"P56","Muy mala",0.038,0.033,0.02,0.214,0.141
"P56","No sabe",0.002,0.012,0.004,0.006,0
"P57","Muy buena",0.07,0.07,0.028,0.085,0.07
"P57","Buena",0.097,0.055,0.065,0.188,0.058
"P57","Ni buena ni mala",0.165,0.165,0.122,0.253,0.467
"P57","Mala",0.235,0.167,0.197,0.161,0.083
"P57","Muy mala",0.354,0.501,0.553,0.301,0.322
"P57","No sabe",0.079,0.042,0.035,0.012,0
"P58","Muy buena",0.096,0.054,0.048,0.572,0.173
"P58","Buena",0.205,0.173,0.162,0.173,0.275
"P58","Ni buena ni mala",0.335,0.326,0.341,0.181,0.223
"P58","Mala",0.177,0.203,0.245,0.035,0.147
"P58","Muy mala",0.132,0.212,0.19,0.039,0.055
"P58","No sabe",0.055,0.032,0.014,0,0.127
"P59","Muy buena",0.086,0.089,0.061,0.2,0.62
"P59","Buena",0.224,0.248,0.224,0.202,0.107
"P59","Ni buena ni mala",0.364,0.342,0.407,0.304,0.015
"P59","Mala",0.116,0.142,0.166,0.091,0.135
"P59","Muy mala",0.083,0.133,0.099,0.19,0.012
"P59","No sabe",0.127,0.046,0.043,0.013,0.111
"P60","Siempre",0.339,0.326,0.245,0.268,0.313
"P60","Casi siempre",0.39,0.349,0.379,0.466,0.221
"P60","Casi nunca",0.219,0.231,0.239,0.246,0.148
"P60","Nunca, pero esta es una excepción",0.052,0.094,0.137,0.02,0.318
"P61","Si",0.57,0.556,0.535,0.583,0.629
"P61","No",0.43,0.444,0.465,0.417,0.371
