"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Wado de Pedro por el Frente de Todos",0.236,0.217,0.255,0.188,0.264,0.233,0.228,0.231,0.222,0.259,0.222,0.177,0.313,0.263,0.549,0.045,0.094
"Mauricio Macri por Juntos por el Cambio",0.296,0.265,0.328,0.179,0.252,0.351,0.431,0.291,0.286,0.315,0.326,0.237,0.209,0.308,0.073,0.575,0.166
"Javier Milei por los liberales libertarios",0.213,0.289,0.138,0.38,0.232,0.156,0.086,0.19,0.242,0.196,0.201,0.333,0.22,0.171,0.092,0.222,0.279
"Nicolás del Caño por la izquierda",0.024,0.027,0.02,0.017,0.033,0.021,0.014,0.034,0.017,0.023,0.022,0.008,0.041,0.03,0.026,0.011,0.048
"Otro candidato",0.118,0.107,0.128,0.119,0.119,0.127,0.1,0.104,0.129,0.116,0.119,0.096,0.114,0.126,0.12,0.087,0.229
"Aún no lo tengo decidido",0.113,0.095,0.131,0.117,0.1,0.112,0.141,0.15,0.104,0.091,0.11,0.149,0.103,0.102,0.14,0.06,0.184
