"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Wado de Pedro por el Frente de Todos",0.239,0.22,0.258,0.201,0.267,0.23,0.226,0.228,0.226,0.265,0.236,0.175,0.304,0.259,0.56,0.045,0.091
"Patricia Bullrich por Juntos por el Cambio",0.343,0.316,0.37,0.225,0.286,0.409,0.487,0.316,0.337,0.375,0.377,0.284,0.268,0.347,0.082,0.628,0.282
"Javier Milei por los liberales libertarios",0.185,0.264,0.105,0.349,0.206,0.12,0.07,0.165,0.22,0.159,0.162,0.3,0.179,0.158,0.071,0.188,0.245
"Nicolás del Caño por la izquierda",0.023,0.023,0.024,0.012,0.032,0.024,0.014,0.029,0.019,0.024,0.028,0.01,0.043,0.023,0.028,0.009,0.045
"Otro candidato",0.104,0.105,0.104,0.093,0.122,0.106,0.076,0.117,0.098,0.101,0.107,0.099,0.107,0.104,0.128,0.07,0.191
"Aún no lo tengo decidido",0.106,0.072,0.139,0.12,0.087,0.111,0.127,0.145,0.1,0.076,0.09,0.132,0.099,0.109,0.131,0.06,0.146
