"var","categoria","Si","No"
"P05","Mucho",0.406,0.563
"P05","Bastante",0.288,0.276
"P05","Poco",0.206,0.124
"P05","Nada",0.085,0.024
"P05","No sabe",0.015,0.013
"P06","Siempre",0.21,0.192
"P06","Casi siempre",0.306,0.328
"P06","Casi nunca",0.359,0.342
"P06","Nunca, pero esta es una excepción",0.125,0.138
"P10","Unión por la Patria",0.247,0.453
"P10","Juntos por el Cambio",0.269,0.243
"P10","De los Liberales libertarios",0.255,0.213
"P10","De la Izquierda",0.046,0.023
"P10","Hacemos por nuestro país",0.033,0.017
"P10","En blanco",0.026,0.016
"P10","No sabe",0.124,0.035
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria.",0.237,0.46
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.284,0.282
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Claudio Baumgarten a intendente por la Libertad Avanza",0.264,0.224
"P13","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Paula Akerfeld a intendenta por el Frente de Izquierda",0.033,0.01
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.054,0.003
"P13","En blanco",0.045,0.007
"P13","No sabe",0.083,0.014
"P26","Totalmente seguro.",0.592,0.744
"P26","Bastante seguro",0.239,0.203
"P26","Algo seguro",0.108,0.031
"P26","Para nada seguro",0.061,0.022
"P27","Tiene Decidido que va a ir a votar.",0.861,0.944
"P27","Tiene dudas sobre si va a ir a  votar",0.113,0.05
"P27","Tiene Decidido que no va a ir a votar",0.026,0.006
"P28","Si",0.431,0.451
"P28","No",0.569,0.549
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.231,0.46
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.316,0.283
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.318,0.224
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.028,0.01
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.022,0.003
"PRESIDENTE","En blanco",0.017,0.006
"PRESIDENTE","No sabe",0.068,0.014
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.201,0.465
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.345,0.284
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.274,0.217
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.048,0.01
"GOBERNADOR","En blanco",0.033,0.01
"GOBERNADOR","No sabe",0.099,0.014
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria.",0.461,0.46
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.327,0.283
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.096,0.225
"INTENDENTE","Paula Akerfeld a intendenta por el Frente de Izquierda",0.048,0.009
"INTENDENTE","En blanco",0.027,0.009
"INTENDENTE","No sabe",0.041,0.014
"CORTA_PRESIDENTE","Si",0.377,0
"CORTA_PRESIDENTE","No",0.623,1
"CORTA_GOBERNADOR","Si",0.52,0
"CORTA_GOBERNADOR","No",0.48,1
"CORTA_INTENDENTE","Si",0.663,0
"CORTA_INTENDENTE","No",0.337,1
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.232,0.466
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.34,0.288
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.352,0.225
"PRESIDENTE_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.031,0.011
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.022,0.003
"PRESIDENTE_imputada","En blanco",0.023,0.007
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.228,0.471
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.395,0.289
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.277,0.218
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.065,0.011
"GOBERNADOR_imputada","En blanco",0.035,0.011
"INTENDENTE_imputada","Julio Zamora a intendente por Unión por la Patria.",0.492,0.465
"INTENDENTE_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.337,0.288
"INTENDENTE_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.096,0.226
"INTENDENTE_imputada","Paula Akerfeld a intendenta por el Frente de Izquierda",0.048,0.011
"INTENDENTE_imputada","En blanco",0.027,0.01
