"var","categoria","Si","No"
"P05","Mucho",0.464,0.496
"P05","Bastante",0.235,0.291
"P05","Poco",0.153,0.163
"P05","Nada",0.117,0.039
"P05","No sabe",0.031,0.011
"P06","Siempre",0.241,0.192
"P06","Casi siempre",0.261,0.329
"P06","Casi nunca",0.367,0.347
"P06","Nunca, pero esta es una excepción",0.131,0.132
"P10","Unión por la Patria",0.234,0.379
"P10","Juntos por el Cambio",0.188,0.271
"P10","De los Liberales libertarios",0.248,0.23
"P10","De la Izquierda",0.089,0.022
"P10","Hacemos por nuestro país",0.073,0.014
"P10","En blanco",0.043,0.016
"P10","No sabe",0.125,0.068
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria.",0.197,0.386
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.21,0.3
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Claudio Baumgarten a intendente por la Libertad Avanza",0.199,0.253
"P13","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Paula Akerfeld a intendenta por el Frente de Izquierda",0.065,0.011
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.126,0.006
"P13","En blanco",0.118,0.005
"P13","No sabe",0.085,0.039
"P16","Si",1,0.374
"P16","No",0,0.626
"P17","Sergio Massa a presidente por Unión por la Patria.",0.195,0.262
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.292,0.332
"P17","Javier Milei a presidente por la Libertad Avanza",0.342,0.301
"P17","Myriam Bregman a presidenta por el Frente de Izquierda",0.051,0.014
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.045,0.011
"P17","En blanco",0.033,0.002
"P17","No sabe",0.042,0.078
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.154,0.239
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.285,0.37
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.357,0.236
"P20","El candidato a gobernador de la Izquierda",0.089,0.023
"P20","En blanco",0.07,0.012
"P20","No sabe",0.045,0.12
"P23","Julio Zamora a intendente por Unión por la Patria.",0.398,0.489
"P23","Segundo Cernadas a intendente por Juntos por el Cambio",0.305,0.345
"P23","Claudio Baumgarten a intendente por la Libertad Avanza",0.12,0.08
"P23","Paula Akerfeld a intendenta por el Frente de Izquierda",0.089,0.025
"P23","En blanco",0.066,0.011
"P23","No sabe",0.022,0.05
"P26","Totalmente seguro.",0.47,0.713
"P26","Bastante seguro",0.31,0.202
"P26","Algo seguro",0.1,0.06
"P26","Para nada seguro",0.12,0.025
"P27","Tiene Decidido que va a ir a votar.",0.74,0.938
"P27","Tiene dudas sobre si va a ir a  votar",0.221,0.052
"P27","Tiene Decidido que no va a ir a votar",0.039,0.01
"P28","Si",0.371,0.456
"P28","No",0.629,0.544
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.179,0.386
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.292,0.3
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.345,0.253
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.055,0.011
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.043,0.006
"PRESIDENTE","En blanco",0.044,0.005
"PRESIDENTE","No sabe",0.042,0.039
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.141,0.382
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.313,0.312
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.337,0.225
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.099,0.014
"GOBERNADOR","En blanco",0.071,0.011
"GOBERNADOR","No sabe",0.039,0.056
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria.",0.412,0.469
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.293,0.305
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.126,0.174
"INTENDENTE","Paula Akerfeld a intendenta por el Frente de Izquierda",0.091,0.015
"INTENDENTE","En blanco",0.058,0.01
"INTENDENTE","No sabe",0.02,0.027
"CORTA_GOBERNADOR","Si",0.742,0.144
"CORTA_GOBERNADOR","No",0.258,0.856
"CORTA_INTENDENTE","Si",0.776,0.222
"CORTA_INTENDENTE","No",0.224,0.778
