"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P7","Muy buena",0.707,0.163,0.035,0.033,0.012,0.1
"P7","Buena",0.145,0.57,0.203,0.054,0.011,0.092
"P7","Ni buena ni mala",0.063,0.164,0.533,0.147,0.011,0.236
"P7","Mala",0.011,0.025,0.118,0.475,0.16,0.259
"P7","Muy mala",0.071,0.068,0.089,0.266,0.806,0.148
"P7","No sabe",0.003,0.01,0.022,0.025,0,0.165
"P8","Muy buena",0.259,0.041,0.032,0.067,0.147,0.03
"P8","Buena",0.039,0.188,0.113,0.129,0.141,0.053
"P8","Ni buena ni mala",0.345,0.42,0.59,0.374,0.207,0.328
"P8","Mala",0.067,0.102,0.059,0.21,0.068,0
"P8","Muy mala",0.136,0.136,0.016,0.11,0.372,0.103
"P8","No sabe",0.154,0.113,0.19,0.11,0.065,0.486
"P10","Muy buena",0.111,0.015,0.039,0.036,0.049,0.01
"P10","Buena",0.071,0.179,0.061,0.062,0.094,0.006
"P10","Ni buena ni mala",0.362,0.38,0.574,0.421,0.335,0.245
"P10","Mala",0.121,0.093,0.121,0.273,0.028,0.037
"P10","Muy mala",0.18,0.123,0.036,0.108,0.317,0.047
"P10","No sabe",0.155,0.21,0.169,0.1,0.177,0.655
"P11","Muy buena",0.215,0.102,0.038,0.04,0.099,0.141
"P11","Buena",0.108,0.19,0.111,0.044,0.081,0.042
"P11","Ni buena ni mala",0.246,0.305,0.406,0.206,0.171,0.186
"P11","Mala",0.163,0.154,0.269,0.353,0.044,0.174
"P11","Muy mala",0.204,0.195,0.122,0.329,0.547,0.241
"P11","No sabe",0.064,0.054,0.054,0.028,0.058,0.216
"P12","Muy buena",0.148,0.03,0.026,0.041,0.074,0.044
"P12","Buena",0.074,0.101,0.081,0.081,0.116,0.068
"P12","Ni buena ni mala",0.255,0.386,0.536,0.45,0.291,0.157
"P12","Mala",0.145,0.134,0.086,0.161,0.031,0.004
"P12","Muy mala",0.184,0.145,0.038,0.078,0.245,0.063
"P12","No sabe",0.194,0.204,0.233,0.189,0.243,0.664
"P13","Muy buena",0.082,0.045,0.047,0.043,0.036,0.015
"P13","Buena",0.034,0.122,0.066,0.003,0.011,0.007
"P13","Ni buena ni mala",0.372,0.374,0.548,0.519,0.292,0.107
