"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.597,0.31,0.23,0.197
"P05","Bastante",0.238,0.478,0.299,0.244
"P05","Poco",0.089,0.154,0.359,0.246
"P05","Nada",0.055,0.043,0.09,0.256
"P05","No sabe",0.021,0.015,0.022,0.057
"P08","Unión por la Patria y el peronismo",0.414,0.305,0.266,0.195
"P08","Juntos por el Cambio",0.309,0.367,0.295,0.177
"P08","De los Liberales libertarios",0.108,0.14,0.125,0.162
"P08","De la Izquierda",0.043,0.034,0.056,0.071
"P08","No sabe",0.126,0.154,0.258,0.395
"P09","A Sergio Massa",0.341,0.264,0.234,0.238
"P09","A Daniel Scioli",0.167,0.122,0.123,0.093
"P09","A algún candidato del peronismo",0.174,0.156,0.185,0.308
"P09","Wado de Pedro",0.318,0.458,0.458,0.361
"P10","A Horacio Rodriguez Larreta",0.272,0.17,0.321,0.256
"P10","A Patricia Bullrich",0.679,0.742,0.624,0.627
"P10","A Facundo Manes",0.034,0.051,0.048,0.097
"P10","A Gerardo Morales",0.015,0.037,0.007,0.02
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.263,0.165,0.189,0.141
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.147,0.218,0.121,0.081
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.26,0.274,0.233,0.191
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.12,0.084,0.135,0.049
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.122,0.142,0.108,0.233
"P11","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.005,0.017,0.017,0.025
"P11","En blanco",0.021,0.008,0.036,0.096
"P11","No sabe",0.062,0.092,0.161,0.184
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.257,0.264,0.229,0.119
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.191,0.113,0.145,0.133
"P13","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y su candidato a intendente por Unión por la Patria",0.083,0.066,0.053,0.074
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.23,0.242,0.199,0.172
"P13","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.114,0.101,0.103,0.104
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.066,0.097,0.068,0.136
"P13","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.016,0.017,0.027,0.025
"P13","En blanco",0.018,0.035,0.083,0.106
"P13","No sabe",0.025,0.065,0.093,0.131
"P14","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.403,0.313,0.318,0.216
"P14","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.326,0.297,0.271,0.186
"P14","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.155,0.167,0.117,0.2
"P14","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.025,0.028,0.025,0.08
"P14","En blanco",0.024,0.042,0.065,0.1
"P14","No sabe",0.067,0.153,0.204,0.218
"P15","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.408,0.318,0.352,0.229
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.302,0.29,0.221,0.198
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.147,0.177,0.15,0.231
"P15","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.017,0.026,0.023,0.015
"P15"," En blanco",0.085,0.043,0.062,0.142
"P15","No sabe",0.041,0.146,0.192,0.185
"P16","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.411,0.313,0.341,0.33
"P16","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.327,0.353,0.273,0.204
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.126,0.165,0.135,0.196
"P16","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.005,0.019,0.036,0.032
"P16","En blanco",0.07,0.069,0.056,0.118
"P16","No sabe",0.061,0.081,0.159,0.12
"P17","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.365,0.338,0.361,0.355
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.316,0.296,0.244,0.209
"P17","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.133,0.179,0.176,0.187
"P17","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.02,0.026,0.02,0.024
"P17","En blanco",0.1,0.071,0.082,0.146
"P17","No sabe",0.066,0.09,0.117,0.079
"P18","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.452,0.333,0.296,0.293
"P18","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.331,0.304,0.257,0.195
"P18","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.114,0.132,0.12,0.156
"P18","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.018,0.033,0.016,0.078
"P18","En blanco",0.032,0.059,0.079,0.151
"P18","No sabe",0.053,0.139,0.232,0.127
"P19","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.419,0.333,0.337,0.325
"P19","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.334,0.319,0.267,0.137
"P19","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.101,0.141,0.077,0.189
"P19","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.018,0.025,0.017,0.03
"P19","En blanco",0.064,0.063,0.074,0.202
"P19","No sabe",0.064,0.119,0.228,0.117
"P20","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.386,0.332,0.325,0.321
"P20","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.306,0.339,0.28,0.258
"P20","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.121,0.136,0.093,0.188
"P20","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.072,0.023,0.048,0.041
"P20","En blanco",0.059,0.07,0.065,0.077
