"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.345,0.291,0.397,0.458,0.283,0.307,0.376,0.373,0.329,0.34,0.627,0.094,0.147
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.303,0.34,0.267,0.246,0.269,0.358,0.379,0.334,0.282,0.302,0.13,0.621,0.276
"Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.151,0.196,0.11,0.185,0.186,0.128,0.063,0.114,0.176,0.153,0.059,0.166,0.332
"Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.023,0.024,0.022,0.013,0.039,0.015,0.012,0.018,0.017,0.04,0.02,0.013,0.003
"En blanco",0.072,0.063,0.079,0.015,0.097,0.094,0.067,0.07,0.079,0.06,0.108,0.028,0.048
"No sabe",0.106,0.086,0.125,0.083,0.126,0.098,0.103,0.091,0.117,0.105,0.056,0.078,0.194
