"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Mucho",0.311,0.35,0.276,0.268,0.315,0.318,0.359,0.281,0.282,0.413,0.385,0.355,0.218
"Bastante",0.335,0.318,0.351,0.328,0.345,0.33,0.333,0.291,0.353,0.362,0.345,0.371,0.377
"Poco",0.222,0.207,0.236,0.231,0.222,0.218,0.214,0.253,0.237,0.149,0.189,0.176,0.334
"Nada",0.104,0.098,0.109,0.12,0.103,0.111,0.072,0.139,0.102,0.058,0.071,0.094,0.055
"No sabe",0.028,0.027,0.028,0.053,0.015,0.023,0.022,0.036,0.026,0.018,0.01,0.004,0.016
