"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.305,0.402,0.391,0.268
"P05","Bastante",0.302,0.359,0.349,0.313
"P05","Poco",0.262,0.22,0.203,0.172
"P05","Nada",0.115,0.019,0.05,0.132
"P05","No sabe",0.016,0,0.007,0.115
"P06","Siempre",0.326,0.176,0.234,0.117
"P06","Casi siempre",0.244,0.488,0.435,0.349
"P06","Casi nunca",0.252,0.251,0.229,0.393
"P06","Nunca, pero esta es una excepción",0.178,0.085,0.102,0.141
"P08","Unión por la Patria y el peronismo",0.624,0.573,0.223,0.233
"P08","Juntos por el Cambio",0.135,0.165,0.467,0.237
"P08","De los Liberales libertarios",0.076,0.102,0.198,0.022
"P08","De la Izquierda",0.033,0.009,0.02,0.039
"P08","No sabe",0.132,0.151,0.092,0.469
"P09","A Sergio Massa",0.514,0.317,0.181,0.378
"P09","A Daniel Scioli",0.196,0.083,0.085,0.155
"P09","A algún candidato del peronismo",0.053,0.132,0.153,0.066
"P09","Wado de Pedro",0.237,0.468,0.581,0.401
"P10","A Horacio Rodriguez Larreta",0.46,0.094,0.24,0.11
"P10","A Patricia Bullrich",0.483,0.867,0.731,0.743
"P10","A Facundo Manes",0,0.035,0.029,0.098
"P10","A Gerardo Morales",0.057,0.004,0,0.049
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.359,0.317,0.074,0.082
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.18,0.324,0.168,0.129
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.13,0.156,0.363,0.154
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.107,0.024,0.142,0.084
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.103,0.094,0.197,0.022
"P11","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.009,0,0.012,0.018
"P11","En blanco",0.036,0.009,0.007,0
"P11","No sabe",0.076,0.076,0.037,0.511
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.381,0.409,0.171,0.148
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.187,0.256,0.064,0.081
"P13","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y su candidato a intendente por Unión por la Patria",0.124,0.067,0.033,0.06
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.113,0.094,0.312,0.187
"P13","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.08,0.021,0.187,0.06
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.034,0.046,0.18,0.005
"P13","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0,0.032,0.007,0.01
"P13","En blanco",0.05,0.061,0.015,0.127
"P13","No sabe",0.031,0.014,0.031,0.322
"P14","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.672,0.61,0.11,0.185
"P14","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.098,0.098,0.448,0.268
"P14","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.091,0.101,0.228,0.022
"P14","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0,0.028,0.017,0.049
"P14","En blanco",0.052,0.067,0.059,0.064
"P14","No sabe",0.087,0.096,0.138,0.412
"P15","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.693,0.581,0.149,0.185
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.183,0.113,0.42,0.19
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.047,0.108,0.245,0.038
"P15","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.003,0.005,0.019,0.063
"P15"," En blanco",0.044,0.074,0.078,0.058
"P15","No sabe",0.03,0.119,0.089,0.466
"P16","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.63,0.546,0.19,0.162
"P16","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.162,0.137,0.448,0.212
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.06,0.125,0.229,0.026
"P16","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.01,0.004,0.019,0.076
"P16","En blanco",0.084,0.138,0.045,0.031
"P16","No sabe",0.054,0.05,0.069,0.493
"P17","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.66,0.56,0.185,0.184
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.156,0.14,0.421,0.186
"P17","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.05,0.12,0.244,0.12
"P17","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0,0.026,0.012,0.105
"P17","En blanco",0.12,0.111,0.062,0.086
"P17","No sabe",0.014,0.043,0.076,0.319
"P18","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.726,0.569,0.153,0.22
"P18","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.179,0.134,0.437,0.145
"P18","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.012,0.077,0.202,0.022
"P18","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0,0.034,0.02,0.078
"P18","En blanco",0.043,0.044,0.076,0.074
"P18","No sabe",0.04,0.142,0.112,0.461
"P19","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.726,0.577,0.154,0.196
"P19","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.134,0.127,0.45,0.21
"P19","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.006,0.075,0.225,0.007
"P19","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.007,0.026,0.01,0.063
"P19","En blanco",0.103,0.042,0.064,0.083
"P19","No sabe",0.024,0.153,0.097,0.441
"P20","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.63,0.497,0.188,0.09
"P20","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.154,0.172,0.474,0.163
"P20","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.022,0.128,0.205,0.022
"P20","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.075,0.026,0.016,0.105
"P20","En blanco",0.092,0.078,0.036,0.115
"P20","No sabe",0.027,0.099,0.081,0.505
"P21","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.674,0.544,0.195,0.156
"P21","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.162,0.16,0.464,0.195
"P21","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.021,0.107,0.209,0.008
"P21","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.032,0.045,0.018,0.118
"P21","En blanco",0.096,0.075,0.044,0.045
"P21","No sabe",0.015,0.069,0.07,0.478
"P22","Lo votaría",0.667,0.449,0.175,0.225
"P22","Puede que lo vote",0.248,0.378,0.199,0.243
"P22","Nunca lo votaría",0.055,0.132,0.502,0.112
"P22","No sabe",0.03,0.041,0.124,0.42
"P23","Lo votaría",0.644,0.41,0.176,0.168
"P23","Puede que lo vote",0.216,0.284,0.181,0.135
"P23","Nunca lo votaría",0.131,0.197,0.525,0.2
"P23","No sabe",0.009,0.109,0.118,0.497
"P24","La votaría",0.43,0.179,0.23,0.098
"P24","Puede que la vote",0.176,0.283,0.22,0.095
"P24","Nunca la votaría",0.327,0.476,0.454,0.314
"P24","No sabe",0.067,0.062,0.096,0.493
