"var","categoria","Si","No"
"P16","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.379,0.317
"P16","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.321,0.295
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.156,0.157
"P16","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.017,0.023
"P16","En blanco",0.084,0.071
"P16","No sabe",0.043,0.137
"P17","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.398,0.325
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.276,0.283
"P17","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.18,0.147
"P17","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.027,0.022
"P17","En blanco",0.076,0.118
"P17","No sabe",0.043,0.105
"P18","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.424,0.328
"P18","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.262,0.3
"P18","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.157,0.097
"P18","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.017,0.035
"P18","En blanco",0.075,0.065
"P18","No sabe",0.065,0.175
"P19","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.431,0.326
"P19","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.276,0.296
"P19","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.151,0.117
"P19","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.013,0.025
"P19","En blanco",0.054,0.087
"P19","No sabe",0.075,0.149
"P20","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.378,0.313
"P20","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.288,0.322
"P20","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.167,0.116
"P20","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.029,0.04
"P20","En blanco",0.083,0.067
"P20","No sabe",0.055,0.142
"P21","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.401,0.329
"P21","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.296,0.322
"P21","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.161,0.108
"P21","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.027,0.051
"P21","En blanco",0.087,0.061
"P21","No sabe",0.028,0.129
"P22","Lo votaría",0.43,0.275
"P22","Puede que lo vote",0.25,0.258
"P22","Nunca lo votaría",0.257,0.321
"P22","No sabe",0.063,0.146
"P23","Lo votaría",0.335,0.287
"P23","Puede que lo vote",0.247,0.201
"P23","Nunca lo votaría",0.305,0.381
"P23","No sabe",0.113,0.131
"P24","La votaría",0.149,0.27
"P24","Puede que la vote",0.244,0.227
"P24","Nunca la votaría",0.491,0.395
"P24","No sabe",0.116,0.108
"P25","Lo votaría",0.195,0.234
"P25","Puede que lo vote",0.226,0.208
"P25","Nunca lo votaría",0.461,0.449
"P25","No sabe",0.118,0.109
"P26","Lo votaría",0.163,0.142
"P26","Puede que lo vote",0.17,0.196
"P26","Nunca lo votaría",0.51,0.526
"P26","No sabe",0.157,0.136
"P27","Lo votaría",0.11,0.071
"P27","Puede que lo vote",0.122,0.172
"P27","Nunca lo votaría",0.597,0.596
"P27","No sabe",0.171,0.161
"P28","Lo votaría",0.462,0.327
"P28","Puede que lo vote",0.104,0.137
"P28","Nunca lo votaría",0.395,0.471
"P28","No sabe",0.039,0.065
"P29","La votaría",0.202,0.179
"P29","Puede que la vote",0.264,0.221
"P29","Nunca la votaría",0.465,0.494
"P29","No sabe",0.069,0.106
"P30","Lo votaría",0.216,0.258
"P30","Puede que lo vote",0.176,0.157
"P30","Nunca lo votaría",0.491,0.452
"P30","No sabe",0.117,0.133
"P31","Lo votaría",0.264,0.293
"P31","Puede que lo vote",0.218,0.203
"P31","Nunca lo votaría",0.462,0.427
"P31","No sabe",0.056,0.077
"P32","La votaría",0.184,0.165
"P32","Puede que la vote",0.16,0.142
"P32","Nunca la votaría",0.512,0.556
"P32","No sabe",0.144,0.137
"P33","Lo votaría",0.321,0.174
"P33","Puede que lo vote",0.223,0.252
"P33","Nunca lo votaría",0.394,0.503
"P33","No sabe",0.062,0.071
"P34","Lo votaría",0.402,0.267
"P34","Puede que lo vote",0.18,0.172
"P34","Nunca lo votaría",0.392,0.493
"P34","No sabe",0.026,0.068
"P35","Lo votaría",0.269,0.123
"P35","Puede que lo vote",0.28,0.33
"P35","Nunca lo votaría",0.422,0.457
"P35","No sabe",0.029,0.09
"P36","La votaría",0.406,0.332
"P36","Puede que la vote",0.117,0.192
"P36","Nunca la votaría",0.447,0.427
"P36","No sabe",0.03,0.049
"P37","Lo votaría",0.256,0.297
"P37","Puede que lo vote",0.171,0.218
"P37","Nunca lo votaría",0.535,0.432
"P37","No sabe",0.038,0.053
"P38","Lo votaría",0.277,0.208
"P38","Puede que lo vote",0.192,0.234
"P38","Nunca lo votaría",0.479,0.476
"P38","No sabe",0.052,0.082
