"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Sergio Massa",0.272,0.344,0.208,0.261,0.277,0.242,0.319,0.367,0.226,0.23,0.246,0.355,0.242
"A Daniel Scioli",0.13,0.146,0.116,0.158,0.149,0.079,0.117,0.177,0.133,0.059,0.135,0.107,0.081
"A algún candidato del peronismo",0.187,0.169,0.202,0.239,0.183,0.158,0.155,0.212,0.197,0.129,0.165,0.292,0.206
"Wado de Pedro",0.411,0.341,0.474,0.342,0.391,0.521,0.409,0.244,0.444,0.582,0.454,0.246,0.471
