"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.326,0.352,0.378,0.299
"P05","Bastante",0.3,0.274,0.395,0.369
"P05","Poco",0.26,0.281,0.174,0.209
"P05","Nada",0.099,0.07,0.05,0.044
"P05","No sabe",0.015,0.023,0.003,0.079
"P06","Siempre",0.268,0.161,0.245,0.126
"P06","Casi siempre",0.303,0.38,0.444,0.45
"P06","Casi nunca",0.319,0.254,0.213,0.352
"P06","Nunca, pero esta es una excepción",0.11,0.205,0.098,0.072
"P08","Unión por la Patria y el peronismo",0.232,0.267,0.578,0.22
"P08","Juntos por el Cambio",0.547,0.336,0.172,0.257
"P08","De los Liberales libertarios",0.112,0.199,0.119,0.1
"P08","De la Izquierda",0.014,0.038,0.024,0.052
"P08","No sabe",0.095,0.16,0.107,0.371
"P09","A Sergio Massa",0.75,0.239,0.256,0.543
"P09","A Daniel Scioli",0.044,0.093,0.147,0.09
"P09","A algún candidato del peronismo",0.128,0.198,0.08,0.128
"P09","Wado de Pedro",0.078,0.47,0.517,0.239
"P10","A Horacio Rodriguez Larreta",0.135,0.113,0.434,0.462
"P10","A Patricia Bullrich",0.856,0.805,0.453,0.497
"P10","A Facundo Manes",0.009,0.082,0.079,0.041
"P10","A Gerardo Morales",0,0,0.034,0
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.173,0.214,0.209,0.134
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.085,0.109,0.355,0.102
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.49,0.283,0.11,0.139
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.111,0.104,0.087,0.12
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.099,0.196,0.127,0.163
"P11","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.007,0.006,0.009,0.031
"P11","En blanco",0.015,0.002,0.018,0.002
"P11","No sabe",0.02,0.086,0.085,0.309
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.217,0.154,0.394,0.167
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.063,0.156,0.201,0.065
"P13","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y su candidato a intendente por Unión por la Patria",0.066,0.079,0.058,0.011
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.452,0.247,0.051,0.169
"P13","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.124,0.118,0.116,0.096
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.026,0.146,0.102,0.161
"P13","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.021,0.004,0.01,0.007
"P13","En blanco",0.031,0.066,0.022,0.083
"P13","No sabe",0,0.03,0.046,0.241
"P14","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.282,0.262,0.454,0.214
"P14","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.541,0.328,0.108,0.265
"P14","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.082,0.193,0.15,0.19
"P14","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.021,0.006,0.017,0.032
"P14","En blanco",0.033,0.051,0.08,0.037
"P14","No sabe",0.041,0.16,0.191,0.262
"P15","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.325,0.226,0.489,0.2
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.469,0.36,0.142,0.223
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.102,0.215,0.144,0.187
"P15","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.003,0.006,0.018,0.044
"P15"," En blanco",0.074,0.059,0.078,0.022
"P15","No sabe",0.027,0.134,0.129,0.324
"P16","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.316,0.274,0.495,0.195
"P16","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.549,0.354,0.133,0.216
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.085,0.192,0.146,0.205
"P16","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0,0.023,0.023,0.051
"P16","En blanco",0.04,0.055,0.108,0.024
"P16","No sabe",0.01,0.102,0.095,0.309
"P17","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.309,0.274,0.495,0.234
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.436,0.356,0.164,0.246
"P17","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.109,0.223,0.147,0.2
"P17","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.021,0.006,0.019,0.042
"P17","En blanco",0.094,0.079,0.096,0.051
"P17","No sabe",0.031,0.062,0.079,0.227
"P18","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.295,0.254,0.5,0.213
"P18","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.587,0.35,0.105,0.163
"P18","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.047,0.151,0.127,0.188
"P18","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.024,0.049,0.015,0.042
"P18","En blanco",0.007,0.058,0.101,0.041
"P18","No sabe",0.04,0.138,0.152,0.353
"P19","Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.264,0.271,0.508,0.218
"P19","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.516,0.336,0.143,0.251
"P19","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.057,0.16,0.13,0.17
"P19","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.024,0.006,0.009,0.046
"P19","En blanco",0.089,0.069,0.075,0.047
"P19","No sabe",0.05,0.158,0.135,0.268
"P20","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.25,0.247,0.491,0.187
"P20","Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.602,0.39,0.134,0.176
"P20","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.043,0.175,0.151,0.154
"P20","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.076,0.032,0.018,0.072
"P20","En blanco",0.013,0.044,0.1,0.079
"P20","No sabe",0.016,0.112,0.106,0.332
"P21","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.29,0.267,0.51,0.218
"P21","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.533,0.404,0.141,0.271
"P21","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.069,0.151,0.147,0.126
"P21","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.039,0.029,0.027,0.075
"P21","En blanco",0.043,0.065,0.089,0.024
"P21","No sabe",0.026,0.084,0.086,0.286
"P22","Lo votaría",0.369,0.289,0.392,0.178
"P22","Puede que lo vote",0.191,0.379,0.214,0.341
"P22","Nunca lo votaría",0.291,0.24,0.35,0.147
"P22","No sabe",0.149,0.092,0.044,0.334
"P23","Lo votaría",0.414,0.216,0.424,0.055
"P23","Puede que lo vote",0.159,0.425,0.139,0.157
"P23","Nunca lo votaría",0.36,0.272,0.4,0.126
"P23","No sabe",0.067,0.087,0.037,0.662
"P25","Lo votaría",0.617,0.233,0.07,0.141
"P25","Puede que lo vote",0.189,0.497,0.056,0.235
"P25","Nunca lo votaría",0.153,0.185,0.83,0.1
"P25","No sabe",0.041,0.085,0.044,0.524
"P26","Lo votaría",0.39,0.136,0.08,0.104
