"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.384,0.377,0.414,0.299
"P05","Bastante",0.277,0.349,0.35,0.4
"P05","Poco",0.28,0.207,0.2,0.23
"P05","Nada",0.059,0.047,0.03,0.071
"P05","No sabe",0,0.02,0.006,0
"P06","Siempre",0.301,0.29,0.287,0.189
"P06","Casi siempre",0.437,0.423,0.442,0.454
"P06","Casi nunca",0.193,0.227,0.207,0.251
"P06","Nunca, pero esta es una excepción",0.069,0.06,0.064,0.106
"P08","Unión por la Patria",0.257,0.348,0.321,0.249
"P08","Juntos por el Cambio",0.286,0.369,0.396,0.367
"P08","Liberales",0.17,0.157,0.178,0.089
"P08","Izquierda",0.085,0.025,0.026,0.024
"P08","Otro",0.15,0.032,0.037,0.046
"P08","No sabe",0.052,0.069,0.042,0.225
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.142,0.319,0.216,0.206
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.041,0.074,0.09,0.09
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.188,0.222,0.326,0.253
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.114,0.141,0.094,0.108
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.193,0.151,0.206,0.134
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.063,0.014,0.018,0.03
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.239,0.007,0.008,0.006
"P09","Otros",0,0.032,0.018,0.03
"P09","En blanco",0.01,0.01,0.01,0.03
"P09","No sabe",0.01,0.03,0.014,0.113
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.201,0.227,0.207,0.213
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.08,0.095,0.115,0.056
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.197,0.212,0.3,0.205
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.159,0.187,0.134,0.172
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.101,0.136,0.159,0.117
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.017,0.018,0.036
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.208,0.032,0.005,0.011
"P18","Otros",0.004,0.032,0.022,0.05
"P18","En blanco",0.022,0.027,0.022,0.034
"P18","No sabe",0.013,0.035,0.018,0.106
"P25","Totalmente seguro",0.614,0.571,0.71,0.492
