"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.339,0.332,0.346,0.253,0.372,0.368,0.321,0.351,0.321,0.349,0.676,0.077,0.257,0.302,0.311,0.4,0.371
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.389,0.388,0.391,0.408,0.335,0.405,0.471,0.345,0.396,0.418,0.121,0.664,0.458,0.408,0.396,0.405,0.369
"En blanco",0.17,0.189,0.15,0.242,0.188,0.124,0.108,0.184,0.163,0.166,0.123,0.153,0.209,0.193,0.191,0.08,0.155
"No sabe",0.102,0.091,0.113,0.097,0.105,0.103,0.1,0.12,0.12,0.067,0.08,0.106,0.076,0.097,0.102,0.115,0.105
