"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.558,0.434,0.349,0.296
"P05","Bastante",0.282,0.354,0.368,0.282
"P05","Poco",0.149,0.171,0.229,0.33
"P05","Nada",0.007,0.026,0.045,0.092
"P05","No sabe",0.004,0.015,0.009,0
"P06","Siempre",0.345,0.273,0.261,0.295
"P06","Casi siempre",0.41,0.473,0.443,0.271
"P06","Casi nunca",0.182,0.196,0.222,0.303
"P06","Nunca, pero esta es una excepción",0.063,0.058,0.074,0.131
"P08","Unión por la Patria",0.733,0.553,0.14,0.265
"P08","Juntos por el Cambio",0.125,0.202,0.51,0.227
"P08","Liberales",0.015,0.071,0.24,0.087
"P08","Izquierda",0.065,0.081,0.011,0.019
"P08","Otro",0.024,0.05,0.047,0.051
"P08","No sabe",0.038,0.043,0.052,0.351
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.516,0.598,0.059,0.336
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.348,0.063,0.008,0.008
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.027,0.074,0.44,0.111
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.009,0.046,0.142,0.073
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.029,0.108,0.27,0.109
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.045,0.01,0.019
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.01,0.023,0.025,0.028
"P09","Otros",0.007,0.035,0.02,0.03
"P09","En blanco",0.003,0.001,0.012,0.065
"P09","No sabe",0.012,0.007,0.014,0.221
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.439,0.454,0.086,0.312
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.286,0.199,0.033,0.015
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.068,0.064,0.392,0.117
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.056,0.086,0.189,0.077
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.063,0.082,0.194,0.139
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.043,0.026,0.008,0.034
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.013,0.029,0.021
"P18","Otros",0.014,0.036,0.022,0.062
"P18","En blanco",0.017,0.019,0.024,0.059
"P18","No sabe",0.006,0.021,0.023,0.164
"P25","Totalmente seguro",0.681,0.617,0.689,0.433
"P25","Bastante seguro",0.186,0.209,0.144,0.132
"P25","Algo seguro",0.086,0.111,0.098,0.179
"P25","Para nada seguro",0.047,0.063,0.069,0.256
"P26","Tiene Decidido que va a ir a votar",0.933,0.872,0.92,0.866
"P26","Tiene dudas sobre si va a ir a  votar",0.046,0.093,0.049,0.108
"P26","Tiene Decidido que no va a ir a votar",0.021,0.035,0.031,0.026
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.756,0.585,0.081,0.378
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.036,0.1,0.522,0.136
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.06,0.129,0.275,0.141
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.08,0.066,0.013,0.018
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.012,0.033,0.037,0.068
"P27","Otros",0.033,0.029,0.036,0.035
"P27","En blanco",0.008,0.014,0.017,0.063
"P27","No sabe",0.015,0.044,0.019,0.161
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.788,0.597,0.075,0.332
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.033,0.091,0.442,0.176
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.046,0.139,0.337,0.122
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.065,0.063,0.009,0.025
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.045,0.028,0.072
"P28","Otros",0.023,0.043,0.041,0.039
"P28","En blanco",0.013,0.014,0.032,0.063
"P28","No sabe",0.016,0.008,0.036,0.171
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.839,0.674,0.117,0.389
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.047,0.151,0.709,0.209
"P33","En blanco",0.09,0.132,0.113,0.153
"P33","No sabe",0.024,0.043,0.061,0.249
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.155,0.191,0.519,0.195
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.06,0.188,0.319,0.202
"P34","En blanco",0.634,0.492,0.102,0.252
"P34","No sabe",0.151,0.129,0.06,0.351
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.821,0.653,0.109,0.357
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.055,0.154,0.58,0.216
"P35","En blanco",0.097,0.12,0.204,0.139
"P35","No sabe",0.027,0.073,0.107,0.288
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.193,0.178,0.413,0.176
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.046,0.185,0.382,0.217
"P36","En blanco",0.6,0.498,0.117,0.27
"P36","No sabe",0.161,0.139,0.088,0.337
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.847,0.707,0.121,0.43
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.054,0.158,0.534,0.21
"P37","En blanco",0.074,0.102,0.194,0.077
"P37","No sabe",0.025,0.033,0.151,0.283
"P38","Lo votaría",0.794,0.61,0.099,0.33
"P38","Puede que lo vote",0.102,0.219,0.102,0.083
